province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,9.596,23.427,5.984,15.599,0.369,57.115,-3.632,6.028,301.309,81.401,100703.911,31.173,121.42
云南,临沧市,15.876,22.369,5.209,3.459,0.411,53.838,1.789,-1.405,294.031,82.438,83355.771,23.935,99.686
云南,丽江市,26.31,39.074,8.336,4.145,0.579,73.455,-2.312,-0.215,289.722,76.933,74470.315,26.96,100.515
云南,保山市,15.387,25.199,5.051,4.417,0.401,56.382,0.768,-0.982,293.12,80.899,81406.349,24.953,98.962
云南,大理白族自治州,21.27,35.465,8.364,5.755,0.489,74.3,-1.864,-1.48,291.886,75.103,77772.815,25.726,100.053
云南,德宏傣族景颇族自治州,11.916,15.213,2.857,2.386,0.268,39.909,3.076,-1.418,294.019,89.933,85518.619,24.535,98.052
云南,怒江傈僳族自治州,19.642,25.853,3.881,2.435,0.322,60.057,-1.014,0.056,287.51,87.563,72643.49,26.916,98.885
云南,文山壮族苗族自治州,28.853,43.949,15.694,5.982,0.41,64.242,-3.05,-5.406,294.042,86.665,85754.507,23.696,104.735
云南,昆明市,30.426,43.971,13.835,11.538,0.466,67.478,-5.175,-2.895,291.929,73.843,78826.973,25.384,102.863
云南,昭通市,30.422,49.513,9.974,5.912,0.521,82.173,-0.985,-1.601,293.826,81.304,83640.37,27.667,103.985
云南,普洱市,20.07,30.184,8.842,3.902,0.436,64.811,0.651,-2.709,295.763,75.366,85290.319,23.159,100.718
云南,曲靖市,29.017,45.013,15.338,8.749,0.451,70.876,-4.268,-4.258,291.113,82.976,79610.27,25.737,103.929
云南,楚雄彝族自治州,30.929,43.181,11.604,8.618,0.528,69.208,-2.669,-1.613,294.233,67.325,80517.883,25.328,101.567
云南,玉溪市,29.85,42.881,14.189,9.712,0.418,70.991,-3.615,-2.252,294.657,72.573,82874.403,24.136,102.217
云南,红河哈尼族彝族自治州,28.448,42.213,17.93,7.25,0.409,67.506,-3.599,-3.822,295.051,74.333,84436.544,23.451,103.034
云南,西双版纳傣族自治州,13.462,21.425,5.743,4.449,0.504,62.975,2.711,-2.438,296.782,77.204,88153.982,21.939,100.912
