province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,28.945,46.963,12.881,20.566,0.574,116.044,-5.517,-5.616,296.46,64.161,101782.556,31.173,121.42
云南,临沧市,15.714,19.427,3.895,3.019,0.419,37.446,3.387,1.484,291.985,86.504,83997.04,23.935,99.686
云南,丽江市,14.29,18.86,4.288,3.785,0.394,40.118,5.606,2.116,287.987,79.271,74683.703,26.96,100.515
云南,保山市,11.145,18.87,4.401,3.526,0.325,31.835,3.809,0.97,290.383,89.674,81980.54,24.953,98.962
云南,大理白族自治州,10.843,16.819,3.416,3.396,0.337,38.842,5.524,1.836,289.132,84.392,78197.235,25.726,100.053
云南,德宏傣族景颇族自治州,14.392,21.062,7.556,3.208,0.309,34.766,1.727,0.669,292.565,89.84,86141.601,24.535,98.052
云南,怒江傈僳族自治州,14.649,18.126,1.615,1.054,0.197,43.006,4.936,1.354,284.831,95.493,72954.928,26.916,98.885
云南,文山壮族苗族自治州,25.768,33.709,6.639,4.204,0.349,65.961,2.356,3.743,293.427,78.176,86531.428,23.696,104.735
云南,昆明市,15.667,23.701,8.001,10.558,0.45,40.454,5.452,4.317,290.021,83.276,79288.159,25.384,102.863
云南,昭通市,24.839,38.438,9.471,8.256,0.522,52.68,0.579,0.672,291.914,82.81,83900.382,27.667,103.985
云南,普洱市,15.575,21.75,3.942,2.894,0.321,41.853,1.538,2.091,292.991,84.243,86036.932,23.159,100.718
云南,曲靖市,16.312,25.755,7.837,8.684,0.413,48.508,4.291,4.577,290.577,80.638,80028.244,25.737,103.929
云南,楚雄彝族自治州,16.004,20.432,4.535,3.627,0.397,41.556,4.773,4.069,291.344,80.604,81005.276,25.328,101.567
云南,玉溪市,17.195,23.717,4.726,4.547,0.291,50.613,3.087,3.675,291.879,83.666,83538.059,24.136,102.217
云南,红河哈尼族彝族自治州,21.11,27.993,6.207,3.663,0.273,63.598,1.754,2.995,292.412,81.28,85214.731,23.451,103.034
云南,西双版纳傣族自治州,13.972,21.24,4.049,3.077,0.313,36.487,1.055,1.566,294.829,79.585,88994.2,21.939,100.912
云南,迪庆藏族自治州,13.481,16.607,2.134,1.339,0.224,47.553,7.267,1.866,282.525,89.864,67447.009,27.957,99.459
内蒙古,乌兰察布市,11.835,17.731,7.969,6.815,0.31,63.476,-0.738,2.964,283.072,47.286,86499.781,41.691,112.44
内蒙古,乌海市,20.895,44.696,24.65,17.805,0.501,70.312,-5.604,6.554,287.8,39.08,87836.062,39.396,106.856
内蒙古,兴安盟,6.848,8.391,1.979,1.936,0.211,57.493,3.075,-4.863,281.917,62.586,95201.822,46.244,121.341
内蒙古,包头市,16.845,29.975,12.984,17.508,0.399,55.275,-1.035,4.049,284.476,37.941,86376.231,41.549,110.276
内蒙古,呼伦贝尔市,4.809,5.403,1.569,1.603,0.224,59.988,2.065,-3.16,280.356,64.922,93970.466,49.636,121.171
内蒙古,呼和浩特市,15.16,33.727,10.671,19.572,0.542,56.253,-1.506,2.405,284.022,44.56,86836.264,40.578,111.513
内蒙古,巴彦淖尔市,20.874,32.208,13.056,13.011,0.336,64.577,-2.882,3.315,286.585,30.612,87603.761,41.446,107.582
内蒙古,赤峰市,6.192,7.636,2.608,2.8,0.208,57.762,2.734,-4.176,282.19,59.997,92502.231,43.226,118.892
内蒙古,通辽市,8.117,9.984,3.159,3.736,0.224,51.686,3.286,-4.102,284.144,58.479,98329.025,43.814,121.591
内蒙古,鄂尔多斯市,20.844,43.897,15.055,15.227,0.465,67.021,-3.285,5.607,285.763,43.654,87352.498,39.407,108.63
内蒙古,锡林郭勒盟,6.701,7.342,2.158,1.199,0.194,63.504,0.556,-0.175,281.47,60.943,89654.719,44.179,115.482
内蒙古,阿拉善盟,29.957,35.369,9.802,4.568,0.244,65.688,-6.317,1.219,288.758,30.197,87506.984,40.473,102.467
北京,北京市,13.412,21.74,6.973,19.913,0.319,45.767,0.563,-1.368,288.536,43.101,98466.617,40.158,116.395
台湾,台湾省,17.968,21.554,6.328,16.128,0.16,71.374,-2.218,-3.919,296.045,79.826,92642.342,23.757,120.975
吉林,吉林市,13.39,19.405,5.486,7.412,0.337,36.648,4.099,-0.286,281.204,82.458,97393.305,43.573,126.859
吉林,四平市,10.674,15.448,3.047,6.063,0.303,41.451,2.903,-1.915,282.908,70.224,99746.646,43.472,124.386
吉林,延边朝鲜族自治州,14.443,19.4,6.597,5.975,0.282,43.806,5.75,-1.388,280.355,78.907,94304.29,43.141,129.147
吉林,松原市,9.382,13.819,3.314,4.674,0.258,45.061,3.556,-2.624,283.098,70.49,100050.689,44.785,124.496
吉林,白城市,8.233,10.259,2.581,3.047,0.221,52.502,2.487,-3.665,284.419,61.346,100214.426,45.35,123.031
吉林,白山市,15.235,22.727,8.935,8.924,0.373,37.608,4.041,-0.719,278.741,85.922,92570.872,42.063,127.256
吉林,辽源市,11.56,17.783,3.819,6.985,0.363,36.024,4.062,-1.346,281.955,76.798,97860.306,42.836,125.32
吉林,通化市,12.858,20.255,7.625,8.11,0.373,35.641,3.128,-1.522,281.214,78.41,96075.249,41.939,125.927
吉林,长春市,11.131,17.741,3.766,6.951,0.328,37.155,4.015,-1.187,282.212,75.57,99575.923,44.268,125.611
四川,乐山市,26.174,36.545,6.311,11.601,0.62,54.609,-1.468,-2.311,291.754,92.355,89276.879,29.218,103.569
四川,内江市,20.75,32.795,6.511,14.962,0.63,45.247,-3.854,-3.695,294.956,85.818,96157.635,29.62,104.95
四川,凉山彝族自治州,17.842,23.667,7.913,4.738,0.424,51.4,2.864,3.176,287.46,81.78,74177.769,27.883,102.065
四川,南充市,25.518,41.14,8.101,16.732,0.582,48.639,-6.144,-0.432,293.593,82.834,96407.135,31.19,106.199
四川,宜宾市,33.843,46.141,8.867,13.814,0.668,48.424,0.18,-3.09,296.34,78.126,94499.183,28.573,104.621
四川,巴中市,27.398,43.168,7.645,8.856,0.464,60.799,-6.658,0.722,291.172,79.906,92351.163,32.033,107.031
四川,广元市,22.014,38.097,11.885,7.374,0.485,46.077,-5.503,0.122,290.428,88.444,91440.434,32.261,105.788
四川,广安市,22.916,37.193,6.86,15.963,0.601,44.833,-6.247,0.919,294.007,83.836,96361.821,30.43,106.628
四川,德阳市,13.058,24.225,5.903,11.638,0.539,50.464,-3.414,-2.562,291.658,93.663,92872.907,31.13,104.436
四川,成都市,14.143,26.062,6.882,13.834,0.541,51.419,-3.305,-3.067,292.119,93.24,92970.696,30.64,103.929
四川,攀枝花市,21.821,31.035,24.441,14.714,0.918,32.989,1.824,4.445,292.758,72.796,81372.462,26.791,101.734
四川,泸州市,26.544,39.302,10.743,13.295,0.486,48.465,-0.836,1.484,296.996,73.804,92908.303,28.424,105.675
四川,甘孜藏族自治州,10.139,11.611,1.407,1.175,0.131,79.467,3.743,1.61,279.928,76.794,61419.57,30.936,100.009
四川,眉山市,17.571,28.806,6.112,13.562,0.579,52.05,-2.922,-2.973,292.951,92.726,93364.024,29.912,103.766
四川,绵阳市,22.973,35.992,9.306,8.89,0.502,50.91,-3.772,0.141,288.941,93.891,87835.703,31.86,104.704
四川,自贡市,25.216,36.219,7.623,15.593,0.671,43.889,-2.862,-4.029,295.928,81.775,96100.65,29.307,104.659
四川,资阳市,19.231,31.652,6.243,12.722,0.574,48.108,-4.692,-2.58,293.996,89.2,96469.366,30.102,105.149
四川,达州市,30.707,45.059,9.122,14.248,0.502,66.784,-7.532,2.167,292.432,76.418,93881.948,31.335,107.636
四川,遂宁市,21.008,34.352,7.15,14.738,0.573,47.482,-5.129,-1.547,293.853,86.965,96764.74,30.642,105.457
四川,阿坝藏族羌族自治州,24.404,33.774,10.968,3.013,0.32,54.686,-1.084,3.369,279.422,90.113,65674.29,32.406,102.61
四川,雅安市,19.8,32.978,7.361,7.376,0.449,67.796,-2.375,-1.389,286.584,97.1,79990.793,29.932,102.689
天津,天津市,15.358,28.952,12.719,27.036,0.486,40.918,-0.81,-2.4,290.216,40.173,102145.127,39.315,117.308
宁夏,中卫市,30.53,51.151,16.069,9.873,0.55,81.71,-2.594,8.155,288.096,70.678,83583.51,37.018,105.509
宁夏,吴忠市,30.157,53.6,15.526,12.359,0.439,76.341,-3.72,7.941,287.01,63.819,85244.265,37.454,106.577
宁夏,固原市,29.96,53.227,11.377,15.51,0.545,88.585,-3.114,6.837,283.556,86.859,81189.816,35.905,106.183
宁夏,石嘴山市,22.935,48.206,21.206,19.784,0.703,70.504,-2.974,3.611,287.131,45.342,86931.962,39.013,106.499
宁夏,银川市,24.968,51.578,15.158,21.12,0.592,69.199,-4.051,3.475,288.155,52.302,87177.673,38.287,106.342
安徽,亳州市,40.654,81.892,17.662,21.025,0.701,115.916,-4.857,-3.659,294.419,49.015,101655.468,33.44,116.162
安徽,六安市,38.686,71.298,11.63,22.915,0.733,118.195,-4.79,-0.723,294.913,51.38,99084.807,31.617,116.209
安徽,合肥市,38.089,71.878,10.212,30.653,0.748,113.787,-4.396,-1.285,295.764,56.392,101428.062,31.766,117.359
安徽,安庆市,35.789,62.282,13.646,18.88,0.767,118.748,-5.84,-4.364,295.25,53.441,99428.669,30.557,116.473
安徽,宣城市,32.577,57.822,11.758,18.7,0.698,97.043,-5.944,-1.619,294.514,65.419,99410.946,30.676,118.846
安徽,宿州市,36.747,71.582,15.983,22.837,0.674,110.88,-5.159,-3.446,294.03,51.253,101657.281,33.844,117.23
安徽,池州市,32.831,53.195,12.478,11.726,0.686,101.567,-5.98,-2.36,295.417,53.808,99564.475,30.296,117.379
安徽,淮北市,40.112,79.538,18.723,24.928,0.718,112.626,-5.143,-3.708,294.203,50.027,101684.236,33.722,116.747
安徽,淮南市,43.207,82.853,14.545,26.943,0.712,105.775,-4.57,-2.511,295.771,52.725,101622.657,32.463,116.746
安徽,滁州市,36.357,65.852,10.889,21.048,0.537,109.608,-4.79,-1.932,295.363,59.873,101386.797,32.55,118.076
安徽,芜湖市,40.195,71.213,11.71,22.182,0.833,112.891,-5.536,-1.708,295.366,64.25,101569.635,31.167,118.162
安徽,蚌埠市,41.507,76.233,14.769,22.323,0.635,106.936,-4.633,-3.012,294.726,57.598,101664.587,33.121,117.263
安徽,铜陵市,41.129,70.706,12.934,20.3,0.802,113.169,-5.551,-2.292,295.282,60.925,101394.48,30.883,117.531
安徽,阜阳市,43.39,91.28,17.333,21.246,0.732,115.141,-4.849,-3.37,295.111,46.11,101583.412,32.937,115.723
安徽,马鞍山市,39.255,72.481,10.651,25.977,0.795,118.526,-5.243,-1.475,295.542,63.852,101606.511,31.622,118.386
