province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,29.714,60.289,9.211,42.502,0.464,85.458,-2.485,0.92,284.504,60.294,102161.02,31.173,121.42
云南,临沧市,37.47,57.962,7.654,6.875,0.551,94.825,-0.332,3.337,291.512,63.336,84079.655,23.935,99.686
云南,丽江市,15.946,30.61,4.84,5.471,0.579,97.522,2.929,1.305,285.056,49.203,74819.031,26.96,100.515
云南,保山市,28.927,47.752,5.724,10.757,0.518,92.671,2.051,0.209,290.88,47.347,82023.274,24.953,98.962
云南,大理白族自治州,21.247,38.758,5.689,7.298,0.512,92.895,1.967,1.976,287.572,54.564,78294.101,25.726,100.053
云南,德宏傣族景颇族自治州,40.098,54.681,5.996,13.264,0.485,89.828,1.102,-0.995,293.703,44.347,86175.862,24.535,98.052
云南,怒江傈僳族自治州,13.586,22.534,2.502,2.152,0.342,98.653,1.124,0.363,282.14,61.602,72999.136,26.916,98.885
云南,文山壮族苗族自治州,35.749,53.314,10.798,5.895,0.613,79.031,-0.662,2.989,288.833,69.6,86839.001,23.696,104.735
云南,昆明市,36.351,56.07,9.494,18.525,0.687,83.15,1.136,4.255,286.478,71.6,79480.621,25.384,102.863
云南,昭通市,27.355,54.952,11.608,12.773,0.509,93.876,1.098,2.766,290.514,48.959,84143.766,27.667,103.985
云南,普洱市,34.111,54.991,7.702,5.518,0.55,89.76,-1.861,3.161,290.839,76.876,86197.711,23.159,100.718
云南,曲靖市,35.674,54.452,11.028,14.557,0.507,83.999,1.216,4.539,286.569,68.88,80262.636,25.737,103.929
云南,楚雄彝族自治州,32.587,51.913,7.144,8.317,0.579,78.079,1.344,4.89,288.535,66.141,81194.087,25.328,101.567
云南,玉溪市,32.075,54.031,7.96,8.384,0.607,82.855,-0.477,3.782,288.78,73.887,83739.572,24.136,102.217
云南,红河哈尼族彝族自治州,28.703,46.069,9.428,4.986,0.471,85.479,-1.65,3.003,288.711,75.339,85448.065,23.451,103.034
云南,西双版纳傣族自治州,36.17,59.955,8.176,13.402,0.715,74.238,-3.215,1.644,292.215,80.318,89175.62,21.939,100.912
云南,迪庆藏族自治州,8.729,17.063,2.926,2.408,0.307,108.11,2.945,0.845,277.864,55.558,67470.66,27.957,99.459
内蒙古,乌兰察布市,35.052,57.997,8.929,15.242,0.327,68.144,4.397,2.011,286.758,22.084,85567.565,41.691,112.44
内蒙古,乌海市,51.324,134.896,64.861,54.694,1.16,65.848,2.692,0.008,291.23,12.644,87368.084,39.396,106.856
内蒙古,兴安盟,18.862,37.55,2.278,2.751,0.215,69.088,4.442,-4.244,285.266,39.264,93833.277,46.244,121.341
内蒙古,包头市,32.247,47.71,6.282,15.346,0.29,68.91,4.008,1.559,287.976,17.377,85528.395,41.549,110.276
内蒙古,呼伦贝尔市,5.431,10.657,1.695,2.771,0.186,75.445,0.64,-4.56,278.755,51.499,92814.684,49.636,121.171
内蒙古,呼和浩特市,36.372,87.884,13.407,33.537,0.519,81.027,3.431,3.708,287.042,26.639,85993.651,40.578,111.513
内蒙古,巴彦淖尔市,25.635,31.201,2.435,3.144,0.167,63.858,5.15,1.087,289.703,15.015,86891.714,41.446,107.582
内蒙古,赤峰市,32.575,55.707,5.929,5.712,0.273,77.631,6.227,0.159,286.952,29.269,91300.568,43.226,118.892
内蒙古,通辽市,35.885,76.499,10.448,7.969,0.36,87.754,5.881,3.71,289.974,26.586,97024.408,43.814,121.591
内蒙古,鄂尔多斯市,27.47,49.196,16.239,18.326,0.398,71.033,4.022,2.252,289.66,19.937,86711.733,39.407,108.63
内蒙古,锡林郭勒盟,19.131,20.284,1.655,1.084,0.147,64.742,2.01,-2.022,283.662,39.292,88546.037,44.179,115.482
内蒙古,阿拉善盟,20.08,22.473,1.46,1.998,0.152,70.134,3.25,-0.385,290.713,14.474,87202.836,40.473,102.467
北京,北京市,79.97,188.378,11.833,32.866,0.739,105.29,0.805,5.194,290.517,34.486,97370.845,40.158,116.395
台湾,台湾省,23.312,27.517,5.793,13.903,0.22,72.613,-0.726,-2.918,289.842,85.155,93257.019,23.757,120.975
吉林,吉林市,23.066,51.778,9.266,7.526,0.514,124.121,3.924,10.946,285.154,30.335,96799.423,43.573,126.859
吉林,四平市,42.872,175.586,14.153,14.276,0.582,131.087,5.279,13.184,287.311,30.55,98776.869,43.472,124.386
