province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,25.652,36.008,6.182,26.737,0.481,57.34,-1.928,-3.297,285.893,96.089,101382.235,31.173,121.42
云南,临沧市,34.154,48.673,3.868,7.755,0.605,92.75,4.344,0.099,292.763,43.538,83713.376,23.935,99.686
云南,丽江市,20.145,31.605,4.334,4.283,0.716,108.76,4.065,0.438,283.836,54.434,74455.587,26.96,100.515
云南,保山市,46.336,66.743,5.753,13.386,0.773,88.651,3.785,-0.718,289.623,55.271,81713.912,24.953,98.962
云南,大理白族自治州,29.109,47.18,4.104,5.876,0.669,98.645,5.612,0.1,286.696,57.1,77953.041,25.726,100.053
云南,德宏傣族景颇族自治州,63.916,73.843,7.693,16.27,0.721,82.823,1.682,-0.998,292.682,51.401,85861.855,24.535,98.052
云南,怒江傈僳族自治州,25.589,36.875,2.867,1.815,0.488,102.355,3.893,0.432,280.415,80.122,72662.006,26.916,98.885
云南,文山壮族苗族自治州,26.444,40.595,6.29,3.923,0.463,95.324,3.412,2.513,293.354,62.509,86324.972,23.696,104.735
云南,昆明市,30.118,48.735,7.714,12.154,0.616,100.117,5.191,2.166,288.421,52.132,79074.495,25.384,102.863
云南,昭通市,29.909,45.037,8.561,7.094,0.431,78.403,1.347,-4.627,283.752,75.282,84110.916,27.667,103.985
云南,普洱市,29.247,43.63,3.339,5.107,0.437,88.82,2.92,1.161,294.492,45.405,85745.792,23.159,100.718
云南,曲靖市,27.523,42.308,8.702,7.603,0.471,90.94,4.041,-0.769,286.93,58.923,79883.685,25.737,103.929
云南,楚雄彝族自治州,28.865,42.218,4.036,5.545,0.59,102.803,5.632,1.603,290.344,45.229,80778.334,25.328,101.567
云南,玉溪市,28.081,49.588,4.717,5.854,0.574,103.099,4.028,3.398,292.453,50.637,83285.731,24.136,102.217
云南,红河哈尼族彝族自治州,30.631,50.311,5.775,4.316,0.529,109.436,2.131,3.024,292.803,61.677,84976.342,23.451,103.034
云南,西双版纳傣族自治州,36.613,64.402,5.706,9.946,0.608,75.811,1.618,2.481,296.628,52.86,88691.734,21.939,100.912
云南,迪庆藏族自治州,14.783,21.049,2.592,1.245,0.371,118.254,6.548,1.274,276.888,68.206,67085.361,27.957,99.459
内蒙古,乌兰察布市,37.625,59.07,3.157,3.346,0.259,71.993,13.546,-2.232,269.494,57.963,85571.946,41.691,112.44
内蒙古,乌海市,92.174,345.284,13.731,8.17,0.291,110.628,9.494,-9.375,274.591,21.546,88278.824,39.396,106.856
内蒙古,兴安盟,15.245,21.097,5.183,5.187,0.291,72.301,-5.54,1.902,269.82,35.284,94957.84,46.244,121.341
内蒙古,包头市,38.797,67.559,1.914,2.112,0.211,76.854,12.632,-5.929,269.186,49.795,85886.608,41.549,110.276
内蒙古,呼伦贝尔市,4.082,5.187,2.058,2.063,0.179,78.439,-2.998,-1.804,268.382,31.56,93878.36,49.636,121.171
内蒙古,呼和浩特市,50.367,141.381,5.707,9.345,0.47,68.514,11.298,-3.107,270.524,51.305,86235.441,40.578,111.513
内蒙古,巴彦淖尔市,44.482,63.709,1.02,0.512,0.166,79.403,8.098,-8.931,270.478,38.026,87744.988,41.446,107.582
内蒙古,赤峰市,25.335,47.369,7.527,7.367,0.307,67.092,-1.894,4.385,270.41,71.054,91417.651,43.226,118.892
内蒙古,通辽市,36.738,42.895,8.014,9.651,0.328,73.632,-5.621,1.966,272.56,50.87,97949.846,43.814,121.591
内蒙古,鄂尔多斯市,83.173,174.925,4.085,3.65,0.212,81.668,9.831,-7.167,273.754,28.36,87415.391,39.407,108.63
内蒙古,锡林郭勒盟,28.413,48.665,4.134,3.171,0.192,68.875,3.555,2.299,269.5,68.677,88253.178,44.179,115.482
内蒙古,阿拉善盟,78.034,90.147,0.871,0.304,0.157,83.868,7.263,-7.824,272.555,25.294,88545.12,40.473,102.467
北京,北京市,39.134,67.367,3.56,19.338,0.512,47.274,3.049,2.177,273.881,76.587,97853.643,40.158,116.395
台湾,台湾省,20.945,24.213,6.503,17.853,0.186,72.655,-0.122,0.602,292.114,77.747,92974.125,23.757,120.975
吉林,吉林市,28.202,32.52,3.947,8.527,0.435,74.971,-4.122,-0.267,271.784,43.141,97411.676,43.573,126.859
吉林,四平市,54.037,59.341,5.204,13.679,0.465,73.32,-5.436,-0.004,273.327,47.836,99654.32,43.472,124.386
吉林,延边朝鲜族自治州,13.1,14.285,3.383,5.234,0.303,78.19,-0.938,0.849,269.44,43.329,94450.645,43.141,129.147
吉林,松原市,45.14,54.588,6.212,13.307,0.504,72.074,-5.216,-0.086,273.696,20.718,100183.193,44.785,124.496
吉林,白城市,27.543,36.269,5.854,8.412,0.393,70.068,-5.014,0.888,273.816,20.928,100298.422,45.35,123.031
吉林,白山市,18.567,19.415,5.065,10.716,0.449,73.906,-2.532,2.18,270.262,68.256,92323.633,42.063,127.256
吉林,辽源市,49.468,49.579,5.73,17.002,0.508,70.35,-3.968,0.374,272.547,58.035,97679.01,42.836,125.32
吉林,通化市,28.533,29.666,6.576,14.754,0.495,73.572,-1.551,1.857,272.58,68.962,95820.548,41.939,125.927
吉林,长春市,57.845,63.151,5.718,15.491,0.607,73.0,-4.752,-0.891,273.208,28.506,99692.346,44.268,125.611
四川,乐山市,35.364,57.031,9.09,14.905,0.398,73.774,-0.265,-4.783,285.201,72.33,89722.543,29.218,103.569
四川,内江市,25.879,46.971,6.876,11.609,0.441,73.24,-2.223,-9.586,288.178,68.031,96671.235,29.62,104.95
