province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,16.542,34.022,5.658,21.894,0.363,80.192,-10.434,1.361,288.534,81.849,101498.784,31.173,121.42
云南,临沧市,37.733,52.882,6.201,7.693,0.485,97.786,6.145,-0.719,293.52,49.686,83825.884,23.935,99.686
云南,丽江市,16.862,32.395,6.115,2.914,0.693,102.701,9.66,0.913,285.697,55.233,74469.928,26.96,100.515
云南,保山市,37.884,56.301,7.017,8.821,0.582,90.298,6.763,-0.072,290.798,58.139,81815.652,24.953,98.962
云南,大理白族自治州,23.264,38.324,6.039,4.087,0.513,99.372,8.918,0.761,288.297,56.125,78016.517,25.726,100.053
云南,德宏傣族景颇族自治州,54.132,72.035,7.783,10.713,0.527,89.786,4.152,-0.799,293.718,57.157,85980.473,24.535,98.052
云南,怒江傈僳族自治州,23.595,35.592,4.88,1.009,0.411,91.338,6.98,1.665,281.466,84.795,72732.752,26.916,98.885
云南,文山壮族苗族自治州,40.056,54.42,5.925,5.279,0.645,101.914,8.178,3.428,297.055,40.333,86249.834,23.696,104.735
云南,昆明市,28.28,40.698,7.11,8.184,0.509,107.108,11.15,1.582,291.267,40.746,79060.308,25.384,102.863
云南,昭通市,43.497,63.978,10.448,7.972,0.56,73.768,1.603,-4.163,284.468,82.076,83945.808,27.667,103.985
云南,普洱市,36.792,53.81,5.016,10.443,0.546,94.894,5.462,-0.391,296.04,41.246,85836.955,23.159,100.718
云南,曲靖市,26.123,37.519,7.908,6.842,0.408,100.659,9.852,0.452,291.358,41.28,79770.754,25.737,103.929
云南,楚雄彝族自治州,26.532,36.32,6.418,4.483,0.462,105.732,9.385,1.405,292.033,43.436,80811.18,25.328,101.567
云南,玉溪市,30.082,40.921,5.52,5.258,0.401,102.037,7.908,0.498,294.348,41.532,83325.379,24.136,102.217
云南,红河哈尼族彝族自治州,37.903,53.824,5.287,5.137,0.436,106.708,6.947,1.111,295.873,38.204,84981.48,23.451,103.034
云南,西双版纳傣族自治州,65.651,104.061,4.593,24.101,1.288,79.399,4.24,0.057,298.874,35.5,88774.591,21.939,100.912
云南,迪庆藏族自治州,16.439,29.052,4.736,1.024,0.442,105.318,9.255,2.968,277.261,84.773,67135.13,27.957,99.459
内蒙古,乌兰察布市,67.086,86.426,6.853,5.67,0.301,76.49,7.792,1.906,277.107,57.624,85899.732,41.691,112.44
内蒙古,乌海市,32.195,132.759,13.946,10.936,0.316,108.798,8.89,-8.872,278.944,23.874,88215.906,39.396,106.856
内蒙古,兴安盟,24.711,50.971,6.805,8.031,0.336,58.57,-2.671,4.233,275.94,60.659,94719.321,46.244,121.341
内蒙古,包头市,83.977,110.629,2.495,2.011,0.202,76.906,9.31,-2.914,276.806,44.32,86002.908,41.549,110.276
内蒙古,呼伦贝尔市,4.084,5.2,2.028,2.131,0.193,70.341,-4.904,-1.593,272.077,66.482,93661.064,49.636,121.171
内蒙古,呼和浩特市,62.51,113.346,7.043,9.575,0.389,82.605,5.505,-0.11,278.296,55.382,86361.357,40.578,111.513
内蒙古,巴彦淖尔市,87.348,106.129,1.312,0.705,0.159,76.481,9.288,-5.86,277.47,29.749,87658.565,41.446,107.582
内蒙古,赤峰市,31.999,51.038,10.821,10.711,0.352,59.818,3.305,10.044,279.736,47.595,91876.875,43.226,118.892
内蒙古,通辽市,27.546,61.853,11.297,12.693,0.358,67.266,0.364,9.718,280.778,40.882,98099.241,43.814,121.591
内蒙古,鄂尔多斯市,72.156,121.759,4.427,3.793,0.205,79.348,7.637,-6.377,278.593,35.874,87378.988,39.407,108.63
内蒙古,锡林郭勒盟,66.658,80.878,6.575,4.308,0.204,62.291,6.182,6.56,278.453,54.696,88653.667,44.179,115.482
内蒙古,阿拉善盟,49.945,53.94,1.022,0.444,0.146,79.237,5.993,-5.44,278.07,28.254,88323.504,40.473,102.467
北京,北京市,32.721,55.29,9.708,40.09,0.922,47.143,-0.236,4.824,281.393,67.616,98224.492,40.158,116.395
