province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,47.667,61.963,11.453,46.439,0.74,91.749,0.631,-4.199,286.194,71.25,101604.657,31.173,121.42
云南,临沧市,53.552,88.253,4.931,9.675,0.555,106.186,3.613,-0.813,295.462,39.057,83781.513,23.935,99.686
云南,丽江市,20.093,38.671,6.321,5.381,0.505,99.392,3.524,0.691,286.423,45.904,74633.202,26.96,100.515
云南,保山市,54.016,95.959,5.63,10.957,0.726,104.886,3.803,-1.946,292.417,40.28,81813.931,24.953,98.962
云南,大理白族自治州,26.586,52.812,4.124,5.206,0.45,104.604,5.053,-0.622,289.834,38.505,78081.558,25.726,100.053
云南,德宏傣族景颇族自治州,79.575,119.888,7.173,13.486,0.841,100.248,1.782,-2.752,295.215,40.529,85945.246,24.535,98.052
云南,怒江傈僳族自治州,20.335,35.509,2.51,1.398,0.394,102.804,3.378,0.03,282.993,52.5,72846.307,26.916,98.885
云南,文山壮族苗族自治州,42.16,62.777,11.131,5.664,0.543,73.216,-3.186,0.918,289.455,94.093,86571.925,23.696,104.735
云南,昆明市,39.538,67.224,10.95,15.287,0.683,93.872,1.041,3.933,290.392,59.966,79207.603,25.384,102.863
云南,昭通市,15.551,33.208,14.507,8.094,0.515,66.465,-1.363,-2.492,284.756,88.895,84251.361,27.667,103.985
云南,普洱市,38.037,57.508,4.251,7.872,0.413,104.792,1.109,1.399,296.609,46.263,85803.801,23.159,100.718
云南,曲靖市,33.658,52.096,12.287,11.546,0.659,62.08,-3.535,2.07,286.206,88.613,80075.004,25.737,103.929
云南,楚雄彝族自治州,29.067,49.27,6.588,11.365,0.496,95.752,3.813,1.97,293.1,39.303,80884.932,25.328,101.567
云南,玉溪市,39.684,64.958,7.492,7.948,0.65,102.793,-0.18,3.86,293.924,57.177,83382.552,24.136,102.217
云南,红河哈尼族彝族自治州,47.057,65.334,9.767,4.584,0.561,105.907,-2.669,3.465,292.491,78.787,85102.768,23.451,103.034
云南,西双版纳傣族自治州,50.072,80.232,5.116,10.327,0.59,114.446,-0.299,1.688,298.536,49.606,88721.787,21.939,100.912
云南,迪庆藏族自治州,11.331,25.994,3.015,1.382,0.253,103.54,5.472,1.784,278.643,48.529,67318.837,27.957,99.459
内蒙古,乌兰察布市,20.299,27.948,5.441,7.96,0.299,82.859,2.288,0.799,283.903,33.034,85893.055,41.691,112.44
内蒙古,乌海市,40.501,83.04,36.504,44.734,0.913,73.546,0.598,-0.599,287.122,25.404,87744.435,39.396,106.856
内蒙古,兴安盟,10.62,12.651,2.104,1.959,0.176,64.742,6.571,0.909,289.822,25.194,94137.281,46.244,121.341
内蒙古,包头市,20.06,26.267,4.345,9.516,0.247,71.162,3.51,0.203,284.647,32.624,85882.201,41.549,110.276
内蒙古,呼伦贝尔市,11.393,13.366,1.985,2.042,0.168,65.381,4.548,0.644,286.875,34.145,92704.522,49.636,121.171
内蒙古,呼和浩特市,32.486,58.76,9.146,31.803,0.534,77.553,2.629,0.377,284.296,34.677,86298.297,40.578,111.513
内蒙古,巴彦淖尔市,9.954,12.097,2.144,2.118,0.162,77.981,3.687,1.179,287.037,24.133,87281.087,41.446,107.582
内蒙古,赤峰市,10.051,14.75,3.498,4.617,0.208,74.925,5.301,-0.008,287.573,25.631,91676.763,43.226,118.892
内蒙古,通辽市,11.455,15.076,3.668,4.393,0.214,68.23,4.923,1.955,290.776,23.096,97386.547,43.814,121.591
内蒙古,鄂尔多斯市,17.023,26.545,8.889,11.862,0.323,82.399,2.168,-0.034,285.87,28.625,87074.055,39.407,108.63
内蒙古,锡林郭勒盟,10.977,11.806,2.588,1.106,0.166,77.863,4.128,1.673,284.665,33.19,88861.331,44.179,115.482
内蒙古,阿拉善盟,18.738,20.776,1.572,1.516,0.152,71.988,2.803,-0.081,289.651,25.598,87508.181,40.473,102.467
北京,北京市,25.105,46.271,4.55,26.103,0.405,91.554,1.832,2.145,290.695,26.41,97675.211,40.158,116.395
台湾,台湾省,28.982,36.031,8.964,16.114,0.251,69.73,-0.624,-2.965,291.745,84.783,92852.943,23.757,120.975
吉林,吉林市,18.374,29.882,4.999,12.259,0.43,88.608,1.458,2.502,288.47,23.31,96797.322,43.573,126.859
吉林,四平市,26.799,48.903,6.046,19.736,0.419,74.192,2.482,4.551,290.545,23.368,98943.634,43.472,124.386
吉林,延边朝鲜族自治州,14.887,19.859,2.775,7.186,0.272,87.27,1.74,-0.678,285.639,24.876,93923.162,43.141,129.147
吉林,松原市,16.657,28.604,4.174,10.101,0.302,66.836,3.407,5.562,291.789,21.118,99130.682,44.785,124.496
