province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,43.461,64.411,9.404,34.854,0.6,52.4,-3.72,0.516,288.252,72.234,102376.475,31.173,121.42
云南,临沧市,20.07,26.97,7.59,4.208,0.435,50.962,1.303,2.443,287.883,80.348,84205.386,23.935,99.686
云南,丽江市,9.813,12.821,3.187,5.055,0.397,71.592,7.588,1.051,281.402,47.034,74781.282,26.96,100.515
云南,保山市,19.273,30.586,5.667,6.152,0.373,45.579,2.687,1.648,286.025,74.686,82152.307,24.953,98.962
云南,大理白族自治州,15.322,22.658,5.247,4.947,0.374,62.922,5.756,2.129,283.528,69.488,78350.714,25.726,100.053
云南,德宏傣族景颇族自治州,20.768,29.23,6.329,5.796,0.323,47.269,-0.041,1.227,288.695,73.059,86346.303,24.535,98.052
云南,怒江傈僳族自治州,11.141,16.54,2.079,1.642,0.186,71.321,2.898,1.591,277.928,71.716,72978.613,26.916,98.885
云南,文山壮族苗族自治州,20.714,28.344,8.538,3.922,0.323,54.881,2.537,4.292,289.183,82.943,86840.155,23.696,104.735
云南,昆明市,17.594,26.294,8.137,13.667,0.504,53.485,7.509,4.19,285.047,73.811,79477.826,25.384,102.863
云南,昭通市,35.626,48.638,11.77,9.919,0.541,49.494,2.239,0.406,282.73,66.744,84269.171,27.667,103.985
云南,普洱市,21.264,29.08,7.856,5.343,0.342,43.604,-0.433,1.922,288.535,89.899,86289.965,23.159,100.718
云南,曲靖市,14.851,23.3,8.521,9.011,0.358,58.759,8.998,4.225,286.055,64.372,80205.337,25.737,103.929
云南,楚雄彝族自治州,20.917,24.863,7.909,6.38,0.555,57.826,5.671,3.928,286.2,70.72,81233.37,25.328,101.567
云南,玉溪市,18.418,24.231,7.048,5.973,0.353,54.113,2.844,3.445,287.552,83.96,83787.108,24.136,102.217
云南,红河哈尼族彝族自治州,17.684,24.098,8.147,4.168,0.299,54.243,1.035,3.011,288.405,86.436,85482.535,23.451,103.034
云南,西双版纳傣族自治州,20.253,32.972,7.76,7.114,0.342,31.959,-2.318,0.005,290.66,89.581,89257.781,21.939,100.912
云南,迪庆藏族自治州,6.863,8.146,1.963,1.829,0.226,78.924,6.115,1.203,273.975,59.624,67355.214,27.957,99.459
内蒙古,乌兰察布市,24.746,41.769,14.309,28.553,0.667,35.802,3.963,3.469,272.079,57.541,86303.593,41.691,112.44
内蒙古,乌海市,37.718,78.215,37.745,51.551,1.118,32.929,1.532,0.036,277.315,35.18,88160.999,39.396,106.856
内蒙古,兴安盟,8.121,10.466,4.614,3.596,0.241,43.378,5.293,-3.742,271.211,53.559,95149.309,46.244,121.341
内蒙古,包头市,25.71,36.667,11.956,26.455,0.55,34.228,4.405,3.37,273.117,56.092,86268.943,41.549,110.276
内蒙古,呼伦贝尔市,14.448,16.924,6.611,3.43,0.255,40.166,2.857,-3.229,266.432,76.44,93816.413,49.636,121.171
内蒙古,呼和浩特市,40.641,70.877,13.714,46.444,0.873,21.6,1.318,1.643,272.861,53.69,86744.971,40.578,111.513
内蒙古,巴彦淖尔市,9.486,11.876,3.906,5.725,0.231,50.493,5.381,2.446,274.852,50.641,87690.762,41.446,107.582
内蒙古,赤峰市,9.068,14.927,6.179,6.59,0.294,48.912,5.126,-0.812,272.147,47.526,92441.221,43.226,118.892
内蒙古,通辽市,8.518,13.936,5.238,6.111,0.261,42.774,5.505,-1.922,274.733,41.997,98505.188,43.814,121.591
内蒙古,鄂尔多斯市,20.37,36.11,13.211,23.315,0.478,42.399,1.767,1.092,275.669,46.849,87486.91,39.407,108.63
内蒙古,锡林郭勒盟,9.642,13.447,7.841,6.473,0.247,47.426,3.363,2.976,269.952,63.765,89406.069,44.179,115.482
内蒙古,阿拉善盟,6.807,9.095,2.545,2.155,0.184,55.31,3.004,0.601,275.932,48.572,87951.91,40.473,102.467
北京,北京市,13.038,30.608,3.444,26.065,0.371,30.088,0.434,-1.086,277.801,36.747,98723.887,40.158,116.395
台湾,台湾省,39.324,45.867,10.015,16.558,0.375,60.353,-2.628,-1.605,293.023,78.495,93421.661,23.757,120.975
吉林,吉林市,31.989,43.633,10.251,15.348,0.565,36.779,6.75,1.431,272.936,65.93,97570.368,43.573,126.859
吉林,四平市,19.806,31.026,6.725,14.315,0.408,32.489,5.086,-0.216,274.644,46.489,100019.608,43.472,124.386
吉林,延边朝鲜族自治州,28.401,38.362,12.341,14.054,0.49,43.463,10.41,1.096,272.136,70.861,94335.147,43.141,129.147
吉林,松原市,22.284,30.746,7.428,8.685,0.388,33.407,5.942,-1.089,273.812,53.646,100271.988,44.785,124.496
吉林,白城市,18.196,23.277,6.97,7.781,0.354,36.365,4.544,-2.223,274.45,45.342,100410.106,45.35,123.031
吉林,白山市,35.106,49.108,18.117,21.002,0.778,28.143,5.568,1.424,270.994,67.904,92675.559,42.063,127.256
吉林,辽源市,27.839,39.865,8.545,20.121,0.53,28.634,6.199,1.034,273.776,52.843,98096.89,42.836,125.32
吉林,通化市,31.477,47.063,14.681,23.521,0.771,25.008,4.731,0.183,273.293,53.289,96292.767,41.939,125.927
吉林,长春市,27.037,38.449,7.166,11.931,0.491,34.776,6.648,0.011,273.71,58.495,99795.931,44.268,125.611
四川,乐山市,61.751,77.169,11.106,20.672,0.566,37.707,0.209,-1.482,282.564,67.614,89869.638,29.218,103.569
四川,内江市,40.19,61.868,8.458,22.87,0.585,35.254,0.415,-2.562,286.364,54.817,97041.541,29.62,104.95
四川,凉山彝族自治州,15.267,19.288,6.805,8.067,0.495,64.386,5.63,2.795,280.955,43.123,74217.707,27.883,102.065
四川,南充市,45.73,65.621,9.125,20.732,0.679,37.918,-1.252,-1.458,286.252,52.888,97032.996,31.19,106.199
四川,宜宾市,56.102,69.21,12.629,19.386,0.617,39.738,0.891,-1.701,285.49,61.063,95390.487,28.573,104.621
四川,巴中市,47.937,60.939,11.278,10.815,0.681,47.418,-3.04,-1.419,284.407,54.806,92726.513,32.033,107.031
四川,广元市,33.202,48.402,12.188,12.718,0.553,42.677,-2.049,-4.409,283.968,52.737,91858.416,32.261,105.788
四川,广安市,41.58,64.886,7.249,27.307,0.714,25.259,-0.87,-1.424,285.829,63.984,97038.814,30.43,106.628
