province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,59.306,99.533,9.2,56.988,0.721,48.118,-2.489,2.649,287.932,77.752,102493.342,31.173,121.42
云南,临沧市,21.394,27.182,7.334,5.268,0.48,50.643,3.285,1.217,286.622,65.248,84348.173,23.935,99.686
云南,丽江市,8.393,10.186,2.336,6.161,0.473,72.234,6.881,0.399,282.486,29.436,74805.52,26.96,100.515
云南,保山市,21.043,34.738,5.657,7.212,0.46,46.49,3.468,0.524,284.654,59.602,82290.434,24.953,98.962
云南,大理白族自治州,12.566,20.309,3.929,6.596,0.43,66.875,6.442,0.992,283.068,43.125,78415.003,25.726,100.053
云南,德宏傣族景颇族自治州,26.543,36.374,7.304,6.78,0.392,45.917,0.648,0.224,287.029,64.279,86539.492,24.535,98.052
云南,怒江傈僳族自治州,8.503,12.692,1.078,2.097,0.236,68.747,3.084,-0.379,278.096,45.236,73063.47,26.916,98.885
云南,文山壮族苗族自治州,31.249,39.008,10.545,4.883,0.458,74.048,4.617,4.34,287.751,69.976,86923.638,23.696,104.735
云南,昆明市,18.844,28.663,10.188,15.975,0.619,62.042,8.194,3.733,283.896,55.27,79508.523,25.384,102.863
云南,昭通市,40.209,61.81,10.398,14.041,0.686,45.496,-0.311,-0.905,280.964,78.293,84424.836,27.667,103.985
云南,普洱市,21.351,29.208,7.16,7.24,0.366,50.27,1.446,1.573,287.539,69.835,86435.692,23.159,100.718
云南,曲靖市,15.811,27.392,9.235,11.262,0.441,66.577,7.697,3.145,284.897,49.45,80239.984,25.737,103.929
云南,楚雄彝族自治州,18.768,22.674,5.946,7.65,0.546,63.844,6.698,3.686,285.2,50.813,81281.04,25.328,101.567
云南,玉溪市,19.639,25.601,7.687,7.447,0.459,72.244,4.701,2.985,286.233,64.469,83874.032,24.136,102.217
云南,红河哈尼族彝族自治州,24.388,30.921,9.301,5.127,0.416,74.283,3.233,2.744,286.984,69.97,85589.686,23.451,103.034
云南,西双版纳傣族自治州,27.789,42.74,8.402,11.098,0.387,39.019,-0.274,0.97,289.571,73.673,89452.908,21.939,100.912
云南,迪庆藏族自治州,6.305,7.12,1.044,2.64,0.278,75.263,6.119,0.178,275.489,40.404,67430.524,27.957,99.459
内蒙古,乌兰察布市,18.791,37.601,12.003,16.619,0.64,37.358,5.771,0.083,270.153,48.052,86327.024,41.691,112.44
内蒙古,乌海市,46.504,110.156,38.11,52.285,1.341,26.106,3.546,-1.598,275.505,36.95,88340.345,39.396,106.856
内蒙古,兴安盟,4.83,7.401,3.69,2.563,0.224,46.168,7.453,-1.924,264.53,51.704,94905.989,46.244,121.341
内蒙古,包头市,15.824,29.351,8.341,17.826,0.517,36.386,4.942,0.349,270.876,44.583,86348.502,41.549,110.276
内蒙古,呼伦贝尔市,4.866,7.031,4.651,3.402,0.207,42.748,5.18,-0.748,257.971,70.37,93397.596,49.636,121.171
内蒙古,呼和浩特市,50.75,107.994,26.324,50.913,1.35,22.264,3.611,0.411,271.821,47.253,86768.069,40.578,111.513
内蒙古,巴彦淖尔市,9.031,13.619,3.452,4.937,0.257,44.316,5.302,1.421,272.374,44.634,87831.784,41.446,107.582
内蒙古,赤峰市,12.081,22.903,7.524,8.686,0.362,36.121,6.561,-1.167,269.598,46.566,92226.385,43.226,118.892
内蒙古,通辽市,16.884,29.202,11.272,10.045,0.376,34.482,4.981,-0.284,269.869,37.456,98380.316,43.814,121.591
内蒙古,鄂尔多斯市,26.046,53.228,18.691,32.364,0.691,33.839,4.276,-0.849,274.22,42.716,87601.415,39.407,108.63
内蒙古,锡林郭勒盟,2.598,4.175,2.812,1.776,0.175,39.876,6.171,-0.179,266.887,57.56,89305.306,44.179,115.482
内蒙古,阿拉善盟,6.145,9.414,2.469,2.823,0.209,49.171,4.914,0.364,275.078,41.339,88175.422,40.473,102.467
北京,北京市,64.729,120.618,12.191,56.423,1.239,13.987,1.298,-0.152,275.965,36.66,98584.887,40.158,116.395
台湾,台湾省,22.171,26.095,7.212,17.127,0.263,70.378,-2.249,-0.453,290.475,68.438,93587.733,23.757,120.975
吉林,吉林市,21.614,38.266,11.452,15.7,0.541,36.626,4.055,4.078,266.749,48.489,97624.893,43.573,126.859
吉林,四平市,21.219,47.66,11.61,17.111,0.563,33.596,4.881,3.492,269.396,34.574,100002.93,43.472,124.386
吉林,延边朝鲜族自治州,22.083,30.036,10.164,16.12,0.461,35.675,5.168,2.496,264.282,52.216,94538.621,43.141,129.147
吉林,松原市,17.412,34.15,12.377,12.42,0.432,33.944,5.145,2.651,267.655,33.352,100250.129,44.785,124.496
吉林,白城市,13.888,23.957,9.137,7.128,0.372,37.93,5.129,0.956,267.578,33.162,100346.323,45.35,123.031
吉林,白山市,18.31,28.97,11.442,12.898,0.51,41.408,3.838,4.593,265.42,53.922,92673.478,42.063,127.256
吉林,辽源市,26.21,49.62,10.437,17.016,0.601,35.272,5.186,4.411,268.896,43.177,98085.736,42.836,125.32
吉林,通化市,23.485,42.157,13.435,16.602,0.669,34.545,2.839,4.247,268.053,49.834,96324.734,41.939,125.927
吉林,长春市,20.814,42.486,10.446,16.214,0.567,34.227,4.705,3.489,267.761,37.348,99823.627,44.268,125.611
四川,乐山市,64.645,91.244,7.306,25.688,0.868,32.717,-0.281,-1.934,282.169,79.505,90063.479,29.218,103.569
四川,内江市,81.145,113.726,5.681,31.529,0.935,19.861,0.381,-2.595,285.83,72.933,97265.84,29.62,104.95
四川,凉山彝族自治州,18.502,23.405,5.798,9.773,0.518,61.248,3.08,1.359,281.023,40.092,74297.76,27.883,102.065
四川,南充市,69.132,96.549,8.97,23.891,0.949,19.718,-1.413,-2.768,284.519,83.954,97265.566,31.19,106.199
四川,宜宾市,68.188,100.304,9.544,30.093,0.925,24.144,0.838,-0.799,284.73,79.327,95609.518,28.573,104.621
四川,巴中市,70.72,92.815,12.004,18.609,0.967,29.736,-4.273,-2.928,282.719,82.222,92938.495,32.033,107.031
四川,广元市,52.439,79.866,10.944,20.691,0.876,28.023,-2.729,-4.78,282.34,72.445,92076.035,32.261,105.788
四川,广安市,44.606,70.003,5.722,29.415,0.932,15.987,-0.17,-1.791,284.954,86.056,97264.023,30.43,106.628
四川,德阳市,80.558,126.435,7.888,40.148,0.983,15.702,-1.513,-2.375,283.47,72.33,93680.899,31.13,104.436
四川,成都市,75.974,120.556,7.742,40.482,0.927,22.527,-0.856,-1.893,283.779,71.974,93833.653,30.64,103.929
四川,攀枝花市,24.216,35.891,13.829,30.641,1.247,49.516,2.334,3.993,287.144,30.126,81637.663,26.791,101.734
四川,泸州市,43.457,62.909,8.741,25.133,0.749,23.483,1.364,-1.126,283.658,84.163,93942.029,28.424,105.675
四川,甘孜藏族自治州,2.218,2.774,0.437,1.784,0.137,70.223,4.887,-0.056,268.754,50.533,61286.21,30.936,100.009
四川,眉山市,75.001,110.196,7.297,33.431,0.963,26.434,0.01,-1.944,284.066,74.38,94300.116,29.912,103.766
四川,绵阳市,51.731,74.672,6.77,20.114,0.745,32.154,-1.973,-3.45,280.914,70.587,88408.871,31.86,104.704
四川,自贡市,85.539,119.779,6.052,35.042,1.01,20.939,0.455,-2.027,286.139,71.696,97246.891,29.307,104.659
四川,资阳市,77.094,110.006,5.823,27.068,0.907,17.039,0.323,-3.036,285.335,75.521,97513.858,30.102,105.149
四川,达州市,66.284,89.667,10.926,25.362,1.14,28.337,-2.557,-0.657,283.875,89.185,94535.272,31.335,107.636
四川,遂宁市,69.323,103.267,7.238,27.098,0.933,13.63,0.009,-3.16,285.009,78.847,97746.106,30.642,105.457
四川,阿坝藏族羌族自治州,5.902,9.147,0.792,4.403,0.204,62.198,3.75,-1.442,269.77,59.672,65612.945,32.406,102.61
四川,雅安市,37.3,51.082,7.202,12.451,0.513,55.997,-0.59,-0.846,277.926,75.884,80353.98,29.932,102.689
天津,天津市,65.578,144.486,13.633,66.633,1.14,13.037,1.067,0.566,277.376,56.289,102452.282,39.315,117.308
宁夏,中卫市,32.493,71.747,12.751,27.572,0.684,35.249,2.842,-1.303,274.568,44.009,84199.649,37.018,105.509
宁夏,吴忠市,37.074,77.145,17.56,29.506,0.751,29.046,3.74,-0.457,274.606,46.28,85750.931,37.454,106.577
宁夏,固原市,36.037,89.576,13.06,29.15,0.8,38.033,1.802,-2.964,273.784,54.699,81495.937,35.905,106.183
宁夏,石嘴山市,49.946,110.305,36.571,49.726,1.272,29.655,3.166,-1.074,276.346,34.777,87393.236,39.013,106.499
宁夏,银川市,50.16,112.714,29.662,45.307,1.213,27.502,2.442,0.302,275.957,37.645,87732.412,38.287,106.342
安徽,亳州市,169.441,293.45,9.854,44.248,1.402,24.322,-2.059,-0.74,284.768,67.716,102185.764,33.44,116.162
安徽,六安市,148.809,221.173,6.842,39.127,1.349,44.8,-1.529,0.267,285.521,67.656,99599.804,31.617,116.209
安徽,合肥市,170.812,220.674,6.743,60.855,1.698,33.043,-3.06,-0.655,286.083,67.022,102007.602,31.766,117.359
安徽,安庆市,127.091,158.714,9.265,38.553,1.376,46.06,-2.244,-2.186,286.835,64.69,100006.578,30.557,116.473
安徽,宣城市,88.16,110.431,10.181,56.772,1.108,39.132,-2.951,3.295,287.448,53.878,99960.201,30.676,118.846
安徽,宿州市,134.746,255.597,13.028,49.05,1.287,24.134,-2.935,-0.122,284.423,77.873,102154.411,33.844,117.23
