province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,16.945,23.397,4.98,32.168,0.43,68.651,-4.739,-1.338,291.545,79.258,102124.547,31.173,121.42
云南,临沧市,20.723,26.03,6.18,5.198,0.488,46.233,3.596,1.01,287.779,75.745,84215.472,23.935,99.686
云南,丽江市,11.35,14.23,4.308,4.209,0.406,69.769,7.407,0.955,281.939,59.964,74717.976,26.96,100.515
云南,保山市,20.469,28.172,5.96,7.344,0.462,45.661,3.974,0.459,285.793,76.741,82164.452,24.953,98.962
云南,大理白族自治州,13.332,19.48,4.933,5.235,0.32,64.16,6.772,0.979,283.805,68.335,78310.825,25.726,100.053
云南,德宏傣族景颇族自治州,26.408,31.0,7.382,6.404,0.467,42.524,1.392,0.297,288.321,75.609,86397.076,24.535,98.052
云南,怒江傈僳族自治州,14.242,18.54,3.474,1.406,0.176,65.236,4.297,0.994,277.9,89.402,72955.838,26.916,98.885
云南,文山壮族苗族自治州,29.139,35.588,8.651,5.475,0.383,78.851,3.2,2.645,289.129,65.084,86776.9,23.696,104.735
云南,昆明市,18.052,25.714,7.757,12.435,0.494,60.692,7.302,3.349,285.077,71.364,79420.853,25.384,102.863
云南,昭通市,53.178,70.604,16.524,11.437,0.57,71.881,0.01,-1.494,283.256,67.784,84306.232,27.667,103.985
云南,普洱市,19.247,24.173,5.774,5.651,0.403,51.109,1.819,1.164,288.934,70.591,86283.286,23.159,100.718
云南,曲靖市,18.009,28.052,8.922,11.525,0.428,63.38,5.847,2.985,285.569,68.101,80173.884,25.737,103.929
云南,楚雄彝族自治州,17.44,21.693,6.091,5.998,0.414,62.963,6.165,3.117,286.402,66.874,81177.082,25.328,101.567
云南,玉溪市,18.049,22.751,6.127,6.011,0.36,70.449,3.857,2.529,287.661,70.25,83746.925,24.136,102.217
云南,红河哈尼族彝族自治州,20.935,26.048,7.402,4.68,0.331,76.882,2.535,2.046,288.511,67.65,85441.932,23.451,103.034
云南,西双版纳傣族自治州,20.493,27.052,5.846,9.697,0.38,42.489,0.46,0.567,290.668,64.24,89284.375,21.939,100.912
云南,迪庆藏族自治州,12.217,14.789,3.218,1.537,0.268,71.61,7.713,1.947,274.44,85.856,67297.4,27.957,99.459
内蒙古,乌兰察布市,9.293,11.832,5.429,3.121,0.256,55.796,0.31,-2.732,269.387,80.63,86638.291,41.691,112.44
内蒙古,乌海市,29.085,45.381,14.619,28.19,0.62,28.932,1.628,-3.028,274.08,68.205,88543.011,39.396,106.856
内蒙古,兴安盟,6.841,10.513,4.16,3.76,0.268,55.966,-0.509,-3.64,267.699,46.403,96055.025,46.244,121.341
内蒙古,包头市,7.541,9.787,3.878,3.677,0.247,57.013,0.283,-1.411,269.863,74.444,86649.485,41.549,110.276
内蒙古,呼伦贝尔市,3.111,4.356,3.268,2.607,0.201,60.737,1.329,0.372,264.461,51.052,94699.202,49.636,121.171
内蒙古,呼和浩特市,16.778,23.967,7.083,13.297,0.477,40.609,0.396,-3.501,272.111,75.164,86945.08,40.578,111.513
内蒙古,巴彦淖尔市,5.948,7.277,2.254,2.051,0.208,56.27,1.785,-0.408,272.014,59.85,88147.3,41.446,107.582
内蒙古,赤峰市,8.133,11.366,5.268,4.878,0.242,53.021,-1.634,-3.927,269.032,87.02,92921.382,43.226,118.892
内蒙古,通辽市,9.807,13.7,4.968,5.25,0.244,51.277,-0.957,-6.818,271.453,66.377,99149.455,43.814,121.591
内蒙古,鄂尔多斯市,12.764,17.926,6.16,9.263,0.324,45.645,1.835,-3.304,273.148,71.065,87783.823,39.407,108.63
内蒙古,锡林郭勒盟,4.284,5.401,3.047,1.717,0.187,60.045,-0.098,-1.317,267.069,74.969,89947.808,44.179,115.482
内蒙古,阿拉善盟,4.806,5.573,1.717,0.98,0.161,57.027,2.179,-1.651,273.714,38.564,88458.556,40.473,102.467
北京,北京市,68.588,97.608,7.773,38.07,0.734,17.234,-1.982,-3.518,280.06,73.664,98633.816,40.158,116.395
台湾,台湾省,9.583,15.256,6.188,19.651,0.172,56.044,-0.34,-2.408,293.605,78.868,93247.345,23.757,120.975
吉林,吉林市,25.577,37.766,10.9,12.875,0.512,36.676,-0.01,-4.364,274.017,88.834,98048.251,43.573,126.859
吉林,四平市,17.209,25.968,5.344,10.662,0.401,41.083,-2.301,-7.183,273.841,70.924,100528.394,43.472,124.386
吉林,延边朝鲜族自治州,37.07,53.809,15.661,21.097,0.584,28.239,1.779,-1.827,276.106,82.396,94902.626,43.141,129.147
吉林,松原市,9.447,17.354,4.821,6.673,0.343,49.359,-2.048,-6.809,272.539,49.752,101093.881,44.785,124.496
吉林,白城市,11.04,17.108,5.196,7.07,0.365,45.939,-1.373,-6.53,271.879,47.394,101357.052,45.35,123.031
吉林,白山市,46.362,73.758,23.645,23.228,0.846,29.211,1.355,0.969,276.589,93.484,92960.873,42.063,127.256
吉林,辽源市,30.859,47.221,8.136,16.814,0.581,30.71,-1.054,-5.842,274.321,91.708,98428.134,42.836,125.32
吉林,通化市,39.51,68.95,18.236,27.264,0.948,22.139,0.484,-0.867,276.947,95.072,96486.58,41.939,125.927
吉林,长春市,12.353,22.006,5.233,9.304,0.429,44.636,-1.71,-6.916,272.979,64.62,100481.548,44.268,125.611
四川,乐山市,48.53,66.382,13.723,18.922,0.517,61.479,0.541,-3.642,284.754,56.135,89866.123,29.218,103.569
四川,内江市,46.54,76.339,10.543,23.816,0.622,49.546,1.08,-5.97,289.601,39.835,96905.184,29.62,104.95
