province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,56.17,79.157,18.689,38.277,0.718,57.797,7.222,-2.007,291.963,66.109,101737.787,31.173,121.42
云南,临沧市,16.459,21.944,4.904,3.546,0.328,44.642,-0.449,1.291,290.485,77.234,84418.651,23.935,99.686
云南,丽江市,12.616,18.088,5.966,5.048,0.424,68.094,1.27,1.937,283.276,61.178,75189.246,26.96,100.515
云南,保山市,16.901,23.672,3.55,4.565,0.326,49.975,0.35,1.033,288.567,75.909,82396.864,24.953,98.962
云南,大理白族自治州,13.501,20.284,4.058,4.605,0.343,62.228,1.802,1.741,286.211,70.818,78654.135,25.726,100.053
云南,德宏傣族景颇族自治州,21.762,25.294,4.463,3.908,0.277,49.641,-1.111,0.422,290.813,79.841,86556.854,24.535,98.052
云南,怒江傈僳族自治州,9.997,14.0,1.58,1.731,0.215,70.314,1.429,2.145,281.449,69.326,73299.536,26.916,98.885
云南,文山壮族苗族自治州,31.841,46.098,17.131,5.413,0.48,51.642,-2.446,-3.095,287.9,92.585,87189.612,23.696,104.735
云南,昆明市,26.596,46.869,12.527,15.286,0.637,44.309,-2.203,2.362,285.52,88.809,79836.584,25.384,102.863
云南,昭通市,27.475,41.979,11.698,7.365,0.499,55.202,-0.744,-1.515,283.344,83.386,84898.657,27.667,103.985
云南,普洱市,17.707,25.544,6.888,3.598,0.315,41.893,-1.296,1.008,291.145,85.665,86483.666,23.159,100.718
云南,曲靖市,30.143,50.476,13.138,10.68,0.608,49.392,-3.795,-0.525,283.399,91.538,80687.107,25.737,103.929
云南,楚雄彝族自治州,17.93,26.214,7.284,7.57,0.411,54.122,0.75,2.093,288.303,74.207,81536.617,25.328,101.567
云南,玉溪市,20.021,30.277,8.893,6.803,0.388,58.427,-1.808,2.034,289.177,85.676,84042.169,24.136,102.217
云南,红河哈尼族彝族自治州,22.751,34.031,12.128,4.614,0.393,57.652,-3.237,0.499,289.655,88.919,85729.369,23.451,103.034
云南,西双版纳傣族自治州,16.793,24.864,5.682,5.523,0.332,33.727,-1.752,-0.013,292.832,86.977,89435.914,21.939,100.912
云南,迪庆藏族自治州,5.895,6.957,1.408,1.703,0.193,78.706,4.099,2.848,277.089,58.323,67740.831,27.957,99.459
内蒙古,乌兰察布市,6.499,7.61,1.126,1.032,0.188,68.877,9.448,-7.952,269.426,44.941,86216.056,41.691,112.44
内蒙古,乌海市,19.638,49.342,15.144,23.739,0.43,50.356,5.068,-4.649,276.451,25.499,88643.706,39.396,106.856
