province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,24.591,46.576,8.588,25.428,0.557,97.036,5.142,-5.473,293.774,71.406,101409.354,31.173,121.42
云南,临沧市,23.487,36.05,8.76,3.242,0.412,45.694,-0.09,2.441,290.327,86.61,84144.083,23.935,99.686
云南,丽江市,21.187,28.95,7.026,3.577,0.424,67.928,3.407,2.07,285.133,73.983,74888.68,26.96,100.515
云南,保山市,19.165,34.545,8.551,4.322,0.373,44.618,0.524,1.777,288.844,88.644,82116.888,24.953,98.962
云南,大理白族自治州,19.229,32.936,7.941,3.723,0.386,63.988,2.644,2.174,286.922,84.594,78376.014,25.726,100.053
云南,德宏傣族景颇族自治州,26.695,36.541,9.227,3.044,0.342,46.949,-1.008,1.461,291.283,87.699,86254.051,24.535,98.052
云南,怒江傈僳族自治州,25.018,31.739,5.425,1.532,0.261,65.193,2.03,1.625,282.546,89.114,73064.816,26.916,98.885
云南,文山壮族苗族自治州,37.236,51.452,13.069,4.833,0.432,78.667,-1.28,2.243,290.078,83.377,86834.441,23.696,104.735
云南,昆明市,29.346,42.876,9.275,11.152,0.561,61.764,2.541,3.786,287.625,85.554,79507.925,25.384,102.863
云南,昭通市,25.376,41.507,12.302,10.042,0.601,44.587,-1.686,-1.382,285.51,92.391,84417.654,27.667,103.985
云南,普洱市,29.301,41.389,8.909,3.872,0.398,54.181,-1.199,2.674,291.014,83.635,86219.028,23.159,100.718
云南,曲靖市,29.081,43.596,11.065,9.445,0.606,61.324,0.189,3.817,286.954,90.239,80300.868,25.737,103.929
云南,楚雄彝族自治州,26.091,37.001,8.325,3.284,0.403,71.027,2.484,3.703,288.976,82.333,81230.873,25.328,101.567
云南,玉溪市,29.434,41.124,8.798,4.912,0.413,74.735,0.7,3.464,289.57,85.084,83754.67,24.136,102.217
云南,红河哈尼族彝族自治州,34.304,45.439,11.229,3.894,0.405,81.739,-0.973,2.527,289.872,84.275,85445.02,23.451,103.034
云南,西双版纳傣族自治州,33.828,46.652,9.109,7.247,0.493,48.629,-2.545,1.389,293.048,75.249,89175.499,21.939,100.912
云南,迪庆藏族自治州,17.15,19.828,3.355,1.19,0.209,78.417,4.901,1.939,278.826,79.376,67535.26,27.957,99.459
内蒙古,乌兰察布市,20.237,21.457,1.121,1.533,0.204,70.782,6.55,-4.088,274.817,33.257,86590.298,41.691,112.44
内蒙古,乌海市,13.346,27.66,21.42,23.675,0.451,50.159,-1.438,-2.344,279.468,24.196,88596.245,39.396,106.856
内蒙古,兴安盟,4.845,6.182,1.401,1.451,0.206,63.015,7.384,-0.422,279.339,36.097,94652.4,46.244,121.341
内蒙古,包头市,8.777,10.246,1.322,2.789,0.204,69.434,4.916,-3.785,275.192,29.249,86698.881,41.549,110.276
内蒙古,呼伦贝尔市,2.992,3.515,1.787,1.214,0.202,58.23,5.702,3.502,276.116,52.541,93039.99,49.636,121.171
内蒙古,呼和浩特市,8.476,16.329,3.924,11.327,0.347,59.568,3.086,-4.48,276.079,30.306,87026.181,40.578,111.513
内蒙古,巴彦淖尔市,6.89,7.777,1.123,1.897,0.19,71.084,2.192,-2.352,277.049,24.881,88242.502,41.446,107.582
内蒙古,赤峰市,22.863,25.248,1.513,1.712,0.197,67.523,7.912,-3.591,279.288,31.677,92116.996,43.226,118.892
内蒙古,通辽市,11.315,13.748,2.565,2.951,0.207,62.075,6.047,-3.549,284.088,28.373,97930.577,43.814,121.591
内蒙古,鄂尔多斯市,7.877,11.613,3.861,6.241,0.244,63.723,0.073,-3.467,278.538,27.791,87874.925,39.407,108.63
内蒙古,锡林郭勒盟,25.573,26.263,0.824,0.443,0.18,69.814,9.325,-0.973,275.417,38.484,89343.07,44.179,115.482
内蒙古,阿拉善盟,6.338,7.74,1.999,2.007,0.185,67.436,-2.836,-1.028,280.146,22.178,88471.798,40.473,102.467
北京,北京市,15.182,23.426,2.457,10.217,0.249,63.769,3.621,-7.395,286.701,21.393,98210.728,40.158,116.395
台湾,台湾省,18.088,21.899,7.161,14.453,0.231,80.131,-1.545,-2.45,293.945,78.55,92941.837,23.757,120.975
吉林,吉林市,15.025,27.702,6.714,10.79,0.429,52.668,0.728,-0.863,285.584,60.83,96964.003,43.573,126.859
吉林,四平市,16.899,30.57,4.643,15.727,0.424,46.521,3.685,-1.745,286.006,41.364,99303.85,43.472,124.386
吉林,延边朝鲜族自治州,11.263,16.138,3.981,6.406,0.296,56.222,-0.781,0.19,283.388,77.377,94033.591,43.141,129.147
吉林,松原市,12.613,21.935,4.403,7.248,0.323,54.965,4.567,-0.975,285.565,39.004,99644.718,44.785,124.496
吉林,白城市,7.189,9.894,2.632,2.929,0.213,58.866,5.63,-1.795,284.884,30.267,99796.956,45.35,123.031
吉林,白山市,12.821,23.213,7.109,10.295,0.524,56.95,0.003,-2.354,284.248,56.894,92109.497,42.063,127.256
吉林,辽源市,18.981,36.45,6.476,15.032,0.513,45.881,2.987,-2.192,285.321,53.868,97392.808,42.836,125.32
吉林,通化市,19.073,40.123,10.091,14.537,0.681,51.45,1.124,-3.885,285.483,56.805,95543.475,41.939,125.927
