province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,44.443,58.936,10.625,58.06,0.872,44.782,2.554,-5.103,280.542,76.781,101914.369,31.173,121.42
云南,临沧市,22.176,29.265,4.421,9.603,0.663,64.852,2.426,1.452,285.458,52.143,83871.664,23.935,99.686
云南,丽江市,23.92,45.22,5.374,9.884,0.7,63.847,3.588,1.664,280.31,40.744,74431.87,26.96,100.515
云南,保山市,25.402,39.806,4.989,12.132,0.603,57.922,1.634,0.993,283.43,59.279,81813.768,24.953,98.962
云南,大理白族自治州,23.263,46.241,4.597,9.168,0.669,67.022,3.828,1.49,281.777,53.723,77981.89,25.726,100.053
云南,德宏傣族景颇族自治州,28.771,36.706,4.701,15.303,0.611,51.759,-0.239,0.186,285.537,57.694,86051.017,24.535,98.052
云南,怒江傈僳族自治州,15.663,28.518,1.767,3.228,0.371,65.708,1.752,0.308,277.938,51.645,72621.872,26.916,98.885
云南,文山壮族苗族自治州,40.154,57.474,10.94,6.001,0.649,55.924,1.149,3.232,285.239,85.055,86517.461,23.696,104.735
云南,昆明市,34.946,61.745,12.501,21.307,0.851,50.932,3.637,4.329,281.142,71.789,79105.034,25.384,102.863
云南,昭通市,63.724,100.169,15.682,20.631,1.191,56.147,2.505,2.797,283.584,49.319,83810.198,27.667,103.985
云南,普洱市,18.082,25.803,3.869,8.284,0.435,64.702,1.139,1.52,286.744,55.22,85960.271,23.159,100.718
云南,曲靖市,34.841,52.086,11.507,15.538,0.713,56.532,5.213,4.533,281.941,70.771,79850.286,25.737,103.929
云南,楚雄彝族自治州,25.202,37.921,5.87,10.468,0.695,63.271,3.635,3.544,283.652,52.594,80859.49,25.328,101.567
云南,玉溪市,19.739,31.072,4.977,7.517,0.521,68.119,2.126,3.86,284.883,63.762,83426.228,24.136,102.217
云南,红河哈尼族彝族自治州,26.071,37.067,7.369,4.738,0.447,70.046,0.798,3.356,285.687,75.445,85141.28,23.451,103.034
云南,西双版纳傣族自治州,24.788,36.361,5.191,13.271,0.495,46.014,-0.025,1.1,289.296,57.101,88965.799,21.939,100.912
云南,迪庆藏族自治州,7.905,15.798,2.577,3.075,0.361,69.619,3.945,-0.208,274.888,35.04,67044.281,27.957,99.459
内蒙古,乌兰察布市,3.212,5.904,2.693,1.727,0.265,53.417,3.056,-4.655,252.043,65.91,85857.416,41.691,112.44
内蒙古,乌海市,27.528,73.044,28.344,24.821,0.758,43.852,2.172,-3.854,263.89,63.228,87780.179,39.396,106.856
内蒙古,兴安盟,2.388,3.033,2.297,1.671,0.258,56.956,7.461,-4.535,245.745,44.832,95050.923,46.244,121.341
内蒙古,包头市,3.303,6.37,2.097,1.814,0.258,52.545,0.826,-4.758,252.435,59.974,85941.081,41.549,110.276
内蒙古,呼伦贝尔市,1.991,3.14,3.258,2.721,0.255,52.747,6.101,-2.441,241.074,60.686,93455.682,49.636,121.171
内蒙古,呼和浩特市,7.548,23.597,8.302,9.033,0.517,53.19,1.247,-4.892,256.309,59.017,86174.475,40.578,111.513
内蒙古,巴彦淖尔市,3.588,5.917,2.04,1.368,0.221,47.874,-2.411,-4.954,253.861,57.57,87582.977,41.446,107.582
内蒙古,赤峰市,3.957,6.182,3.352,2.364,0.303,55.086,4.588,-5.035,250.034,47.986,92127.248,43.226,118.892
内蒙古,通辽市,5.684,7.84,3.632,3.269,0.293,52.673,4.909,-5.817,251.521,38.275,98692.843,43.814,121.591
内蒙古,鄂尔多斯市,11.85,25.306,9.407,11.189,0.382,45.589,1.535,-3.746,261.726,63.65,87044.774,39.407,108.63
内蒙古,锡林郭勒盟,1.664,2.399,1.737,1.251,0.242,56.729,4.584,-3.442,246.671,61.972,89136.972,44.179,115.482
内蒙古,阿拉善盟,4.01,7.317,1.808,1.251,0.194,47.985,-0.76,-1.9,262.899,66.676,87742.495,40.473,102.467
北京,北京市,24.239,42.622,7.504,24.085,0.707,41.097,-0.424,-2.808,263.012,56.157,98552.851,40.158,116.395
台湾,台湾省,46.354,53.948,10.051,18.767,0.437,51.083,0.614,-3.044,289.154,80.081,92967.973,23.757,120.975
吉林,吉林市,39.066,48.394,14.392,19.234,0.822,43.37,2.728,-1.009,249.844,67.767,97600.246,43.573,126.859
吉林,四平市,31.338,36.617,6.776,14.306,0.741,47.271,3.42,-3.377,251.543,44.042,100265.167,43.472,124.386
吉林,延边朝鲜族自治州,23.771,31.441,12.553,13.415,0.517,49.473,4.524,-1.626,251.295,59.143,94132.748,43.141,129.147
吉林,松原市,16.644,20.979,5.226,8.391,0.466,49.937,4.189,-2.551,250.06,46.951,100641.476,44.785,124.496
吉林,白城市,8.481,10.034,3.536,3.898,0.306,54.424,4.862,-3.931,250.541,37.03,100814.919,45.35,123.031
吉林,白山市,34.434,47.626,27.068,21.513,0.708,42.322,1.804,-2.057,250.83,68.384,92112.408,42.063,127.256
吉林,辽源市,49.561,59.592,10.775,22.86,0.994,40.92,2.468,-3.04,251.625,57.262,98086.051,42.836,125.32
吉林,通化市,45.137,63.068,24.243,25.135,0.932,40.201,0.709,-3.959,252.211,65.293,95992.652,41.939,125.927
吉林,长春市,34.522,41.895,9.134,14.331,0.697,46.492,3.49,-1.779,249.701,54.465,100096.692,44.268,125.611
四川,乐山市,93.216,120.366,11.516,26.609,1.081,54.861,-0.33,-1.047,282.347,53.815,89342.23,29.218,103.569
四川,内江市,87.85,118.175,14.096,39.136,1.09,39.469,-3.554,-2.341,284.585,62.129,96511.987,29.62,104.95
四川,凉山彝族自治州,27.569,42.057,8.465,14.071,0.769,61.072,4.504,2.924,279.872,35.154,73891.764,27.883,102.065
四川,南充市,67.765,98.748,11.723,35.714,1.294,33.261,-3.453,-0.208,283.396,65.265,96652.107,31.19,106.199
四川,宜宾市,103.589,147.194,21.229,40.255,1.492,41.878,-0.132,-1.347,284.968,57.313,94796.895,28.573,104.621
四川,巴中市,67.642,100.619,13.231,26.445,1.259,37.765,-2.352,0.211,280.532,71.251,92351.444,32.033,107.031
四川,广元市,58.615,89.685,15.874,30.452,1.103,29.568,-1.464,1.166,279.823,73.336,91431.506,32.261,105.788
四川,广安市,52.109,79.391,10.368,35.451,1.254,34.413,-4.275,-0.098,284.469,62.315,96631.611,30.43,106.628
四川,德阳市,82.233,118.956,7.547,36.637,1.093,34.2,-1.51,0.06,281.981,60.186,93000.343,31.13,104.436
四川,成都市,91.352,142.691,10.334,42.15,1.188,40.88,-1.286,-0.384,282.62,57.782,93133.257,30.64,103.929
四川,攀枝花市,52.612,87.88,28.648,43.009,1.744,46.121,1.432,2.378,284.415,40.511,81297.722,26.791,101.734
四川,泸州市,80.335,119.67,18.262,34.253,1.08,32.323,-0.233,1.752,285.936,55.439,93165.34,28.424,105.675
四川,甘孜藏族自治州,1.518,2.07,0.273,1.452,0.143,68.103,7.731,-0.408,269.43,24.475,60877.315,30.936,100.009
四川,眉山市,101.492,138.979,10.79,34.707,1.092,48.456,-1.539,-0.906,283.125,58.722,93576.984,29.912,103.766
四川,绵阳市,62.84,84.247,8.531,22.839,0.833,43.479,-0.561,0.315,279.319,63.013,87747.321,31.86,104.704
四川,自贡市,108.808,138.925,16.622,43.377,1.216,39.603,-3.138,-2.878,284.926,60.476,96464.675,29.307,104.659
四川,资阳市,64.15,97.888,9.948,34.273,1.029,37.808,-3.622,-1.487,284.272,62.807,96802.007,30.102,105.149
四川,达州市,72.362,103.853,13.59,29.297,1.47,43.858,-2.99,0.838,282.256,65.528,93965.933,31.335,107.636
四川,遂宁市,59.837,90.718,9.017,34.913,1.07,33.973,-3.543,-0.812,283.992,64.157,97077.211,30.642,105.457
四川,阿坝藏族羌族自治州,3.42,5.834,0.674,2.317,0.187,66.54,8.066,-1.296,271.298,26.256,65078.413,32.406,102.61
四川,雅安市,60.221,84.472,5.495,11.432,0.679,66.815,0.525,-0.775,279.49,42.868,79714.196,29.932,102.689
天津,天津市,38.515,56.735,17.411,36.451,1.234,32.267,-3.837,-3.444,264.22,63.496,102562.422,39.315,117.308
宁夏,中卫市,22.199,65.103,13.477,18.312,0.457,45.485,2.739,-2.249,270.058,55.746,83452.024,37.018,105.509
宁夏,吴忠市,21.746,52.472,17.247,13.077,0.382,44.969,3.908,-2.205,269.247,64.365,85035.938,37.454,106.577
宁夏,固原市,26.406,61.944,14.031,28.569,0.659,49.115,1.121,-1.563,270.233,59.024,80733.109,35.905,106.183
宁夏,石嘴山市,28.191,76.794,26.651,19.534,0.626,51.847,2.518,-3.799,265.421,60.606,86769.426,39.013,106.499
宁夏,银川市,34.074,90.119,32.509,19.647,0.607,52.639,2.157,-1.895,268.477,60.096,87083.183,38.287,106.342
安徽,亳州市,173.401,236.364,10.619,40.369,1.573,25.086,-0.391,-4.038,275.245,70.193,101890.437,33.44,116.162
安徽,六安市,83.591,112.633,11.236,29.643,1.081,59.871,0.037,-1.391,278.567,71.34,99242.503,31.617,116.209
安徽,合肥市,103.019,122.277,9.357,45.695,1.364,41.306,0.325,-2.176,279.073,77.044,101693.7,31.766,117.359
安徽,安庆市,59.318,63.981,11.482,35.765,0.939,47.313,-1.625,-2.191,280.022,71.597,99672.585,30.557,116.473
安徽,宣城市,36.849,49.36,10.999,36.235,0.879,43.759,1.164,-2.824,278.85,81.254,99583.187,30.676,118.846
安徽,宿州市,184.081,233.227,11.927,48.582,1.661,23.961,0.806,-3.63,274.932,73.507,101811.245,33.844,117.23
安徽,池州市,45.204,56.564,12.292,40.666,1.058,34.35,-1.381,-2.673,279.467,79.434,99840.578,30.296,117.379
安徽,淮北市,177.453,237.341,13.017,47.511,1.673,20.158,0.354,-3.923,274.928,72.394,101874.157,33.722,116.747
安徽,淮南市,166.16,202.983,12.413,39.507,1.512,36.81,0.154,-2.667,278.01,75.924,101887.339,32.463,116.746
安徽,滁州市,131.884,161.562,11.657,46.083,1.308,40.426,1.355,-2.495,277.956,75.174,101569.785,32.55,118.076
安徽,芜湖市,68.39,78.239,13.078,51.604,1.234,38.972,0.534,-2.467,279.836,76.038,101859.238,31.167,118.162
安徽,蚌埠市,183.584,223.576,13.345,49.605,1.646,31.316,0.34,-2.913,276.755,73.983,101867.603,33.121,117.263
安徽,铜陵市,67.174,74.64,12.491,48.584,1.234,41.21,-0.898,-2.209,280.204,75.564,101715.124,30.883,117.531
安徽,阜阳市,171.695,225.988,10.362,34.964,1.544,30.505,-0.968,-3.274,276.348,71.281,101854.558,32.937,115.723
安徽,马鞍山市,83.289,99.299,12.912,51.102,1.226,37.378,1.321,-3.008,279.481,73.361,101850.35,31.622,118.386
安徽,黄山市,21.76,36.356,10.661,30.586,0.905,33.396,-0.29,-3.09,279.08,80.047,97514.973,29.869,118.09
山东,东营市,21.507,39.249,9.192,14.504,0.507,44.906,-4.371,-6.917,268.916,83.107,102381.214,37.57,118.572
山东,临沂市,128.756,183.118,16.668,41.355,1.306,27.895,-0.338,-4.541,272.355,78.1,100258.497,35.289,118.27
山东,威海市,21.548,39.616,10.101,20.042,0.684,48.678,1.052,-7.752,271.316,85.744,101301.182,37.148,122.028
山东,德州市,33.773,57.69,10.173,23.464,0.745,33.066,-4.335,-5.006,269.318,84.518,102297.872,37.233,116.679
山东,日照市,106.966,146.081,14.561,41.822,1.384,31.352,0.547,-6.252,271.852,79.173,100350.001,35.566,119.108
山东,枣庄市,152.586,236.31,15.82,44.932,1.353,21.676,0.6,-3.391,273.184,75.17,101041.914,34.925,117.383
山东,泰安市,93.619,143.169,16.816,41.499,1.141,20.432,-2.467,-5.086,270.778,77.28,100236.95,35.993,117.04
山东,济南市,59.581,94.395,16.31,33.225,0.977,27.179,-3.994,-5.234,269.299,85.682,100286.984,36.639,117.254
山东,济宁市,100.798,174.988,13.804,42.736,1.264,15.928,-0.04,-5.054,271.844,77.022,101586.9,35.375,116.697
山东,淄博市,71.837,105.586,19.49,32.642,1.185,29.594,-3.017,-5.486,268.915,88.5,99606.92,36.623,118.062
山东,滨州市,26.551,45.515,10.376,17.676,0.604,40.499,-4.604,-5.421,268.792,85.633,102360.291,37.516,117.852
山东,潍坊市,70.036,97.28,12.292,30.934,1.108,36.255,-1.034,-6.76,270.375,87.504,101053.987,36.53,119.092
山东,烟台市,27.101,50.877,11.218,26.223,0.792,42.219,-1.423,-8.182,269.445,86.608,100939.76,37.25,120.789
山东,聊城市,53.236,91.625,11.679,31.84,0.941,22.35,-1.934,-5.979,269.758,82.513,102029.339,36.458,115.863
山东,菏泽市,96.995,163.785,9.409,39.276,1.513,16.387,-0.137,-6.006,270.885,78.538,101815.936,35.134,115.69
山东,青岛市,71.1,107.214,12.603,37.131,1.219,35.672,0.121,-6.637,271.423,77.753,101529.819,36.46,120.172
山西,临汾市,131.251,178.524,98.391,49.156,3.032,33.142,2.188,-1.412,272.391,58.406,90047.985,36.227,111.398
山西,吕梁市,36.718,69.257,27.116,24.535,1.142,41.943,3.608,-2.59,267.141,68.642,87574.688,37.663,111.27
山西,大同市,11.534,25.485,7.745,8.041,0.571,51.497,1.777,-3.685,258.759,66.817,87061.243,39.911,113.713
山西,太原市,25.592,60.769,15.039,18.204,0.631,52.904,4.5,-3.367,266.601,61.362,87395.69,37.967,112.321
山西,忻州市,23.728,47.503,15.545,17.808,0.598,45.193,4.072,-2.515,261.926,71.435,85849.504,38.877,112.391
山西,晋中市,54.417,101.237,30.946,32.293,1.489,46.687,2.853,-1.346,267.673,65.434,88365.182,37.328,112.997
山西,晋城市,185.032,270.938,51.766,66.799,3.094,19.73,1.673,1.11,270.941,66.628,90452.713,35.625,112.752
山西,朔州市,17.083,42.684,16.446,15.234,0.713,48.625,3.101,-2.844,259.845,70.342,86374.119,39.619,112.655
山西,运城市,236.838,326.822,93.777,78.043,3.766,21.209,-0.495,0.748,275.535,53.475,94387.998,35.205,111.071
山西,长治市,89.198,147.496,52.627,49.853,2.022,32.793,2.402,-0.36,269.122,67.737,88692.289,36.48,112.915
山西,阳泉市,85.002,126.823,17.678,45.859,1.386,24.267,-0.884,-0.838,263.51,83.681,90409.092,38.031,113.512
广东,东莞市,104.361,123.758,13.884,62.939,1.378,55.394,-2.299,-3.141,291.962,69.064,101316.803,22.931,113.81
广东,中山市,106.317,136.057,14.089,65.863,1.32,65.872,-1.646,-3.579,292.056,71.259,101311.937,22.5,113.383
广东,云浮市,91.078,108.513,13.267,30.837,1.092,48.078,-2.462,-2.535,290.771,74.671,99296.848,22.776,111.818
广东,佛山市,98.804,135.235,15.689,60.731,1.357,49.505,-1.428,-4.879,291.487,66.708,101381.453,23.035,112.979
广东,广州市,96.56,118.707,14.371,49.71,1.391,53.554,-1.734,-4.497,290.895,67.777,100462.513,23.339,113.525
广东,惠州市,71.809,93.024,12.42,28.579,1.241,58.789,-2.19,-4.717,290.125,74.45,99473.252,23.244,114.485
广东,揭阳市,64.902,82.574,16.334,33.136,1.172,71.049,-2.074,-3.966,290.994,74.67,100054.367,23.323,116.123
广东,梅州市,59.085,78.058,14.632,24.982,1.259,58.066,0.449,-3.985,288.374,74.175,98056.618,24.169,116.07
广东,汕头市,56.907,76.149,16.669,33.398,1.108,78.871,-3.318,-3.979,291.085,77.838,101194.327,23.339,116.614
广东,汕尾市,59.3,78.835,13.378,23.048,1.051,71.638,-2.148,-3.6,291.366,75.841,99768.561,23.024,115.527
广东,江门市,95.805,123.465,14.246,46.51,1.169,66.481,-2.299,-4.087,291.736,73.835,100739.029,22.289,112.676
广东,河源市,68.442,89.427,18.346,25.732,1.448,50.275,-0.901,-5.86,287.123,75.776,98277.46,24.021,114.969
广东,深圳市,93.4,121.226,12.269,60.858,1.192,65.888,-2.366,-3.631,291.589,76.547,100813.012,22.667,114.143
广东,清远市,69.577,86.006,15.292,22.453,1.232,53.832,-1.512,-4.251,287.091,69.856,97783.552,24.295,112.871
广东,湛江市,66.708,83.232,12.362,16.935,0.963,73.612,-3.002,-2.098,292.693,83.723,101140.373,21.091,110.163
广东,潮州市,59.632,76.013,14.982,28.924,1.137,71.012,-1.369,-3.819,290.247,74.691,99491.058,23.755,116.754
广东,珠海市,99.183,121.09,16.177,49.075,1.103,78.548,-2.463,-3.835,291.827,77.747,101378.027,22.095,113.317
广东,肇庆市,90.432,110.169,14.73,27.278,1.162,49.4,-2.137,-3.038,289.836,69.394,99414.048,23.505,112.199
广东,茂名市,75.211,96.194,13.451,19.647,1.042,64.918,-2.085,-1.974,291.898,79.995,99337.179,22.013,110.952
广东,阳江市,82.959,101.738,12.88,24.877,1.001,67.61,-2.486,-3.121,291.89,77.591,99874.862,22.042,111.786
广东,韶关市,58.099,67.603,14.557,24.076,1.498,48.621,-2.127,-3.592,284.86,75.397,97033.743,24.785,113.819
广西,北海市,87.279,100.324,12.883,17.104,1.328,64.835,-1.766,-3.74,292.086,73.309,101215.57,21.674,109.37
广西,南宁市,61.656,87.537,13.756,20.74,1.168,48.33,-1.767,-3.194,287.642,70.194,99431.074,23.051,108.469
广西,崇左市,76.522,95.278,13.719,13.916,1.209,49.676,-2.312,-2.271,287.735,77.442,98116.477,22.483,107.291
广西,来宾市,57.38,79.729,15.571,13.631,1.003,50.119,-1.032,-2.983,286.517,71.092,98240.261,23.859,109.417
广西,柳州市,52.415,70.637,17.185,11.693,0.894,49.93,-0.862,-1.917,285.216,68.182,97636.493,24.956,109.372
广西,桂林市,65.941,77.851,16.785,16.003,0.911,50.821,-2.465,-2.044,284.116,69.764,95989.829,25.353,110.513
广西,梧州市,87.668,107.995,15.253,18.393,1.149,50.037,-1.225,-2.917,288.981,71.337,99040.63,23.484,110.996
广西,河池市,48.931,78.836,17.152,8.377,0.913,44.491,-1.424,-0.307,284.767,72.324,95246.048,24.628,107.843
广西,玉林市,85.204,105.636,13.97,16.28,1.339,55.712,-1.676,-4.062,290.373,74.413,99432.811,22.452,110.164
广西,百色市,50.93,76.266,17.973,9.994,1.077,46.109,-1.315,1.047,285.632,80.892,93110.8,23.981,106.292
广西,贵港市,79.161,102.976,14.982,15.951,1.228,51.05,-1.835,-2.756,288.6,69.712,99918.422,23.322,110.021
广西,贺州市,78.149,97.218,16.494,13.333,1.102,51.738,-1.487,-3.853,286.764,68.251,97209.512,24.364,111.394
广西,钦州市,75.197,96.253,12.788,19.775,1.336,56.194,-1.856,-4.889,289.789,71.923,100532.766,22.173,109.01
广西,防城港市,71.758,92.826,13.672,20.41,1.23,53.565,-1.906,-4.04,288.784,78.11,98931.614,21.88,108.002
新疆,乌鲁木齐市,48.763,70.334,5.853,29.168,0.85,45.827,2.724,-1.742,263.852,61.117,84267.213,43.746,87.818
新疆,五家渠市,85.227,118.53,16.767,33.663,1.407,46.273,1.657,-0.503,260.99,85.693,97432.637,44.363,87.517
新疆,伊犁哈萨克自治州,22.706,27.662,5.178,8.686,0.943,56.057,2.107,0.19,268.067,40.052,80181.522,43.438,82.146
新疆,克孜勒苏柯尔克孜自治州,7.169,14.803,0.869,1.663,0.278,69.368,5.792,-2.334,268.121,26.843,70071.515,39.661,75.949
新疆,克拉玛依市,14.777,18.384,5.493,6.048,0.335,51.734,-2.161,-2.402,259.783,72.728,98480.879,45.457,85.207
新疆,北屯市,11.582,11.41,27.422,31.626,0.5,16.302,0.328,-2.76,252.37,76.31,96536.278,47.27,87.868
新疆,博尔塔拉蒙古自治州,24.285,35.152,8.736,8.804,0.69,54.444,1.861,0.838,262.45,66.393,86453.503,44.714,82.114
新疆,双河市,38.518,62.106,15.98,16.118,0.752,49.52,0.404,-0.694,260.82,76.728,98986.864,44.87,82.474
新疆,可克达拉市,97.26,127.452,21.572,39.944,4.568,39.22,-1.056,0.312,272.536,45.856,95071.362,43.918,80.786
新疆,和田地区,3.833,11.068,1.078,1.137,0.257,63.458,4.12,1.308,268.969,31.143,73818.949,37.059,80.934
新疆,哈密市,7.113,12.358,2.153,2.623,0.326,55.579,0.353,-0.565,265.679,56.414,88389.995,43.042,93.517
新疆,喀什地区,17.217,30.313,2.553,3.407,0.454,62.545,3.819,3.166,268.712,41.704,75934.626,38.125,77.178
新疆,图木舒克市,10.467,12.137,4.433,2.09,0.255,58.122,-0.34,0.422,271.878,58.342,89277.005,39.892,79.182
新疆,塔城地区,10.638,12.749,4.236,4.271,0.348,56.093,-0.443,-1.278,260.707,62.126,89973.743,45.642,84.789
