province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,12.676,18.162,6.588,25.743,0.463,56.031,-5.198,-7.578,276.718,82.962,102780.581,31.173,121.42
云南,临沧市,23.709,30.91,5.64,11.194,0.602,63.387,4.522,2.045,285.331,53.75,83656.207,23.935,99.686
云南,丽江市,17.077,32.381,5.388,5.506,0.669,80.049,9.36,2.338,278.032,48.436,74089.702,26.96,100.515
云南,保山市,22.402,35.903,7.95,11.372,0.551,59.954,4.783,1.256,282.756,60.973,81581.677,24.953,98.962
云南,大理白族自治州,18.455,32.407,5.423,6.404,0.577,76.049,7.766,2.585,280.522,53.994,77713.305,25.726,100.053
云南,德宏傣族景颇族自治州,26.68,36.542,9.786,14.604,0.511,51.919,2.358,0.639,285.219,62.103,85839.212,24.535,98.052
云南,怒江傈僳族自治州,16.022,24.147,3.554,2.0,0.356,76.9,5.548,2.488,274.284,77.849,72292.75,26.916,98.885
云南,文山壮族苗族自治州,29.223,38.167,5.96,4.431,0.457,67.051,4.251,6.53,287.645,67.82,86272.091,23.696,104.735
云南,昆明市,18.452,32.753,8.245,14.692,0.617,67.799,9.646,5.116,282.741,49.71,78846.991,25.384,102.863
云南,昭通市,20.067,39.83,14.915,14.099,1.124,41.01,1.413,-0.97,275.997,72.994,83787.861,27.667,103.985
云南,普洱市,18.78,27.886,3.949,10.648,0.415,62.273,3.29,2.194,287.25,46.664,85743.144,23.159,100.718
云南,曲靖市,14.801,25.524,7.948,9.791,0.415,70.044,10.308,5.067,284.04,42.321,79582.395,25.737,103.929
云南,楚雄彝族自治州,20.358,32.192,5.738,9.909,0.632,71.005,7.721,4.138,283.764,48.154,80610.404,25.328,101.567
云南,玉溪市,15.609,25.437,4.737,7.121,0.425,71.792,5.413,3.903,285.768,49.917,83199.209,24.136,102.217
云南,红河哈尼族彝族自治州,19.199,27.173,5.824,4.511,0.33,73.77,3.403,4.102,286.917,54.143,84922.293,23.451,103.034
云南,西双版纳傣族自治州,26.883,38.868,5.213,14.86,0.507,44.694,2.09,2.224,289.884,44.977,88757.206,21.939,100.912
云南,迪庆藏族自治州,12.553,19.571,4.821,1.332,0.44,83.846,8.814,3.261,270.178,77.186,66592.3,27.957,99.459
内蒙古,乌兰察布市,3.774,6.551,3.869,3.505,0.335,61.494,-1.271,-2.028,252.274,58.108,86670.676,41.691,112.44
内蒙古,乌海市,26.991,67.9,34.041,30.779,0.924,43.315,-7.276,2.698,262.191,70.6,88091.268,39.396,106.856
内蒙古,兴安盟,4.701,5.15,3.227,3.398,0.286,51.343,5.597,-5.949,245.022,44.879,96143.358,46.244,121.341
内蒙古,包头市,7.719,12.017,4.453,6.556,0.383,56.754,-3.567,-0.563,253.578,53.845,86582.666,41.549,110.276
内蒙古,呼伦贝尔市,3.429,4.043,3.264,3.946,0.269,52.015,4.398,-3.626,240.65,60.807,94727.334,49.636,121.171
内蒙古,呼和浩特市,14.801,28.377,13.2,18.425,0.744,53.737,-3.712,-1.271,256.028,48.715,86939.257,40.578,111.513
内蒙古,巴彦淖尔市,7.486,12.177,5.998,6.643,0.3,51.747,-5.443,-1.249,255.726,54.173,88000.583,41.446,107.582
内蒙古,赤峰市,3.451,5.799,3.4,2.704,0.291,56.181,5.148,-6.438,250.13,48.557,93136.321,43.226,118.892
内蒙古,通辽市,5.998,8.102,4.134,3.569,0.286,48.388,4.561,-6.725,250.06,39.129,99748.246,43.814,121.591
内蒙古,鄂尔多斯市,26.974,58.509,22.255,30.79,0.824,39.494,-5.076,0.431,259.752,64.4,87518.077,39.407,108.63
内蒙古,锡林郭勒盟,1.051,1.453,1.723,1.201,0.235,57.476,2.901,-3.504,248.166,62.429,90108.787,44.179,115.482
内蒙古,阿拉善盟,15.319,24.726,11.368,7.414,0.33,42.955,-6.363,-0.293,259.816,64.345,87908.19,40.473,102.467
北京,北京市,11.335,19.561,4.517,18.665,0.459,53.12,-0.243,-3.722,262.017,32.873,99726.662,40.158,116.395
台湾,台湾省,14.785,20.64,4.758,13.847,0.259,58.329,-2.307,-2.789,288.444,75.967,93129.877,23.757,120.975
吉林,吉林市,37.725,44.785,12.062,17.829,0.796,46.516,4.212,-2.496,244.804,67.109,98527.583,43.573,126.859
吉林,四平市,36.459,43.961,9.137,18.401,0.719,42.651,2.845,-3.256,247.801,51.024,101325.069,43.472,124.386
