province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,174.552,193.336,25.172,83.986,1.765,43.874,3.33,-4.038,273.077,55.378,102863.094,31.173,121.42
云南,临沧市,23.395,26.73,4.171,10.229,0.666,69.906,5.176,2.283,283.922,49.217,83757.454,23.935,99.686
云南,丽江市,21.97,37.214,4.894,7.086,0.826,66.403,7.258,2.111,278.917,45.363,74081.211,26.96,100.515
云南,保山市,23.126,39.103,5.529,10.886,0.625,59.45,5.306,1.343,281.181,55.468,81662.48,24.953,98.962
云南,大理白族自治州,18.905,38.775,4.715,7.641,0.717,68.768,7.69,2.972,279.828,51.09,77729.428,25.726,100.053
云南,德宏傣族景颇族自治州,27.471,37.721,5.542,12.202,0.64,53.06,2.528,0.528,283.336,57.192,85971.866,24.535,98.052
云南,怒江傈僳族自治州,14.904,24.96,2.0,2.909,0.479,66.998,3.896,0.509,274.714,66.064,72362.008,26.916,98.885
云南,文山壮族苗族自治州,33.295,45.431,10.007,5.29,0.708,52.882,-0.373,2.863,276.795,77.432,86632.022,23.696,104.735
云南,昆明市,29.52,42.177,8.16,17.402,0.876,53.844,7.504,6.695,279.44,71.169,78890.715,25.384,102.863
云南,昭通市,50.636,74.269,17.462,15.466,1.052,44.994,-2.108,-2.323,271.598,73.839,84127.486,27.667,103.985
云南,普洱市,21.222,29.493,5.87,10.465,0.462,64.132,1.432,3.47,284.033,65.326,85898.558,23.159,100.718
云南,曲靖市,31.232,44.725,10.546,12.816,0.792,48.886,2.613,4.341,276.011,74.663,79734.32,25.737,103.929
云南,楚雄彝族自治州,24.648,36.443,8.017,12.041,0.828,64.327,6.628,6.686,281.552,58.437,80648.817,25.328,101.567
云南,玉溪市,26.038,38.461,6.815,7.873,0.643,57.891,3.309,6.25,281.564,77.7,83320.113,24.136,102.217
云南,红河哈尼族彝族自治州,26.582,37.498,8.536,5.283,0.572,53.036,0.371,4.591,279.403,85.84,85142.136,23.451,103.034
云南,西双版纳傣族自治州,26.111,39.236,7.42,11.946,0.515,51.559,-1.54,1.283,285.549,72.925,88971.129,21.939,100.912
云南,迪庆藏族自治州,9.367,15.765,2.233,1.7,0.381,69.786,8.158,0.99,273.032,55.339,66678.083,27.957,99.459
内蒙古,乌兰察布市,8.676,15.171,5.074,6.475,0.468,60.8,7.617,-2.19,256.933,56.626,86140.561,41.691,112.44
内蒙古,乌海市,15.076,45.951,19.276,19.954,0.516,57.419,7.815,-4.551,259.418,43.934,88519.612,39.396,106.856
内蒙古,兴安盟,3.54,4.236,2.823,2.586,0.251,49.185,7.228,-5.444,255.259,52.071,94621.349,46.244,121.341
内蒙古,包头市,6.008,12.249,3.726,6.01,0.398,61.438,6.692,-2.421,257.088,49.729,86265.979,41.549,110.276
内蒙古,呼伦贝尔市,4.457,4.729,3.861,4.762,0.263,46.905,5.202,-3.776,249.535,68.674,93197.917,49.636,121.171
内蒙古,呼和浩特市,34.678,67.817,21.294,34.21,1.121,43.63,4.808,-1.73,258.429,50.437,86616.596,40.578,111.513
