province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,19.923,35.435,10.963,32.141,0.478,62.677,-3.675,8.1,289.16,93.136,101688.12,31.173,121.42
云南,临沧市,42.533,57.179,5.129,8.725,0.624,93.895,5.336,-1.719,288.607,44.043,83805.849,23.935,99.686
云南,丽江市,13.749,23.366,3.477,4.221,0.57,90.934,2.282,-1.725,281.444,44.266,74403.28,26.96,100.515
云南,保山市,41.58,61.507,4.915,12.259,0.628,85.235,4.749,-1.888,286.206,51.752,81769.384,24.953,98.962
云南,大理白族自治州,28.855,44.203,4.105,6.903,0.622,92.221,5.16,-1.785,283.929,47.677,77916.958,25.726,100.053
云南,德宏傣族景颇族自治州,48.793,67.784,5.458,12.379,0.516,85.473,2.621,-2.141,289.12,49.329,86016.411,24.535,98.052
云南,怒江傈僳族自治州,23.868,32.733,2.546,2.518,0.445,90.357,3.051,-1.867,277.57,69.965,72635.609,26.916,98.885
云南,文山壮族苗族自治州,33.596,45.484,5.613,4.883,0.57,91.577,6.038,4.872,290.077,56.324,86293.742,23.696,104.735
云南,昆明市,30.718,45.512,7.355,15.089,0.597,87.031,6.026,0.734,285.384,41.08,78972.48,25.384,102.863
云南,昭通市,32.634,51.616,9.511,7.64,0.557,85.49,-0.487,-0.043,286.435,58.22,83788.469,27.667,103.985
云南,普洱市,46.437,59.837,4.963,11.53,0.554,90.871,4.393,-1.054,290.443,40.352,85859.164,23.159,100.718
云南,曲靖市,26.855,38.358,8.988,12.239,0.52,81.113,3.884,0.183,285.496,48.318,79726.468,25.737,103.929
云南,楚雄彝族自治州,29.039,39.855,4.847,9.113,0.539,87.292,5.321,-0.193,286.663,40.304,80742.568,25.328,101.567
云南,玉溪市,36.671,56.108,5.156,8.396,0.633,93.437,6.092,1.062,288.496,40.47,83291.659,24.136,102.217
云南,红河哈尼族彝族自治州,40.973,57.741,6.049,6.168,0.59,102.091,4.508,1.878,289.379,47.946,84994.487,23.451,103.034
云南,西双版纳傣族自治州,65.145,86.237,5.476,27.342,0.772,74.727,2.591,-1.123,293.251,36.72,88859.587,21.939,100.912
云南,迪庆藏族自治州,8.286,13.578,2.09,2.644,0.353,91.009,3.31,-1.842,274.376,56.163,67043.083,27.957,99.459
内蒙古,乌兰察布市,24.564,60.585,7.195,13.365,0.445,50.798,1.956,-2.423,277.724,47.775,85654.088,41.691,112.44
内蒙古,乌海市,79.638,278.178,89.849,55.17,1.462,58.21,-1.223,-0.965,285.854,24.226,87223.689,39.396,106.856
内蒙古,兴安盟,13.263,16.855,5.688,4.584,0.259,59.001,0.189,-6.178,267.295,84.858,94854.01,46.244,121.341
内蒙古,包头市,16.504,51.401,4.466,9.236,0.353,49.117,0.782,-2.72,277.885,47.542,85649.838,41.549,110.276
内蒙古,呼伦贝尔市,2.038,3.671,3.503,2.477,0.193,67.432,1.908,-6.186,260.246,75.366,93934.689,49.636,121.171
内蒙古,呼和浩特市,41.452,165.84,15.752,34.97,0.722,48.823,1.736,-1.19,282.375,33.79,85883.692,40.578,111.513
内蒙古,巴彦淖尔市,10.438,45.261,3.856,3.931,0.224,50.38,-1.578,-3.453,278.97,45.251,87064.997,41.446,107.582
内蒙古,赤峰市,33.765,54.208,10.002,9.304,0.494,51.314,1.752,-4.371,273.443,71.258,91703.471,43.226,118.892
内蒙古,通辽市,55.079,71.401,9.241,11.096,0.542,53.443,-0.092,-4.486,273.363,82.442,97778.92,43.814,121.591
内蒙古,鄂尔多斯市,33.555,106.918,20.738,20.326,0.591,62.052,1.418,-0.606,285.168,27.34,86582.003,39.407,108.63
内蒙古,锡林郭勒盟,6.709,15.393,2.4,1.661,0.195,59.562,-0.501,-5.711,268.727,72.338,89011.274,44.179,115.482
内蒙古,阿拉善盟,10.43,23.501,4.682,3.303,0.232,60.567,-0.894,-1.849,282.927,34.42,87188.991,40.473,102.467
北京,北京市,185.699,227.738,16.718,60.719,1.991,66.434,-1.807,-1.58,286.026,46.966,97207.706,40.158,116.395
台湾,台湾省,15.029,18.046,5.349,16.816,0.206,77.975,-1.814,0.191,290.448,68.85,93237.446,23.757,120.975
吉林,吉林市,108.164,133.25,17.629,31.083,1.206,48.101,1.342,1.223,275.202,95.487,96819.859,43.573,126.859
吉林,四平市,113.748,133.721,11.618,28.606,1.236,41.223,0.636,-2.294,274.87,90.508,99181.234,43.472,124.386
吉林,延边朝鲜族自治州,64.853,78.333,15.918,17.244,0.799,58.857,0.764,2.306,274.723,86.821,93883.213,43.141,129.147
吉林,松原市,56.112,72.21,10.029,19.231,0.782,61.298,-0.608,-3.972,271.507,90.817,99689.799,44.785,124.496
吉林,白城市,37.914,49.311,8.777,11.56,0.451,63.318,-0.682,-6.072,270.667,87.657,99987.513,45.35,123.031
吉林,白山市,60.852,71.879,21.2,15.75,0.928,81.493,4.536,7.108,279.295,86.765,91989.526,42.063,127.256
吉林,辽源市,115.138,140.568,16.492,26.561,1.285,55.931,2.147,1.294,277.475,88.702,97192.993,42.836,125.32
吉林,通化市,73.717,91.474,21.077,20.483,1.097,82.693,2.328,6.335,279.383,90.516,95434.702,41.939,125.927
吉林,长春市,89.435,110.331,10.898,32.257,1.123,47.101,0.232,-2.353,272.18,95.621,99108.918,44.268,125.611
四川,乐山市,63.989,86.436,10.805,18.518,0.685,82.671,-0.187,0.081,289.082,50.255,89193.619,29.218,103.569
四川,内江市,89.18,122.589,12.646,38.648,0.953,76.182,-1.515,0.837,292.089,54.101,96211.386,29.62,104.95
四川,凉山彝族自治州,13.595,19.899,4.893,5.086,0.476,90.179,0.675,-1.873,279.763,49.854,73928.127,27.883,102.065
四川,南充市,87.569,129.972,12.159,38.482,1.12,65.566,0.199,0.987,290.577,60.442,96260.058,31.19,106.199
四川,宜宾市,65.248,90.686,13.739,23.491,0.759,82.458,-1.609,0.061,292.636,46.552,94562.801,28.573,104.621
四川,巴中市,62.079,90.314,11.571,19.18,0.905,72.13,1.775,0.211,288.664,59.438,92025.646,32.033,107.031
四川,广元市,61.942,97.231,14.113,22.884,0.776,80.266,1.101,1.526,288.584,55.838,91136.057,32.261,105.788
四川,广安市,69.833,100.636,13.003,41.27,1.059,61.329,-1.11,-0.259,290.833,64.11,96281.923,30.43,106.628
四川,德阳市,103.072,147.135,9.133,46.11,0.937,78.68,1.19,0.992,289.738,50.332,92696.628,31.13,104.436
四川,成都市,85.18,121.912,9.162,41.342,0.901,81.024,0.819,-0.046,289.644,51.519,92847.563,30.64,103.929
四川,攀枝花市,23.085,40.257,19.114,16.579,1.03,84.803,-0.98,-1.549,286.51,42.288,81221.892,26.791,101.734
四川,泸州市,53.482,72.83,8.395,16.409,0.623,80.479,-0.512,-0.549,290.88,53.924,92990.344,28.424,105.675
四川,甘孜藏族自治州,2.294,2.722,0.326,1.428,0.151,98.337,2.049,-2.733,267.627,51.569,61025.236,30.936,100.009
