province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,27.566,49.293,8.782,36.989,0.493,59.924,-3.386,3.649,287.533,87.324,101928.791,31.173,121.42
云南,临沧市,32.992,47.155,4.127,7.666,0.541,89.853,3.566,-0.847,291.206,34.755,83825.374,23.935,99.686
云南,丽江市,16.594,26.774,4.372,4.279,0.605,99.441,2.509,-0.418,283.638,47.368,74567.191,26.96,100.515
云南,保山市,30.399,46.632,4.423,10.297,0.632,76.117,2.938,-1.574,288.808,43.882,81810.925,24.953,98.962
云南,大理白族自治州,19.718,36.102,4.742,6.836,0.628,90.201,3.129,-0.756,286.605,44.513,78030.065,25.726,100.053
云南,德宏傣族景颇族自治州,40.133,53.16,4.571,12.292,0.513,71.68,2.052,-2.432,291.239,45.09,86013.671,24.535,98.052
云南,怒江傈僳族自治州,17.114,25.179,2.36,2.42,0.382,92.627,1.688,-1.182,280.396,58.774,72764.11,26.916,98.885
云南,文山壮族苗族自治州,34.089,49.742,5.56,5.118,0.586,87.87,1.77,2.841,290.554,69.261,86435.903,23.696,104.735
云南,昆明市,35.425,50.533,8.7,15.9,0.78,83.869,2.194,1.592,287.007,49.408,79147.047,25.384,102.863
云南,昭通市,26.513,51.192,9.569,8.616,0.616,83.697,-0.973,-0.743,287.466,54.596,84006.333,27.667,103.985
云南,普洱市,36.441,56.403,4.029,8.728,0.485,92.123,1.859,-0.262,292.837,35.348,85870.233,23.159,100.718
云南,曲靖市,39.294,56.38,8.098,15.44,0.814,73.372,0.621,0.825,286.447,61.089,79933.829,25.737,103.929
云南,楚雄彝族自治州,28.165,39.218,5.767,7.107,0.604,89.75,2.523,1.407,289.03,39.811,80869.429,25.328,101.567
云南,玉溪市,30.245,50.507,4.854,7.422,0.745,92.221,2.26,2.122,290.349,43.965,83388.868,24.136,102.217
云南,红河哈尼族彝族自治州,39.157,60.846,5.943,5.704,0.655,103.914,0.921,2.388,290.69,59.422,85078.143,23.451,103.034
云南,西双版纳傣族自治州,60.302,94.785,4.883,19.139,0.938,88.488,1.537,-0.077,295.77,36.459,88812.603,21.939,100.912
云南,迪庆藏族自治州,10.672,18.304,2.517,1.977,0.331,105.095,2.759,0.156,275.944,56.334,67226.596,27.957,99.459
内蒙古,乌兰察布市,43.822,182.126,12.08,10.402,0.518,67.744,-4.647,5.242,280.82,43.301,86354.857,41.691,112.44
内蒙古,乌海市,51.268,229.359,20.958,17.807,0.584,93.729,-5.848,8.478,290.281,30.8,87351.158,39.396,106.856
内蒙古,兴安盟,3.437,5.12,2.741,1.678,0.215,73.169,3.647,-2.543,275.267,36.317,95764.573,46.244,121.341
内蒙古,包头市,55.699,207.064,15.165,13.367,0.589,69.632,-4.912,3.866,283.551,39.532,86097.862,41.549,110.276
内蒙古,呼伦贝尔市,1.887,2.498,2.782,1.952,0.193,69.893,5.594,1.464,272.061,50.895,94152.615,49.636,121.171
内蒙古,呼和浩特市,59.976,326.877,15.295,19.583,0.78,90.205,-5.88,5.597,283.72,38.808,86582.052,40.578,111.513
内蒙古,巴彦淖尔市,52.0,143.013,13.172,9.236,0.426,65.151,-7.024,2.857,285.838,33.425,87206.393,41.446,107.582
内蒙古,赤峰市,6.188,12.659,4.15,3.58,0.26,62.457,-0.636,-2.088,276.445,23.705,92926.584,43.226,118.892
内蒙古,通辽市,6.959,10.518,3.728,3.454,0.232,67.14,1.275,-4.677,278.425,26.131,99025.38,43.814,121.591
内蒙古,鄂尔多斯市,53.954,202.452,17.77,16.206,0.642,87.541,-4.368,7.532,288.01,35.738,86943.05,39.407,108.63
内蒙古,锡林郭勒盟,11.897,16.331,3.503,2.424,0.218,59.14,-2.83,2.041,276.444,29.448,89787.99,44.179,115.482
内蒙古,阿拉善盟,70.009,99.143,7.224,3.697,0.243,55.047,-4.223,0.507,286.492,28.889,87122.678,40.473,102.467
北京,北京市,33.894,122.503,9.913,29.497,0.68,59.345,-2.653,1.169,284.728,27.004,98814.576,40.158,116.395
台湾,台湾省,16.469,19.979,4.645,13.146,0.2,76.827,-2.018,-1.396,290.562,73.245,93061.966,23.757,120.975
吉林,吉林市,43.058,62.983,5.813,11.672,0.613,81.816,1.845,-4.021,276.444,33.939,98036.432,43.573,126.859
吉林,四平市,43.633,60.885,4.283,12.646,0.552,68.571,1.153,-4.784,278.505,29.832,100463.863,43.472,124.386
吉林,延边朝鲜族自治州,17.157,19.747,4.001,5.638,0.325,79.995,5.543,-5.077,274.508,36.055,94834.439,43.141,129.147
吉林,松原市,20.05,28.765,3.367,6.538,0.33,69.486,1.91,-4.292,277.753,28.744,100856.701,44.785,124.496
吉林,白城市,8.84,12.446,3.183,3.01,0.248,69.848,2.254,-3.659,278.541,28.677,101019.925,45.35,123.031
吉林,白山市,30.812,40.4,8.787,12.671,0.591,73.939,2.138,-4.138,274.75,45.965,92985.49,42.063,127.256
吉林,辽源市,66.588,83.44,6.478,19.987,0.774,70.625,0.733,-4.121,277.563,34.549,98477.356,42.836,125.32
