province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,34.205,47.551,8.118,24.697,0.647,80.792,-2.46,-5.874,281.846,82.185,102514.997,31.173,121.42
云南,临沧市,34.661,60.796,4.945,7.277,0.652,81.638,2.766,-0.152,288.342,42.791,84195.175,23.935,99.686
云南,丽江市,16.436,25.227,4.284,5.133,0.643,77.212,3.362,0.248,280.548,44.517,74771.09,26.96,100.515
云南,保山市,39.479,78.215,4.435,9.984,0.583,76.01,2.828,-0.857,285.812,51.763,82140.801,24.953,98.962
云南,大理白族自治州,26.319,43.191,3.988,5.557,0.591,78.619,3.996,0.277,283.282,48.628,78309.726,25.726,100.053
云南,德宏傣族景颇族自治州,48.114,104.567,5.357,12.956,0.668,73.75,1.446,-1.834,288.618,51.218,86381.082,24.535,98.052
云南,怒江傈僳族自治州,17.491,25.977,2.166,1.784,0.38,78.953,2.442,-1.01,277.159,67.511,72939.833,26.916,98.885
云南,文山壮族苗族自治州,33.62,55.019,10.416,7.382,0.924,66.679,-2.05,0.98,285.398,79.798,86996.788,23.696,104.735
云南,昆明市,37.639,56.579,9.033,17.853,0.697,77.587,2.246,4.091,283.69,55.276,79481.787,25.384,102.863
云南,昭通市,30.497,50.682,9.431,6.32,0.607,75.425,-2.17,-1.006,281.083,64.328,84531.373,27.667,103.985
云南,普洱市,27.911,38.733,4.229,7.205,0.462,80.135,1.262,0.4,289.92,42.012,86272.285,23.159,100.718
云南,曲靖市,44.59,63.295,14.092,10.31,0.898,67.774,-2.206,3.463,281.547,71.15,80328.368,25.737,103.929
云南,楚雄彝族自治州,26.514,34.734,4.916,9.336,0.474,74.119,3.285,2.294,285.737,45.204,81207.735,25.328,101.567
云南,玉溪市,35.645,53.905,5.6,8.35,0.581,85.413,0.744,3.501,287.41,51.264,83778.692,24.136,102.217
云南,红河哈尼族彝族自治州,35.211,49.547,7.845,5.784,0.64,79.399,-2.185,3.072,286.891,70.406,85527.122,23.451,103.034
云南,西双版纳傣族自治州,37.057,50.838,5.617,14.631,0.662,74.144,-0.086,0.333,292.426,40.747,89266.796,21.939,100.912
云南,迪庆藏族自治州,7.637,10.54,1.5,1.605,0.287,77.967,4.11,-0.48,273.244,56.164,67314.327,27.957,99.459
内蒙古,乌兰察布市,15.045,28.047,11.619,14.962,0.56,46.858,6.861,2.663,269.999,52.728,85862.658,41.691,112.44
内蒙古,乌海市,47.91,114.855,93.205,38.112,1.365,57.525,2.942,0.899,275.556,40.34,87854.588,39.396,106.856
内蒙古,兴安盟,12.656,17.775,5.729,4.199,0.326,52.146,1.151,-1.041,259.895,62.377,95201.108,46.244,121.341
内蒙古,包头市,11.274,18.843,7.921,17.16,0.447,47.18,6.25,2.837,270.886,50.901,85863.08,41.549,110.276
内蒙古,呼伦贝尔市,11.61,14.339,7.14,6.051,0.295,51.619,-0.923,0.188,252.601,77.585,93943.239,49.636,121.171
内蒙古,呼和浩特市,28.406,53.718,18.707,37.782,0.896,45.63,4.689,2.163,271.3,52.511,86358.758,40.578,111.513
内蒙古,巴彦淖尔市,7.578,12.29,5.198,4.699,0.257,49.695,6.213,2.63,272.775,46.614,87330.567,41.446,107.582
内蒙古,赤峰市,20.41,29.253,10.676,9.646,0.483,43.481,2.973,0.131,266.078,52.615,92131.358,43.226,118.892
内蒙古,通辽市,35.851,47.237,14.865,14.663,0.6,51.688,0.623,1.463,265.389,41.752,98524.126,43.814,121.591
内蒙古,鄂尔多斯市,21.475,44.328,26.017,21.531,0.639,50.27,5.056,2.104,274.761,46.422,87158.827,39.407,108.63
内蒙古,锡林郭勒盟,5.988,7.77,4.066,3.047,0.244,45.636,2.613,2.08,264.347,64.675,88985.303,44.179,115.482
内蒙古,阿拉善盟,11.135,15.831,3.66,2.195,0.239,56.716,5.02,0.434,275.842,33.992,87680.224,40.473,102.467
北京,北京市,47.893,66.524,12.444,37.145,0.867,46.143,-0.104,2.728,270.774,48.519,98559.051,40.158,116.395
台湾,台湾省,21.642,27.031,6.85,17.641,0.243,62.867,0.601,-3.589,289.543,80.719,93385.5,23.757,120.975
吉林,吉林市,37.119,46.494,13.378,17.92,0.753,68.363,-1.36,2.806,260.719,65.144,98026.069,43.573,126.859
吉林,四平市,67.199,90.706,23.484,42.479,1.192,50.209,-1.773,3.814,264.099,40.726,100313.592,43.472,124.386
吉林,延边朝鲜族自治州,27.777,33.939,9.577,11.066,0.543,63.063,1.179,0.996,259.84,63.645,94905.903,43.141,129.147
吉林,松原市,44.103,65.231,21.071,25.331,0.872,64.578,-1.875,4.258,262.596,45.028,100722.674,44.785,124.496
吉林,白城市,33.401,47.4,12.956,11.373,0.6,50.194,-0.191,1.61,262.926,42.724,100766.908,45.35,123.031
吉林,白山市,23.633,29.534,16.066,16.188,0.637,60.984,0.157,2.835,260.836,70.45,92796.742,42.063,127.256
吉林,辽源市,57.752,71.161,16.883,30.709,1.268,50.255,-1.413,3.0,262.515,56.505,98357.177,42.836,125.32
吉林,通化市,37.574,49.763,20.118,23.356,0.876,54.44,-0.495,2.169,263.249,58.697,96459.055,41.939,125.927
吉林,长春市,43.799,60.339,20.207,29.333,1.0,66.812,-2.014,3.046,261.066,59.646,100316.634,44.268,125.611
四川,乐山市,33.479,50.237,7.333,15.231,0.527,74.947,-0.681,0.129,283.101,52.316,90134.271,29.218,103.569
四川,内江市,47.795,68.235,9.471,21.7,0.869,77.694,-0.399,0.442,287.438,43.133,97362.332,29.62,104.95
四川,凉山彝族自治州,21.004,30.596,6.333,5.877,0.64,74.371,0.29,0.976,277.91,55.582,74328.362,27.883,102.065
四川,南充市,39.614,63.411,9.135,30.631,1.071,64.617,-2.213,1.102,286.177,49.041,97410.333,31.19,106.199
四川,宜宾市,30.06,48.024,9.983,15.121,0.674,76.519,-1.04,-0.614,286.848,49.906,95688.895,28.573,104.621
四川,巴中市,39.251,62.737,13.395,19.851,0.878,54.497,-2.326,1.624,282.807,52.242,93087.6,32.033,107.031
四川,广元市,26.522,51.812,11.528,16.77,0.785,64.923,-1.32,2.377,282.803,50.417,92146.329,32.261,105.788
四川,广安市,39.496,61.441,9.288,29.202,1.035,56.621,-1.35,2.908,286.73,52.406,97439.396,30.43,106.628
四川,德阳市,42.995,69.287,6.823,21.577,0.743,85.322,0.04,0.877,284.513,45.805,93743.377,31.13,104.436
四川,成都市,39.654,64.56,6.858,24.387,0.653,84.695,0.196,-0.404,284.688,47.447,93897.429,30.64,103.929
四川,攀枝花市,34.816,53.54,19.862,19.698,1.237,73.193,-0.028,0.377,285.233,43.221,81693.402,26.791,101.734
四川,泸州市,29.787,43.902,9.091,12.266,0.641,70.871,-0.969,1.134,285.589,57.356,94058.725,28.424,105.675
四川,甘孜藏族自治州,2.773,3.534,0.503,1.172,0.152,75.741,3.691,0.409,266.705,54.119,61142.121,30.936,100.009
四川,眉山市,40.518,64.971,7.177,22.273,0.638,75.978,-0.538,-0.276,285.408,46.617,94363.351,29.912,103.766
四川,绵阳市,31.088,48.063,6.253,14.772,0.6,77.228,0.232,1.136,280.913,53.139,88449.962,31.86,104.704
四川,自贡市,47.241,64.925,9.609,19.957,0.828,79.715,-0.709,0.646,287.681,43.793,97335.844,29.307,104.659
四川,资阳市,40.274,65.507,6.88,18.746,0.85,77.543,-0.915,0.269,287.118,43.949,97614.351,30.102,105.149
四川,达州市,42.318,62.709,14.959,25.27,0.911,53.603,-2.062,2.317,283.855,54.644,94729.287,31.335,107.636
四川,遂宁市,45.434,68.904,7.124,24.737,0.99,75.81,-1.616,0.447,286.972,44.797,97857.62,30.642,105.457
四川,阿坝藏族羌族自治州,3.421,4.634,0.607,1.799,0.181,74.292,4.225,-0.119,267.917,56.526,65494.954,32.406,102.61
四川,雅安市,26.126,36.679,5.448,7.452,0.369,79.307,0.088,0.07,276.735,67.283,80398.41,29.932,102.689
天津,天津市,37.399,55.279,16.342,42.488,0.83,50.561,-0.089,3.218,272.487,49.794,102548.072,39.315,117.308
宁夏,中卫市,33.139,92.43,11.307,18.113,0.833,54.15,5.488,2.558,276.733,34.57,83780.449,37.018,105.509
宁夏,吴忠市,25.505,68.764,9.856,12.425,0.694,56.296,5.234,2.016,276.934,36.597,85333.008,37.454,106.577
宁夏,固原市,41.653,128.198,13.66,25.393,0.854,59.664,4.587,2.645,274.917,45.162,81208.074,35.905,106.183
宁夏,石嘴山市,40.612,102.479,58.035,27.038,1.036,61.531,4.639,0.473,276.594,32.931,86906.987,39.013,106.499
宁夏,银川市,31.504,88.731,21.172,19.6,0.894,64.556,5.037,1.52,277.588,33.732,87259.97,38.287,106.342
安徽,亳州市,57.129,86.932,10.192,20.481,0.628,63.148,-1.255,-0.777,278.203,69.988,102490.721,33.44,116.162
安徽,六安市,64.228,94.914,9.097,15.244,0.641,61.693,-0.492,-2.163,278.648,83.503,99863.464,31.617,116.209
安徽,合肥市,62.053,84.758,6.309,21.872,0.643,58.468,-0.77,-2.895,279.649,82.535,102305.561,31.766,117.359
安徽,安庆市,79.569,93.848,10.328,18.217,0.746,59.977,-2.326,-4.18,280.472,78.849,100244.975,30.557,116.473
安徽,宣城市,56.501,71.829,9.323,21.97,0.868,56.391,0.102,-3.006,279.288,92.734,100141.321,30.676,118.846
安徽,宿州市,43.974,68.792,9.177,19.71,0.62,64.697,-2.067,-0.958,277.673,70.398,102431.589,33.844,117.23
安徽,池州市,74.061,86.488,12.466,25.027,0.857,46.795,-1.89,-3.816,279.554,89.831,100400.952,30.296,117.379
