province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,39.87,50.242,6.787,26.755,0.618,89.474,-1.5,-2.914,293.527,88.541,100232.656,31.173,121.42
云南,临沧市,6.273,9.548,2.356,3.074,0.276,42.111,0.634,3.965,293.472,83.132,83285.746,23.935,99.686
云南,丽江市,14.041,27.695,8.143,3.909,0.416,66.801,0.405,2.83,287.931,85.183,74288.511,26.96,100.515
云南,保山市,6.456,12.802,3.023,4.325,0.364,41.449,-0.161,3.404,292.298,85.701,81273.355,24.953,98.962
云南,大理白族自治州,10.938,22.545,6.272,4.44,0.433,52.205,-0.396,2.783,289.852,89.064,77653.686,25.726,100.053
云南,德宏傣族景颇族自治州,7.106,8.158,1.83,3.77,0.189,39.82,-2.171,4.151,294.454,83.579,85297.776,24.535,98.052
云南,怒江傈僳族自治州,15.787,23.341,5.552,2.153,0.33,55.21,-0.344,2.862,286.652,90.681,72433.527,26.916,98.885
云南,文山壮族苗族自治州,36.055,46.877,9.618,5.089,0.565,78.168,-1.406,1.976,293.649,87.039,85939.15,23.696,104.735
云南,昆明市,27.215,40.175,7.765,14.785,0.583,51.39,-1.109,3.68,290.255,87.852,78795.518,25.384,102.863
云南,昭通市,24.177,39.862,9.287,6.679,0.422,95.199,-1.417,0.055,292.594,67.081,83526.35,27.667,103.985
云南,普洱市,7.486,9.987,3.134,2.572,0.204,43.364,0.956,3.85,294.362,84.11,85343.864,23.159,100.718
云南,曲靖市,29.561,43.002,10.161,12.897,0.561,69.3,-1.208,3.351,290.222,86.321,79588.51,25.737,103.929
云南,楚雄彝族自治州,18.431,28.072,5.976,6.42,0.386,51.919,0.048,3.018,291.941,82.605,80464.974,25.328,101.567
云南,玉溪市,14.474,21.604,4.438,5.716,0.278,49.422,-0.039,3.486,292.95,85.833,82916.811,24.136,102.217
云南,红河哈尼族彝族自治州,16.811,23.136,5.514,4.144,0.31,58.777,-0.66,2.734,293.076,89.84,84583.446,23.451,103.034
云南,西双版纳傣族自治州,6.404,9.832,4.846,3.271,0.218,38.112,1.891,4.305,295.744,82.888,88299.9,21.939,100.912
云南,迪庆藏族自治州,13.602,22.899,6.271,2.224,0.267,63.241,2.608,2.808,283.534,89.059,67070.633,27.957,99.459
内蒙古,乌兰察布市,13.765,17.441,1.989,4.376,0.23,76.843,0.127,-0.838,292.347,30.798,85091.645,41.691,112.44
内蒙古,乌海市,26.581,67.818,41.046,35.895,0.69,101.219,0.361,0.556,297.32,14.188,86844.312,39.396,106.856
内蒙古,兴安盟,16.15,19.233,4.508,3.14,0.226,81.383,0.459,0.423,292.047,58.992,93667.432,46.244,121.341
内蒙古,包头市,19.871,25.476,2.26,6.099,0.2,85.141,1.812,-0.853,295.048,17.945,85059.454,41.549,110.276
内蒙古,呼伦贝尔市,20.509,24.94,3.437,2.485,0.216,65.78,-1.638,-1.629,287.547,68.928,92623.87,49.636,121.171
内蒙古,呼和浩特市,18.745,36.572,5.756,17.709,0.412,79.125,0.808,-1.036,293.398,27.103,85441.605,40.578,111.513
内蒙古,巴彦淖尔市,12.233,13.993,1.525,2.552,0.151,95.836,3.914,-0.477,297.377,12.795,86412.103,41.446,107.582
内蒙古,赤峰市,21.933,27.571,7.001,4.373,0.271,92.187,-0.209,2.266,290.179,58.567,90937.491,43.226,118.892
内蒙古,通辽市,21.435,28.602,7.846,5.382,0.307,98.616,1.195,4.199,293.55,55.122,96710.755,43.814,121.591
内蒙古,鄂尔多斯市,13.497,22.613,7.696,9.093,0.275,100.768,2.994,0.025,296.12,18.318,86185.055,39.407,108.63
内蒙古,锡林郭勒盟,13.591,14.992,2.343,1.402,0.178,76.346,-1.104,0.036,291.668,46.078,88094.995,44.179,115.482
内蒙古,阿拉善盟,10.685,13.159,2.621,3.265,0.15,102.259,-0.385,1.979,297.911,12.312,86615.247,40.473,102.467
北京,北京市,28.793,39.516,3.08,13.188,0.529,106.027,-0.679,0.853,291.603,66.627,96662.976,40.158,116.395
台湾,台湾省,14.35,18.071,6.115,17.055,0.137,49.046,0.869,0.132,296.747,82.395,91880.031,23.757,120.975
