province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,12.794,18.328,5.156,17.924,0.359,99.543,-5.607,-0.525,293.962,87.024,100646.619,31.173,121.42
云南,临沧市,7.778,10.675,1.626,2.982,0.368,41.664,6.179,0.904,293.427,84.882,83418.176,23.935,99.686
云南,丽江市,14.479,23.565,6.559,3.639,0.375,64.337,4.231,0.952,290.851,70.737,74212.826,26.96,100.515
云南,保山市,8.635,13.946,2.344,4.444,0.356,44.827,5.467,1.261,292.113,87.796,81428.875,24.953,98.962
云南,大理白族自治州,10.71,17.045,2.872,2.989,0.279,54.868,6.75,0.463,291.409,78.455,77663.615,25.726,100.053
云南,德宏傣族景颇族自治州,8.458,11.199,1.924,5.544,0.332,39.619,3.837,1.461,293.647,91.851,85576.475,24.535,98.052
云南,怒江傈僳族自治州,12.92,17.746,1.856,1.062,0.195,56.355,5.366,0.91,286.641,94.029,72526.712,26.916,98.885
云南,文山壮族苗族自治州,9.971,12.778,3.817,5.006,0.291,42.311,6.586,1.26,295.851,76.559,85731.579,23.696,104.735
云南,昆明市,17.779,26.158,5.48,12.534,0.483,51.847,5.005,0.815,292.532,79.553,78667.129,25.384,102.863
云南,昭通市,20.816,39.474,10.228,6.512,0.649,77.49,-1.683,-0.86,293.394,86.875,83379.145,27.667,103.985
云南,普洱市,6.906,9.409,1.767,2.83,0.241,39.799,5.216,1.056,294.863,80.273,85414.526,23.159,100.718
云南,曲靖市,23.958,35.014,10.096,10.74,0.599,58.517,0.24,0.098,292.161,86.853,79415.82,25.737,103.929
云南,楚雄彝族自治州,13.324,17.19,4.131,4.08,0.319,51.914,6.444,1.149,294.293,70.14,80377.337,25.328,101.567
云南,玉溪市,10.78,15.11,2.469,5.889,0.268,41.328,6.261,1.826,293.961,80.438,82865.908,24.136,102.217
云南,红河哈尼族彝族自治州,8.877,12.431,2.969,4.426,0.224,40.184,5.961,1.492,294.233,82.499,84515.825,23.451,103.034
云南,西双版纳傣族自治州,5.537,9.279,1.791,3.799,0.303,33.603,4.747,1.708,296.392,78.635,88378.319,21.939,100.912
云南,迪庆藏族自治州,12.5,20.179,2.809,1.293,0.223,72.2,6.27,1.22,284.807,86.087,67101.597,27.957,99.459
内蒙古,乌兰察布市,41.772,50.799,8.276,9.063,0.364,94.912,4.256,1.857,298.269,34.724,85183.459,41.691,112.44
内蒙古,乌海市,30.594,70.035,30.455,21.731,0.808,106.076,-1.088,4.679,301.498,25.964,86768.712,39.396,106.856
内蒙古,兴安盟,8.765,11.179,1.603,2.056,0.194,65.81,-2.178,-3.667,294.14,53.476,93752.602,46.244,121.341
内蒙古,包头市,37.193,47.504,5.727,11.952,0.275,92.473,4.45,1.56,298.818,30.646,85179.53,41.549,110.276
内蒙古,呼伦贝尔市,7.551,9.02,1.324,1.583,0.194,61.985,-2.012,-2.233,291.817,48.631,92682.013,49.636,121.171
内蒙古,呼和浩特市,40.552,64.204,11.011,21.945,0.548,118.101,2.299,2.259,298.205,35.818,85590.169,40.578,111.513
内蒙古,巴彦淖尔市,31.858,36.731,3.852,3.297,0.181,82.195,3.455,0.29,298.261,35.196,86518.344,41.446,107.582
内蒙古,赤峰市,25.457,36.741,8.045,3.862,0.328,96.966,0.156,-0.226,296.88,49.181,90864.025,43.226,118.892
内蒙古,通辽市,20.106,24.397,5.504,3.851,0.263,93.513,-0.643,-2.857,299.214,46.392,96454.515,43.814,121.591
内蒙古,鄂尔多斯市,32.701,50.781,11.529,8.549,0.44,110.73,0.582,3.991,299.95,30.038,86220.623,39.407,108.63
内蒙古,锡林郭勒盟,26.635,37.116,5.802,2.173,0.233,76.286,-1.196,0.189,297.156,43.108,88084.179,44.179,115.482
内蒙古,阿拉善盟,27.544,32.588,2.907,2.265,0.156,82.646,2.09,-1.338,298.636,36.738,86729.774,40.473,102.467
北京,北京市,48.625,75.554,7.26,20.785,0.657,185.997,0.146,2.479,300.306,42.439,96468.204,40.158,116.395
台湾,台湾省,4.997,7.569,3.932,13.638,0.112,33.819,1.33,4.062,297.246,76.848,92640.739,23.757,120.975
吉林,吉林市,33.742,46.615,11.018,10.671,0.654,137.713,2.7,1.784,295.466,62.376,95798.538,43.573,126.859
吉林,四平市,33.313,48.577,9.638,13.128,0.657,139.582,2.069,1.8,298.852,50.834,97882.379,43.472,124.386
吉林,延边朝鲜族自治州,35.499,42.499,11.736,10.923,0.467,107.054,5.588,0.424,293.55,66.785,92989.166,43.141,129.147
吉林,松原市,12.202,19.747,3.709,5.883,0.274,81.428,-0.733,-4.52,298.461,44.561,98255.667,44.785,124.496
吉林,白城市,9.037,12.207,2.603,3.38,0.191,70.918,-1.803,-5.819,297.933,46.53,98452.576,45.35,123.031
吉林,白山市,34.242,47.995,14.458,6.501,0.627,109.516,4.95,4.174,292.267,70.194,91339.116,42.063,127.256
吉林,辽源市,40.481,60.864,14.507,15.376,0.829,166.922,4.799,2.954,296.502,61.572,96166.837,42.836,125.32
吉林,通化市,32.401,52.214,14.559,9.027,0.748,123.228,3.723,4.234,294.39,67.381,94594.837,41.939,125.927
吉林,长春市,23.527,37.237,6.098,13.451,0.557,114.091,1.769,-0.917,298.286,47.578,97792.46,44.268,125.611
四川,乐山市,31.776,50.305,7.956,11.827,0.69,69.228,-0.68,-0.2,296.348,77.588,88607.294,29.218,103.569
四川,内江市,22.964,38.894,9.606,18.102,0.717,63.846,-1.382,-0.16,300.753,70.588,95346.211,29.62,104.95
四川,凉山彝族自治州,23.051,35.671,12.522,5.345,0.584,68.826,-1.254,1.516,289.149,85.993,73783.26,27.883,102.065
四川,南充市,20.396,37.22,10.47,16.588,0.739,60.323,-2.112,-0.173,300.679,70.491,95393.145,31.19,106.199
四川,宜宾市,26.519,45.38,9.784,15.658,0.757,73.605,-0.516,-0.643,299.743,72.356,93783.362,28.573,104.621
四川,巴中市,24.939,41.974,10.197,9.183,0.632,57.957,-3.067,0.422,298.013,73.473,91387.491,32.033,107.031
四川,广元市,23.907,42.521,13.574,11.34,0.599,53.764,-1.434,0.957,297.419,73.862,90533.082,32.261,105.788
四川,广安市,26.47,44.907,9.379,18.023,0.794,63.87,-1.929,0.132,300.49,73.496,95400.605,30.43,106.628
四川,德阳市,24.29,43.529,8.365,15.455,0.656,62.443,-1.594,0.142,298.999,67.026,91993.829,31.13,104.436
四川,成都市,26.538,49.006,10.013,22.208,0.706,58.102,-1.364,0.103,299.269,66.097,92121.418,30.64,103.929
四川,攀枝花市,26.602,44.395,49.33,17.483,1.04,57.353,-0.757,0.954,295.571,67.965,80791.618,26.791,101.734
四川,泸州市,23.598,37.783,7.702,12.858,0.568,69.842,-0.422,-1.013,298.274,79.477,92250.027,28.424,105.675
四川,甘孜藏族自治州,16.861,21.111,3.292,1.268,0.189,106.3,1.309,2.805,282.939,77.416,61206.996,30.936,100.009
四川,眉山市,24.644,44.371,8.577,15.423,0.723,61.078,-0.981,0.482,299.266,69.338,92552.16,29.912,103.766
四川,绵阳市,31.173,45.925,10.091,8.881,0.535,70.072,-1.098,1.067,295.43,74.945,87070.328,31.86,104.704
四川,自贡市,30.231,47.243,10.604,20.73,0.822,63.632,-1.218,-0.342,300.699,70.757,95320.938,29.307,104.659
四川,资阳市,18.582,34.405,8.139,11.549,0.654,68.663,-1.573,0.131,300.863,70.188,95584.504,30.102,105.149
四川,达州市,25.857,44.172,11.592,14.619,0.721,69.259,-3.309,1.038,298.96,73.803,92893.036,31.335,107.636
四川,遂宁市,20.138,36.659,8.524,14.149,0.69,68.292,-1.803,0.017,301.018,69.3,95814.825,30.642,105.457
四川,阿坝藏族羌族自治州,31.941,44.339,9.577,1.974,0.334,67.289,-1.253,4.375,283.59,86.23,65440.333,32.406,102.61
四川,雅安市,28.985,49.927,9.813,5.805,0.5,67.101,-1.633,-0.189,290.63,87.567,79499.844,29.932,102.689
