province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,29.771,39.726,5.315,21.544,0.598,77.331,-5.012,-3.384,292.294,87.974,101135.117,31.173,121.42
云南,临沧市,26.945,43.131,4.899,5.146,0.45,81.079,4.335,1.094,294.051,62.118,83641.085,23.935,99.686
云南,丽江市,21.381,33.218,4.808,3.408,0.435,83.753,5.455,1.606,288.463,61.265,74404.229,26.96,100.515
云南,保山市,29.436,57.621,5.422,7.831,0.54,74.629,3.698,0.81,291.521,73.156,81647.736,24.953,98.962
云南,大理白族自治州,23.609,44.503,4.797,3.896,0.431,84.035,5.687,1.325,289.944,67.934,77892.709,25.726,100.053
云南,德宏傣族景颇族自治州,37.152,57.537,6.075,10.487,0.444,67.944,1.39,0.339,293.757,73.262,85781.637,24.535,98.052
云南,怒江傈僳族自治州,27.037,41.442,3.862,1.659,0.414,73.998,3.23,0.738,283.758,91.439,72690.01,26.916,98.885
云南,文山壮族苗族自治州,20.017,29.296,4.233,3.806,0.322,79.855,5.352,4.038,296.601,58.893,86114.445,23.696,104.735
云南,昆明市,28.141,47.949,6.24,8.304,0.42,87.766,7.041,3.757,292.503,55.759,78954.244,25.384,102.863
云南,昭通市,33.985,48.774,6.57,6.383,0.436,93.288,0.627,0.538,294.589,63.889,83497.223,27.667,103.985
云南,普洱市,24.229,37.282,3.886,5.165,0.324,76.682,3.068,1.635,295.988,56.327,85654.403,23.159,100.718
云南,曲靖市,24.091,36.691,6.828,6.723,0.33,87.813,7.118,3.687,293.764,51.298,79660.601,25.737,103.929
云南,楚雄彝族自治州,26.513,39.341,4.35,3.237,0.339,88.959,6.289,3.155,293.599,54.889,80661.203,25.328,101.567
云南,玉溪市,25.156,39.444,3.897,4.16,0.351,83.677,4.642,3.117,294.685,56.54,83176.704,24.136,102.217
云南,红河哈尼族彝族自治州,21.45,32.742,4.009,3.373,0.275,79.845,3.73,3.068,295.007,63.248,84845.611,23.451,103.034
云南,西双版纳傣族自治州,18.884,33.542,3.804,5.179,0.438,57.488,1.916,2.88,297.737,56.556,88600.435,21.939,100.912
云南,迪庆藏族自治州,21.187,29.509,4.161,1.237,0.316,81.528,5.358,1.134,281.308,82.542,67199.106,27.957,99.459
内蒙古,乌兰察布市,31.732,46.86,12.623,11.148,0.521,95.858,-1.968,6.034,286.524,76.139,85766.12,41.691,112.44
内蒙古,乌海市,72.456,206.872,16.21,14.095,0.469,123.786,-0.316,0.805,292.545,47.294,87176.603,39.396,106.856
内蒙古,兴安盟,9.495,14.534,2.895,2.787,0.177,82.782,1.875,6.397,292.746,26.786,94680.069,46.244,121.341
内蒙古,包头市,28.865,45.085,11.796,13.706,0.521,82.126,-1.498,2.214,288.546,68.542,85597.282,41.549,110.276
内蒙古,呼伦贝尔市,15.211,17.168,1.691,1.636,0.154,76.989,2.283,7.523,292.533,29.749,93052.223,49.636,121.171
内蒙古,呼和浩特市,39.529,70.204,11.467,19.328,0.798,104.986,-2.51,5.9,287.638,79.914,86054.529,40.578,111.513
内蒙古,巴彦淖尔市,23.805,31.089,5.377,6.39,0.233,85.704,-0.604,-1.303,291.587,41.583,86893.305,41.446,107.582
内蒙古,赤峰市,14.283,23.945,6.274,7.661,0.263,82.195,0.945,6.131,290.356,33.398,91972.766,43.226,118.892
内蒙古,通辽市,15.218,21.853,6.613,9.512,0.25,84.527,-0.211,5.476,292.819,28.897,97885.879,43.814,121.591
内蒙古,鄂尔多斯市,49.251,97.939,13.088,10.818,0.493,97.015,0.175,3.308,291.734,55.375,86593.569,39.407,108.63
内蒙古,锡林郭勒盟,19.974,24.887,7.98,4.924,0.257,80.516,0.315,7.022,288.793,54.939,88866.956,44.179,115.482
内蒙古,阿拉善盟,23.789,29.471,2.219,1.27,0.133,77.569,0.081,-0.987,290.85,45.62,87138.215,40.473,102.467
北京,北京市,31.929,57.321,5.963,26.347,0.59,114.89,0.141,1.596,292.349,46.119,97800.53,40.158,116.395
台湾,台湾省,17.184,20.238,6.51,19.014,0.136,64.976,0.774,0.861,296.54,77.678,92682.285,23.757,120.975
吉林,吉林市,9.68,14.06,2.924,6.937,0.26,79.544,-0.771,1.477,288.534,48.441,97397.877,43.573,126.859
吉林,四平市,12.967,20.72,4.778,11.783,0.284,76.8,-1.55,4.162,291.223,41.399,99543.932,43.472,124.386
吉林,延边朝鲜族自治州,8.445,10.417,1.981,2.988,0.177,75.914,0.876,-1.905,286.604,52.3,94467.844,43.141,129.147
吉林,松原市,13.652,21.604,5.388,8.553,0.272,79.76,0.432,5.667,293.128,35.122,99822.148,44.785,124.496
吉林,白城市,12.255,19.057,5.175,5.734,0.215,90.219,0.552,6.41,294.758,22.984,99787.988,45.35,123.031
吉林,白山市,8.131,11.816,2.99,5.622,0.274,68.882,-3.106,-1.334,285.253,52.625,92607.666,42.063,127.256
吉林,辽源市,10.537,16.965,4.171,12.063,0.29,73.418,-2.885,2.548,288.862,46.393,97753.514,42.836,125.32
吉林,通化市,10.009,16.045,4.9,9.593,0.352,66.72,-2.884,-0.22,287.305,50.444,95986.792,41.939,125.927
吉林,长春市,12.607,22.726,3.46,12.107,0.331,76.801,0.154,4.227,291.439,40.49,99462.529,44.268,125.611
四川,乐山市,39.755,51.093,6.789,9.606,0.49,96.443,-0.754,-0.295,295.417,72.056,88754.8,29.218,103.569
四川,内江市,31.759,52.408,6.813,13.418,0.506,92.79,-1.695,-2.001,300.927,55.042,95511.756,29.62,104.95
四川,凉山彝族自治州,23.69,31.751,6.068,5.253,0.348,88.893,3.386,3.686,288.895,59.812,73879.116,27.883,102.065
四川,南充市,26.035,46.948,9.41,15.154,0.574,77.199,-2.324,-1.164,300.26,60.869,95571.413,31.19,106.199
四川,宜宾市,41.652,59.537,10.09,14.797,0.624,103.457,-0.272,-1.628,299.911,59.6,93933.712,28.573,104.621
四川,巴中市,27.693,44.76,11.401,9.682,0.495,71.049,-3.904,-0.406,296.703,72.899,91559.468,32.033,107.031
四川,广元市,24.05,43.654,12.239,9.181,0.509,71.342,-2.485,-0.498,295.886,72.872,90708.452,32.261,105.788
四川,广安市,30.211,50.908,9.09,17.208,0.597,82.915,-2.172,-0.515,300.678,61.468,95556.648,30.43,106.628
四川,德阳市,21.733,42.661,5.748,10.328,0.449,87.462,-1.458,-0.682,297.774,62.934,92173.263,31.13,104.436
四川,成都市,26.775,45.297,6.651,14.844,0.459,92.137,-0.943,-0.458,298.224,59.716,92300.869,30.64,103.929
四川,攀枝花市,28.491,46.72,16.198,18.554,0.712,88.374,3.636,3.898,294.983,46.988,81032.605,26.791,101.734
四川,泸州市,38.833,54.78,7.667,14.047,0.522,92.849,-0.389,-0.566,299.473,61.897,92371.689,28.424,105.675
四川,甘孜藏族自治州,15.123,16.675,1.673,0.837,0.171,92.656,1.685,2.524,279.934,65.537,61194.958,30.936,100.009
四川,眉山市,35.277,52.596,6.785,12.17,0.515,95.023,-0.922,-0.142,298.26,62.94,92733.744,29.912,103.766
四川,绵阳市,26.549,42.561,7.879,6.935,0.416,86.082,-1.51,-0.045,293.661,75.695,87217.359,31.86,104.704
四川,自贡市,39.811,60.75,9.277,17.013,0.614,97.158,-1.429,-1.833,300.914,55.559,95485.418,29.307,104.659
四川,资阳市,25.302,47.255,5.193,10.575,0.476,89.371,-1.543,-1.607,300.686,56.133,95760.69,30.102,105.149
四川,达州市,28.803,45.814,12.061,16.97,0.5,72.428,-3.595,0.577,298.331,70.694,93057.177,31.335,107.636
四川,遂宁市,26.573,48.988,6.608,13.291,0.544,84.463,-1.404,-1.403,300.636,56.787,95994.82,30.642,105.457
四川,阿坝藏族羌族自治州,20.524,25.023,3.789,1.498,0.213,83.32,-0.625,2.237,281.094,79.263,65449.706,32.406,102.61
四川,雅安市,38.019,44.381,6.151,4.979,0.336,93.272,-0.948,0.019,289.015,84.521,79589.126,29.932,102.689
天津,天津市,28.979,64.025,11.082,48.642,0.856,91.495,-2.906,1.447,293.918,38.403,101414.982,39.315,117.308
宁夏,中卫市,27.694,44.755,3.94,3.66,0.182,78.153,1.936,-1.522,289.175,61.665,83254.984,37.018,105.509
