province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,45.766,57.967,9.098,24.147,0.627,118.804,-3.967,4.652,294.4,89.342,101013.331,31.173,121.42
云南,临沧市,21.306,29.871,4.143,5.772,0.39,79.019,4.78,1.412,292.841,57.711,83813.52,23.935,99.686
云南,丽江市,12.927,20.43,3.943,3.294,0.425,91.069,7.577,0.151,285.748,56.726,74457.958,26.96,100.515
云南,保山市,21.121,35.296,4.854,7.463,0.441,78.048,4.979,-0.175,290.614,58.663,81797.604,24.953,98.962
云南,大理白族自治州,14.083,25.893,3.797,4.126,0.365,86.185,7.047,0.957,288.504,55.583,77994.002,25.726,100.053
云南,德宏傣族景颇族自治州,30.297,42.421,5.495,9.277,0.4,69.365,2.429,-1.021,292.664,63.181,85983.928,24.535,98.052
云南,怒江傈僳族自治州,16.262,24.877,2.383,1.154,0.319,80.862,4.532,0.771,281.652,81.926,72750.704,26.916,98.885
云南,文山壮族苗族自治州,20.555,28.772,5.366,4.565,0.422,78.617,5.608,4.102,294.916,65.78,86246.766,23.696,104.735
云南,昆明市,18.38,30.46,6.618,11.721,0.462,87.523,9.0,3.956,290.186,57.959,79033.549,25.384,102.863
云南,昭通市,17.429,26.969,5.628,6.705,0.339,89.398,7.717,5.622,295.231,39.405,83367.491,27.667,103.985
云南,普洱市,19.0,28.281,3.417,5.759,0.291,74.454,3.838,1.894,294.32,60.856,85835.765,23.159,100.718
云南,曲靖市,18.306,28.9,7.183,8.781,0.386,83.577,9.098,4.284,291.118,55.677,79722.28,25.737,103.929
云南,楚雄彝族自治州,17.077,26.124,3.902,4.499,0.375,84.211,7.404,3.561,291.604,52.751,80779.803,25.328,101.567
云南,玉溪市,18.193,28.556,4.14,5.868,0.34,80.224,5.749,3.327,292.752,61.767,83313.714,24.136,102.217
云南,红河哈尼族彝族自治州,17.094,26.222,4.821,4.351,0.308,81.841,4.68,2.647,293.714,65.493,84981.191,23.451,103.034
云南,西双版纳傣族自治州,18.533,30.338,4.31,6.442,0.41,68.186,3.069,1.951,296.628,61.348,88787.518,21.939,100.912
云南,迪庆藏族自治州,13.625,18.325,2.859,1.577,0.231,91.455,6.113,1.21,277.688,83.761,67184.004,27.957,99.459
内蒙古,乌兰察布市,48.604,80.271,10.798,14.237,0.381,88.704,6.289,6.399,297.682,23.54,84812.933,41.691,112.44
内蒙古,乌海市,41.868,138.121,39.37,23.198,0.759,119.128,-2.339,7.355,298.955,25.684,86286.478,39.396,106.856
内蒙古,兴安盟,23.741,36.394,3.275,2.47,0.248,80.236,3.652,-0.669,293.08,32.043,93223.833,46.244,121.341
内蒙古,包头市,49.214,83.387,9.759,18.71,0.355,91.852,3.896,7.653,298.206,22.437,84727.543,41.549,110.276
内蒙古,呼伦贝尔市,14.875,16.911,2.275,1.466,0.182,77.467,5.479,-0.514,287.165,42.35,91960.189,49.636,121.171
内蒙古,呼和浩特市,40.332,114.968,12.321,25.16,0.509,102.842,3.207,6.356,296.497,27.884,85281.412,40.578,111.513
内蒙古,巴彦淖尔市,26.589,45.676,7.934,5.652,0.22,84.957,1.778,5.508,300.128,18.339,85898.075,41.446,107.582
内蒙古,赤峰市,53.595,68.833,7.054,7.136,0.308,85.508,2.455,1.901,295.873,32.39,90565.997,43.226,118.892
内蒙古,通辽市,47.972,68.261,12.085,7.311,0.43,105.105,1.875,4.216,296.135,39.5,96261.147,43.814,121.591
内蒙古,鄂尔多斯市,39.008,82.058,10.745,7.121,0.386,107.371,1.023,8.139,297.451,29.006,85804.538,39.407,108.63
内蒙古,锡林郭勒盟,47.288,51.798,3.306,2.107,0.16,64.475,0.299,-0.116,293.538,35.492,87753.972,44.179,115.482
内蒙古,阿拉善盟,33.723,42.616,3.437,2.809,0.182,77.999,2.135,-2.135,298.994,20.245,86126.067,40.473,102.467
北京,北京市,92.163,132.364,9.283,30.076,1.013,147.818,0.094,4.334,298.718,40.821,96286.243,40.158,116.395
台湾,台湾省,23.703,26.903,6.265,17.241,0.175,77.329,0.469,1.407,295.768,78.267,92903.531,23.757,120.975
吉林,吉林市,48.239,74.877,13.144,8.891,0.772,125.308,2.649,7.95,290.992,64.885,95978.034,43.573,126.859
吉林,四平市,50.41,99.76,12.959,13.415,0.759,138.018,3.219,9.409,293.82,58.217,97941.78,43.472,124.386
吉林,延边朝鲜族自治州,41.602,60.666,12.667,7.509,0.393,98.789,4.313,4.16,289.873,59.334,93276.518,43.141,129.147
吉林,松原市,52.48,111.44,14.927,10.41,0.632,134.058,2.904,7.969,294.865,49.562,98117.889,44.785,124.496
吉林,白城市,36.504,72.849,10.097,5.484,0.449,114.218,2.276,3.85,297.282,33.228,98061.546,45.35,123.031
吉林,白山市,46.805,65.63,15.48,9.732,0.67,98.069,3.612,7.169,287.488,74.42,91568.658,42.063,127.256
吉林,辽源市,43.237,76.461,12.953,9.261,0.702,131.375,3.03,9.269,291.394,66.669,96327.289,42.836,125.32
吉林,通化市,45.564,74.495,14.719,11.39,0.807,112.239,1.35,8.764,287.879,81.039,94850.852,41.939,125.927
吉林,长春市,48.261,96.066,10.122,13.512,0.81,131.789,3.603,7.923,293.989,53.651,97835.221,44.268,125.611
四川,乐山市,35.349,54.045,8.059,18.048,0.499,106.309,1.488,-0.343,296.39,44.765,88454.844,29.218,103.569
四川,内江市,46.679,90.333,13.865,36.505,0.783,105.339,-0.822,-0.862,300.924,36.945,95189.511,29.62,104.95
四川,凉山彝族自治州,15.578,20.647,4.624,5.085,0.359,92.818,7.69,3.297,286.685,50.886,73812.665,27.883,102.065
四川,南充市,53.317,88.677,11.18,34.341,0.803,95.727,-3.092,1.362,299.772,44.403,95288.682,31.19,106.199
四川,宜宾市,33.337,56.533,11.584,22.854,0.607,98.711,2.709,0.639,301.537,35.421,93624.972,28.573,104.621
四川,巴中市,48.053,72.058,11.03,17.664,0.68,92.784,-3.385,3.021,296.272,53.485,91324.749,32.033,107.031
四川,广元市,44.59,76.96,15.665,21.777,0.651,91.712,-2.129,2.764,295.123,54.574,90432.091,32.261,105.788
四川,广安市,44.379,75.244,10.955,32.833,0.72,95.865,-2.225,4.843,301.803,41.384,95290.861,30.43,106.628
四川,德阳市,44.393,87.857,8.821,30.265,0.645,112.912,-1.073,0.124,297.492,41.393,91868.082,31.13,104.436
四川,成都市,41.834,80.758,9.471,32.974,0.668,121.967,-0.724,-0.669,297.989,39.882,91992.552,30.64,103.929
四川,攀枝花市,18.631,28.985,18.243,16.995,0.878,82.654,6.217,3.027,292.688,41.829,81121.54,26.791,101.734
四川,泸州市,28.845,44.294,11.357,19.384,0.476,84.496,3.142,6.006,301.632,37.358,92160.927,28.424,105.675
四川,甘孜藏族自治州,7.03,7.84,0.655,1.534,0.142,106.145,3.508,-0.096,276.269,57.464,61095.093,30.936,100.009
四川,眉山市,41.065,78.227,10.08,28.362,0.668,111.854,0.048,-0.626,298.17,42.735,92424.673,29.912,103.766
四川,绵阳市,42.159,71.903,9.59,20.418,0.52,105.537,-0.668,1.278,293.401,50.734,86921.659,31.86,104.704
四川,自贡市,50.571,93.131,14.985,38.317,0.841,102.531,-0.306,-1.664,300.968,37.012,95160.998,29.307,104.659
四川,资阳市,41.103,84.984,9.941,29.124,0.7,103.787,-0.987,0.069,300.642,37.088,95437.396,30.102,105.149
四川,达州市,51.647,72.618,10.673,25.825,0.678,92.059,-3.725,4.501,298.4,48.95,92858.233,31.335,107.636
四川,遂宁市,49.605,94.415,9.632,33.607,0.757,101.359,-1.883,0.358,300.485,38.677,95675.763,30.642,105.457
四川,阿坝藏族羌族自治州,11.02,13.872,1.496,1.765,0.174,98.39,1.715,0.307,280.241,53.99,65229.66,32.406,102.61
四川,雅安市,25.803,32.464,4.055,5.688,0.294,110.982,0.787,-0.133,289.805,52.916,79323.717,29.932,102.689
天津,天津市,69.256,122.725,13.567,35.865,1.084,126.264,1.29,6.174,301.711,33.868,99843.615,39.315,117.308
宁夏,中卫市,35.425,89.233,10.269,9.322,0.37,94.058,1.759,7.975,295.686,33.318,82398.077,37.018,105.509
宁夏,吴忠市,34.871,72.92,10.016,5.807,0.307,96.413,-0.05,8.766,295.68,34.39,83934.682,37.454,106.577
宁夏,固原市,40.212,99.339,10.854,26.417,0.408,89.665,2.32,8.965,290.201,50.126,80130.055,35.905,106.183
宁夏,石嘴山市,39.012,122.532,24.924,21.261,0.674,120.114,-0.236,5.754,298.353,26.476,85436.989,39.013,106.499
宁夏,银川市,35.421,96.144,12.649,14.588,0.425,109.394,-1.388,5.915,298.232,28.649,85721.11,38.287,106.342
安徽,亳州市,37.144,65.355,10.164,14.896,0.729,111.045,-0.002,6.296,299.493,56.464,100287.717,33.44,116.162
安徽,六安市,42.725,65.413,9.596,13.828,0.66,92.118,0.504,5.303,299.311,61.93,97991.533,31.617,116.209
安徽,合肥市,45.554,72.338,8.019,23.083,0.821,89.689,-1.085,4.988,299.592,65.531,100319.746,31.766,117.359
安徽,安庆市,49.576,78.674,12.387,17.569,0.736,79.236,0.445,3.423,298.436,72.381,98502.204,30.557,116.473
安徽,宣城市,36.329,59.351,10.42,13.26,0.762,76.871,-1.385,3.845,298.976,73.17,98516.413,30.676,118.846
安徽,宿州市,46.685,75.993,12.823,19.378,0.82,118.515,0.346,6.527,299.485,56.0,100289.027,33.844,117.23
安徽,池州市,35.704,54.385,10.388,12.148,0.608,70.791,-0.461,4.423,299.418,73.411,98693.808,30.296,117.379
安徽,淮北市,41.248,70.197,13.188,21.889,0.801,111.128,-0.11,6.42,299.471,56.219,100312.456,33.722,116.747
安徽,淮南市,42.782,68.261,9.657,18.72,0.751,107.993,-1.252,5.047,299.542,60.927,100415.84,32.463,116.746
安徽,滁州市,52.898,83.814,9.97,23.423,0.879,107.807,-1.056,5.639,299.07,66.777,100234.765,32.55,118.076
安徽,芜湖市,38.76,64.03,9.712,20.581,0.823,75.541,-0.917,3.805,299.961,69.469,100544.851,31.167,118.162
安徽,蚌埠市,48.834,73.991,13.405,20.345,0.793,117.417,-0.369,5.96,299.518,59.642,100403.266,33.121,117.263
安徽,铜陵市,38.784,62.969,10.185,27.982,0.793,67.691,0.166,3.959,299.728,69.818,100390.629,30.883,117.531
安徽,阜阳市,36.881,64.274,10.056,13.562,0.673,113.001,0.555,6.022,299.706,56.879,100262.162,32.937,115.723
安徽,马鞍山市,46.801,78.919,9.436,27.574,0.942,90.924,-1.774,4.321,299.359,70.145,100553.015,31.622,118.386
安徽,黄山市,31.989,52.463,11.549,10.488,0.661,63.663,-0.888,3.078,297.986,79.08,96635.104,29.869,118.09
山东,东营市,55.02,125.771,23.161,26.315,0.988,128.052,3.589,8.29,302.835,28.895,100227.51,37.57,118.572
山东,临沂市,44.656,96.418,16.09,25.666,0.864,121.251,1.788,6.88,298.876,50.432,98866.499,35.289,118.27
山东,威海市,32.969,59.394,9.493,10.246,0.632,134.36,1.252,8.2,289.689,88.916,100114.797,37.148,122.028
山东,德州市,37.212,98.02,14.675,15.407,0.691,145.215,2.921,10.585,302.729,30.64,100018.172,37.233,116.679
山东,日照市,53.265,95.711,14.521,26.712,0.817,115.392,1.641,6.602,297.249,58.622,99002.573,35.566,119.108
山东,枣庄市,39.688,89.388,17.278,27.248,0.837,119.285,0.736,6.838,299.198,50.962,99539.298,34.925,117.383
山东,泰安市,33.17,91.693,14.483,18.109,0.773,142.075,1.471,8.393,299.822,41.424,98612.199,35.993,117.04
山东,济南市,35.953,101.079,14.582,17.378,0.774,150.072,2.895,10.194,300.695,36.184,98482.079,36.639,117.254
山东,济宁市,32.876,82.122,13.877,17.172,0.782,132.007,0.974,8.072,300.425,43.022,99853.872,35.375,116.697
山东,淄博市,43.088,112.85,17.248,20.433,0.897,144.53,4.357,9.477,300.578,36.002,97940.62,36.623,118.062
山东,滨州市,47.006,113.981,18.684,21.63,0.889,143.256,4.285,9.095,302.988,28.456,100130.912,37.516,117.852
山东,潍坊市,50.282,104.662,13.248,21.119,0.826,129.662,2.477,8.598,300.263,42.136,99391.64,36.53,119.092
山东,烟台市,42.011,82.469,9.495,12.988,0.705,129.65,0.452,8.957,294.992,67.884,99461.75,37.25,120.789
山东,聊城市,32.119,86.21,12.597,14.049,0.771,135.044,1.847,10.199,302.372,33.933,99869.497,36.458,115.863
山东,菏泽市,30.626,78.781,11.516,13.788,0.886,126.004,1.297,8.195,300.898,42.939,99928.106,35.134,115.69
山东,青岛市,48.605,86.507,8.721,20.854,0.755,120.921,0.028,7.787,294.834,70.529,100081.832,36.46,120.172
山西,临汾市,38.394,89.909,22.231,30.716,0.798,102.755,0.178,5.732,296.351,39.526,89108.447,36.227,111.398
山西,吕梁市,46.046,102.276,21.484,31.935,1.111,100.556,1.871,6.954,296.202,33.152,86758.905,37.663,111.27
山西,大同市,52.277,118.224,21.454,21.929,0.94,113.507,3.526,5.523,297.306,28.23,86255.365,39.911,113.713
山西,太原市,61.97,168.95,27.003,43.061,1.089,115.0,3.426,6.253,296.459,33.076,86672.144,37.967,112.321
山西,忻州市,43.226,98.881,15.643,17.677,0.574,113.8,3.018,6.027,296.429,29.092,85214.699,38.877,112.391
山西,晋中市,45.046,107.409,16.615,28.352,0.74,114.162,4.215,5.369,296.779,33.28,87607.073,37.328,112.997
山西,晋城市,40.556,95.047,16.29,28.26,0.843,115.591,0.582,5.446,296.276,40.689,89578.675,35.625,112.752
山西,朔州市,45.099,120.282,15.813,18.098,0.599,109.045,3.713,5.969,297.352,26.592,85609.459,39.619,112.655
山西,运城市,36.046,84.064,15.555,23.817,0.693,111.605,-1.295,4.352,299.123,36.792,93052.798,35.205,111.071
山西,长治市,36.35,83.267,13.456,19.257,0.596,115.522,3.648,6.367,296.204,37.456,87946.006,36.48,112.915
山西,阳泉市,58.68,134.062,20.047,31.02,0.912,122.873,6.418,4.539,299.629,26.262,89286.482,38.031,113.512
广东,东莞市,20.744,37.347,5.892,25.738,0.584,50.898,0.366,5.252,299.759,85.593,100766.051,22.931,113.81
广东,中山市,14.252,22.043,4.103,11.924,0.419,47.964,0.786,5.467,300.217,83.857,100758.522,22.5,113.383
广东,云浮市,16.742,26.343,2.489,11.576,0.477,43.661,1.838,4.971,299.923,79.284,98713.122,22.776,111.818
广东,佛山市,20.239,33.409,7.162,26.813,0.631,46.143,1.065,4.653,300.659,80.891,100744.827,23.035,112.979
广东,广州市,25.81,46.1,8.352,34.562,0.735,58.998,0.192,4.534,299.626,84.342,99892.613,23.339,113.525
广东,惠州市,25.005,33.624,5.076,19.527,0.444,59.892,1.365,4.213,298.858,83.952,98987.882,23.244,114.485
广东,揭阳市,24.562,37.104,5.39,8.57,0.607,64.332,2.32,3.759,299.547,79.523,99597.056,23.323,116.123
广东,梅州市,29.427,43.767,7.52,13.933,0.688,70.404,1.898,3.615,299.05,78.7,97565.043,24.169,116.07
广东,汕头市,24.121,35.699,8.029,10.273,0.567,64.841,1.616,4.233,299.471,84.004,100712.681,23.339,116.614
广东,汕尾市,20.157,25.791,2.98,6.385,0.324,61.596,2.325,3.464,298.747,85.046,99354.68,23.024,115.527
广东,江门市,13.81,19.276,1.85,7.163,0.287,49.676,1.46,5.611,300.128,84.453,100192.604,22.289,112.676
广东,河源市,32.298,38.299,6.671,15.705,0.475,74.922,2.496,4.423,298.686,81.319,97740.194,24.021,114.969
广东,深圳市,18.843,31.856,5.983,25.959,0.487,45.559,0.784,4.986,299.189,87.322,100326.39,22.667,114.143
广东,清远市,25.007,37.219,5.995,19.475,0.574,64.002,1.414,4.51,298.603,82.41,97186.079,24.295,112.871
广东,湛江市,12.499,22.977,4.711,9.451,0.497,50.091,0.127,3.964,301.241,77.894,100581.66,21.091,110.163
广东,潮州市,31.424,49.48,11.236,15.482,0.844,65.238,0.94,3.764,298.912,82.747,99055.942,23.755,116.754
广东,珠海市,11.788,14.777,1.475,4.138,0.172,59.422,0.817,5.667,300.012,86.063,100864.127,22.095,113.317
广东,肇庆市,22.525,32.444,3.49,15.911,0.542,48.72,1.377,3.786,299.751,80.384,98799.944,23.505,112.199
广东,茂名市,13.762,24.168,5.229,9.706,0.434,46.182,0.218,4.855,299.53,85.049,98832.453,22.013,110.952
广东,阳江市,13.2,19.799,1.821,6.236,0.276,45.973,1.318,4.946,299.49,86.395,99363.508,22.042,111.786
广东,韶关市,26.532,38.31,11.331,19.428,0.776,76.738,2.317,4.619,298.405,80.548,96415.052,24.785,113.819
广西,北海市,12.051,22.143,3.844,6.798,0.461,55.551,0.649,4.396,300.954,82.201,100589.718,21.674,109.37
广西,南宁市,18.088,29.998,5.409,11.478,0.606,51.74,1.437,5.484,299.716,81.555,98675.141,23.051,108.469
广西,崇左市,18.378,25.826,4.003,4.775,0.445,63.524,2.108,5.09,299.467,79.828,97415.899,22.483,107.291
广西,来宾市,21.613,36.001,6.79,11.278,0.572,53.548,1.795,5.662,299.132,80.651,97522.612,23.859,109.417
广西,柳州市,21.876,34.033,7.737,10.005,0.565,60.155,1.389,6.033,298.839,78.983,96853.462,24.956,109.372
广西,桂林市,22.619,34.525,8.002,8.184,0.594,59.501,2.7,5.4,297.894,79.508,95289.128,25.353,110.513
广西,梧州市,24.653,38.154,6.658,14.083,0.735,51.502,2.257,4.498,299.737,79.078,98392.332,23.484,110.996
广西,河池市,20.65,33.678,5.474,7.046,0.609,64.458,1.248,5.906,298.097,77.482,94544.584,24.628,107.843
广西,玉林市,20.766,36.198,10.073,12.219,0.644,50.994,0.888,4.963,299.723,83.051,98838.489,22.452,110.164
广西,百色市,22.379,31.958,6.639,5.007,0.678,73.883,2.026,4.615,298.116,69.624,92513.535,23.981,106.292
广西,贵港市,26.03,46.126,10.446,15.242,0.791,50.754,1.953,4.727,300.148,79.041,99193.705,23.322,110.021
广西,贺州市,28.64,41.004,6.459,9.739,0.651,56.799,1.951,4.351,298.41,81.102,96594.741,24.364,111.394
广西,钦州市,15.023,26.425,4.93,8.618,0.594,50.861,1.135,5.297,300.284,83.386,99851.129,22.173,109.01
广西,防城港市,10.197,15.014,2.296,3.677,0.313,50.278,1.41,5.592,299.103,87.144,98291.938,21.88,108.002
新疆,乌鲁木齐市,6.589,8.967,2.644,6.169,0.261,65.131,2.923,-4.691,284.618,68.425,83686.7,43.746,87.818
