province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,32.861,52.331,9.166,32.087,0.629,96.743,-0.966,-5.955,289.484,76.32,101251.81,31.173,121.42
云南,临沧市,23.794,34.247,4.513,4.555,0.322,73.761,5.21,0.877,293.022,68.57,83650.387,23.935,99.686
云南,丽江市,15.226,23.951,4.292,3.22,0.471,83.154,4.728,2.046,286.888,66.023,74356.206,26.96,100.515
云南,保山市,25.523,38.653,5.28,6.926,0.458,62.915,4.827,1.773,290.375,78.339,81628.293,24.953,98.962
云南,大理白族自治州,17.573,28.583,4.637,3.858,0.421,75.842,6.213,1.64,288.313,74.271,77859.979,25.726,100.053
云南,德宏傣族景颇族自治州,35.287,44.813,5.912,9.458,0.413,52.882,2.782,1.435,293.05,76.587,85772.289,24.535,98.052
云南,怒江傈僳族自治州,18.502,24.589,3.104,1.146,0.365,67.897,3.866,1.858,282.839,91.992,72588.959,26.916,98.885
云南,文山壮族苗族自治州,26.765,41.432,7.562,6.758,0.467,76.302,0.73,1.767,294.206,70.905,86175.268,23.696,104.735
云南,昆明市,24.057,39.341,7.933,12.539,0.494,79.258,5.737,3.057,290.553,65.166,78941.679,25.384,102.863
云南,昭通市,43.311,67.41,13.048,11.622,0.522,86.824,-1.641,-0.596,289.331,77.213,83738.289,27.667,103.985
云南,普洱市,23.509,43.989,4.243,6.328,0.265,73.397,4.153,0.572,295.265,61.373,85675.42,23.159,100.718
云南,曲靖市,27.576,41.985,10.399,10.572,0.49,77.443,-0.276,3.826,289.395,79.508,79730.301,25.737,103.929
云南,楚雄彝族自治州,20.536,30.67,4.796,4.238,0.36,83.49,6.49,2.375,291.902,61.214,80650.535,25.328,101.567
云南,玉溪市,22.337,34.297,5.29,5.873,0.341,80.054,5.339,1.777,293.493,62.054,83174.382,24.136,102.217
云南,红河哈尼族彝族自治州,21.931,33.771,5.593,5.616,0.326,79.853,4.438,1.347,294.742,60.782,84839.355,23.451,103.034
云南,西双版纳傣族自治州,26.053,53.026,4.013,9.625,0.301,73.963,2.905,1.252,298.064,54.307,88617.163,21.939,100.912
云南,迪庆藏族自治州,16.241,22.146,4.079,1.076,0.246,83.657,4.564,2.31,279.689,85.31,67090.921,27.957,99.459
内蒙古,乌兰察布市,43.734,81.002,14.979,14.228,0.463,99.673,2.349,5.304,289.93,29.741,85994.302,41.691,112.44
内蒙古,乌海市,31.59,83.148,22.06,13.342,0.614,126.385,-3.075,8.171,291.511,37.47,87406.749,39.396,106.856
内蒙古,兴安盟,12.533,17.606,2.307,3.032,0.191,70.247,-2.694,0.203,285.373,36.029,95237.096,46.244,121.341
内蒙古,包头市,47.401,73.982,12.315,17.354,0.385,100.886,1.8,6.056,290.658,24.14,85905.288,41.549,110.276
内蒙古,呼伦贝尔市,9.316,10.092,1.282,1.477,0.167,70.507,-2.918,4.848,285.201,35.851,93869.11,49.636,121.171
内蒙古,呼和浩特市,39.709,103.218,15.146,23.19,0.6,118.249,0.448,5.052,289.918,31.22,86387.201,40.578,111.513
内蒙古,巴彦淖尔市,45.804,59.528,9.931,5.25,0.242,97.224,-0.758,7.25,291.891,25.161,87079.467,41.446,107.582
内蒙古,赤峰市,22.318,33.757,7.543,8.619,0.298,70.391,-2.73,2.096,286.53,31.618,92240.569,43.226,118.892
内蒙古,通辽市,19.311,24.919,3.507,4.547,0.196,73.174,-1.937,-2.235,288.124,28.711,98208.547,43.814,121.591
内蒙古,鄂尔多斯市,37.446,66.045,13.343,7.145,0.41,113.196,-1.351,7.476,290.244,34.54,86928.822,39.407,108.63
内蒙古,锡林郭勒盟,29.084,36.677,6.902,4.428,0.253,74.709,-2.122,4.893,289.553,26.173,89077.787,44.179,115.482
内蒙古,阿拉善盟,57.882,65.976,4.921,2.651,0.188,79.947,2.522,-0.762,288.299,30.586,87233.173,40.473,102.467
北京,北京市,30.372,70.028,6.449,29.479,0.492,93.825,-0.198,3.358,290.433,26.574,98032.485,40.158,116.395
台湾,台湾省,11.387,14.105,4.518,14.368,0.138,50.621,2.076,1.228,295.392,80.327,92664.09,23.757,120.975
吉林,吉林市,22.726,26.913,2.934,7.221,0.276,70.553,-2.842,-1.776,283.93,52.353,97465.059,43.573,126.859
吉林,四平市,27.851,44.026,3.244,14.17,0.317,72.122,-2.809,-2.344,287.698,37.842,99673.231,43.472,124.386
吉林,延边朝鲜族自治州,17.273,20.867,2.609,2.826,0.217,71.473,-1.636,-2.213,280.194,68.199,94514.494,43.141,129.147
吉林,松原市,24.479,35.92,3.802,8.976,0.281,71.014,-2.239,-2.494,287.794,37.166,100104.358,44.785,124.496
吉林,白城市,18.675,27.419,3.914,5.248,0.226,71.445,-2.231,-3.912,288.275,31.415,100262.346,45.35,123.031
吉林,白山市,21.012,25.914,3.675,7.181,0.306,69.489,-2.554,-3.467,281.178,57.604,92492.887,42.063,127.256
吉林,辽源市,25.497,35.671,3.562,14.277,0.334,66.347,-3.042,-2.893,285.41,46.547,97791.605,42.836,125.32
吉林,通化市,23.015,30.993,4.912,12.029,0.374,67.368,-2.261,-3.983,284.386,46.251,95927.431,41.939,125.927
吉林,长春市,25.87,40.984,3.424,15.216,0.354,71.013,-2.568,-1.45,286.386,46.191,99650.506,44.268,125.611
四川,乐山市,57.311,79.974,10.858,21.564,0.604,73.603,-1.043,-1.764,290.551,70.944,89157.816,29.218,103.569
四川,内江市,48.467,82.753,11.996,26.709,0.681,79.078,-2.955,0.357,294.26,70.769,96094.667,29.62,104.95
四川,凉山彝族自治州,25.118,34.61,7.249,5.594,0.389,84.134,0.127,2.422,285.207,74.608,73910.278,27.883,102.065
四川,南充市,48.123,76.56,11.403,22.966,0.701,63.831,-3.617,-0.84,294.078,63.008,96207.001,31.19,106.199
四川,宜宾市,55.394,87.903,15.978,27.967,0.728,76.611,-1.141,-1.395,294.261,66.585,94430.791,28.573,104.621
四川,巴中市,31.315,49.749,10.487,13.258,0.489,65.098,-5.222,0.55,291.898,58.68,92113.469,32.033,107.031
四川,广元市,35.871,55.83,12.608,15.083,0.496,58.043,-3.802,0.406,289.854,70.782,91220.157,32.261,105.788
四川,广安市,40.623,65.729,9.985,18.517,0.64,74.453,-3.69,2.874,296.073,55.599,96201.362,30.43,106.628
四川,德阳市,52.057,87.017,9.535,26.317,0.626,70.745,-1.9,-1.981,290.787,71.722,92714.097,31.13,104.436
四川,成都市,47.917,81.417,10.304,28.1,0.588,78.09,-1.731,-2.288,291.512,69.873,92831.918,30.64,103.929
四川,攀枝花市,20.455,32.277,15.332,16.335,0.816,87.896,1.87,3.245,292.859,54.469,81042.667,26.791,101.734
四川,泸州市,37.269,61.093,11.535,18.903,0.52,70.914,-4.407,4.161,293.093,73.537,92894.027,28.424,105.675
四川,甘孜藏族自治州,13.309,14.954,1.645,0.82,0.168,93.221,4.059,4.229,276.665,66.513,60999.789,30.936,100.009
四川,眉山市,52.384,84.528,10.989,28.406,0.647,72.515,-1.404,-1.968,292.335,68.772,93253.02,29.912,103.766
四川,绵阳市,52.083,75.95,11.466,18.026,0.53,69.415,-1.883,0.332,287.465,79.586,87623.831,31.86,104.704
四川,自贡市,57.192,92.578,13.877,32.509,0.772,74.452,-3.198,-0.922,294.352,69.672,96050.027,29.307,104.659
四川,资阳市,42.3,79.451,9.839,24.933,0.651,75.443,-2.635,0.16,294.384,67.861,96361.932,30.102,105.149
四川,达州市,37.295,59.574,11.671,20.712,0.566,73.659,-5.395,2.503,293.802,55.864,93666.79,31.335,107.636
四川,遂宁市,56.117,93.781,10.313,27.342,0.748,67.234,-3.063,-0.514,294.269,65.591,96619.701,30.642,105.457
四川,阿坝藏族羌族自治州,24.419,30.859,5.589,2.329,0.227,91.399,0.433,6.681,278.062,76.443,65270.077,32.406,102.61
四川,雅安市,46.802,62.347,9.195,9.379,0.419,80.411,-1.238,-0.553,283.967,90.79,79800.934,29.932,102.689
天津,天津市,27.986,77.331,15.477,52.64,0.914,67.749,-2.602,0.958,290.238,30.196,101723.675,39.315,117.308
宁夏,中卫市,32.777,59.697,9.591,5.99,0.332,86.224,-1.711,7.945,287.84,58.586,83320.699,37.018,105.509
宁夏,吴忠市,34.098,59.766,12.986,6.565,0.358,90.142,-2.789,8.761,288.056,54.174,84939.22,37.454,106.577
宁夏,固原市,35.726,55.843,9.703,11.567,0.413,88.566,-2.856,6.913,283.117,79.931,80901.777,35.905,106.183
宁夏,石嘴山市,29.22,77.586,17.241,12.696,0.617,121.196,-1.43,6.247,290.5,41.669,86523.108,39.013,106.499
宁夏,银川市,27.358,67.336,12.668,11.745,0.484,103.313,-2.901,6.491,290.512,44.644,86811.728,38.287,106.342
安徽,亳州市,57.304,90.18,12.135,27.732,0.734,118.956,-2.914,-2.022,293.449,49.99,101209.269,33.44,116.162
安徽,六安市,29.632,49.54,6.941,18.783,0.501,105.68,-2.008,-2.159,290.919,68.536,98715.6,31.617,116.209
安徽,合肥市,34.164,59.201,8.106,22.677,0.598,107.29,-1.867,-3.138,292.2,63.18,101031.561,31.766,117.359
安徽,安庆市,23.112,37.457,7.361,12.72,0.484,96.28,-3.881,-4.851,291.336,66.072,99078.452,30.557,116.473
安徽,宣城市,28.693,47.691,7.932,16.783,0.636,85.218,-1.957,-3.545,289.727,70.516,98978.815,30.676,118.846
安徽,宿州市,53.511,91.704,13.031,37.059,0.794,118.457,-3.45,-2.18,291.971,46.316,101182.225,33.844,117.23
安徽,池州市,27.729,44.516,10.528,15.345,0.622,84.318,-3.416,-4.113,290.677,72.034,99211.427,30.296,117.379
安徽,淮北市,57.577,95.212,14.447,39.901,0.846,115.482,-3.43,-1.943,292.644,46.655,101225.297,33.722,116.747
安徽,淮南市,46.015,72.114,12.116,26.306,0.65,118.778,-2.463,-2.942,292.58,60.11,101229.409,32.463,116.746
安徽,滁州市,41.431,68.052,9.448,22.054,0.531,116.01,-2.704,-4.12,291.452,57.441,100941.858,32.55,118.076
安徽,芜湖市,34.733,62.264,11.463,28.977,0.788,94.582,-2.591,-2.891,291.768,63.262,101162.203,31.167,118.162
安徽,蚌埠市,53.496,79.758,11.135,30.307,0.679,120.438,-3.243,-3.172,292.193,53.392,101231.114,33.121,117.263
安徽,铜陵市,35.998,58.112,12.234,25.39,0.78,92.984,-2.477,-3.335,291.736,66.588,101022.687,30.883,117.531
安徽,阜阳市,53.62,88.302,11.398,21.733,0.729,115.051,-2.49,-2.12,293.591,54.129,101176.622,32.937,115.723
安徽,马鞍山市,33.614,65.554,10.134,29.994,0.674,106.882,-2.622,-3.671,291.819,59.465,101171.659,31.622,118.386
安徽,黄山市,18.909,33.538,7.862,10.5,0.546,69.536,-2.751,-4.346,289.569,75.451,96976.602,29.869,118.09
山东,东营市,21.7,52.307,10.089,17.792,0.436,91.606,-4.425,-3.047,288.759,43.449,101760.647,37.57,118.572
山东,临沂市,41.722,95.115,13.026,32.341,0.7,103.945,-3.386,-4.456,290.572,40.729,99797.719,35.289,118.27
山东,威海市,23.032,48.527,7.918,14.194,0.46,91.978,-1.615,-6.714,286.31,64.163,100941.56,37.148,122.028
山东,德州市,31.708,79.159,14.235,34.49,0.699,91.449,-5.704,-1.871,291.971,32.146,101575.352,37.233,116.679
山东,日照市,37.747,92.114,11.54,30.868,0.643,101.279,-2.278,-5.01,289.463,47.729,99908.792,35.566,119.108
山东,枣庄市,50.1,104.931,16.722,34.686,0.711,106.075,-4.471,-2.729,292.741,30.449,100490.484,34.925,117.383
山东,泰安市,43.326,99.724,17.874,34.576,0.912,111.199,-4.871,-3.245,292.661,32.194,99727.224,35.993,117.04
山东,济南市,43.438,106.15,18.939,42.622,0.98,97.693,-5.635,-2.942,291.196,35.013,99768.391,36.639,117.254
山东,济宁市,46.732,100.931,19.628,36.156,0.801,108.271,-4.078,-2.052,293.495,29.824,100946.405,35.375,116.697
