province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon
上海,上海市,20.533,27.667,5.159,24.246,0.422,52.012,-5.68,2.732,299.008,92.223,99939.578,31.173,121.42
云南,临沧市,8.929,12.161,2.404,3.006,0.302,45.549,5.722,0.949,293.272,86.972,83229.42,23.935,99.686
云南,丽江市,10.021,15.277,4.072,2.896,0.273,54.888,4.195,1.08,291.507,68.652,74057.375,26.96,100.515
云南,保山市,9.358,15.345,3.286,4.87,0.403,41.994,4.91,1.101,291.933,90.013,81238.764,24.953,98.962
云南,大理白族自治州,8.909,14.743,3.456,3.091,0.279,51.131,6.189,0.736,291.601,80.467,77494.158,25.726,100.053
云南,德宏傣族景颇族自治州,10.046,13.267,2.49,4.381,0.366,40.314,3.837,0.835,293.606,90.913,85368.095,24.535,98.052
云南,怒江傈僳族自治州,11.168,15.49,2.771,1.189,0.258,50.449,4.791,0.342,286.961,95.127,72374.285,26.916,98.885
云南,文山壮族苗族自治州,9.948,13.17,3.819,3.583,0.216,55.269,6.732,1.211,297.959,67.142,85512.342,23.696,104.735
云南,昆明市,11.495,19.135,5.313,8.552,0.322,54.82,6.019,1.23,293.462,73.083,78506.503,25.384,102.863
云南,昭通市,17.994,33.783,8.854,6.558,0.534,74.126,-0.675,-1.241,293.472,87.477,83173.394,27.667,103.985
云南,普洱市,8.095,11.041,2.414,3.177,0.211,46.0,4.992,1.113,295.385,78.864,85216.725,23.159,100.718
云南,曲靖市,13.78,21.616,6.446,7.615,0.369,60.973,2.927,0.495,294.005,73.73,79231.015,25.737,103.929
云南,楚雄彝族自治州,9.83,13.689,3.309,3.222,0.227,54.015,6.339,1.692,294.593,70.229,80208.603,25.328,101.567
云南,玉溪市,9.761,14.418,3.149,4.766,0.223,48.354,6.152,1.291,294.793,76.665,82692.012,24.136,102.217
云南,红河哈尼族彝族自治州,8.986,13.065,3.314,3.593,0.201,49.056,6.039,1.148,295.565,77.155,84323.283,23.451,103.034
云南,西双版纳傣族自治州,7.338,12.431,2.29,4.203,0.307,39.323,4.363,1.968,296.804,77.954,88166.177,21.939,100.912
云南,迪庆藏族自治州,10.363,16.176,4.187,1.699,0.206,59.91,5.839,0.797,285.233,86.774,66982.64,27.957,99.459
内蒙古,乌兰察布市,19.835,26.536,4.452,7.192,0.244,90.563,0.362,0.761,298.456,34.811,85260.264,41.691,112.44
内蒙古,乌海市,31.766,64.543,25.689,27.254,0.775,119.899,-0.08,1.912,300.835,33.784,86810.849,39.396,106.856
内蒙古,兴安盟,23.232,28.031,5.414,4.491,0.216,61.393,-3.517,-2.442,291.481,89.769,94041.643,46.244,121.341
内蒙古,包头市,21.393,28.662,3.854,9.403,0.261,91.138,0.31,1.718,299.863,28.078,85200.548,41.549,110.276
内蒙古,呼伦贝尔市,22.634,25.029,3.332,1.85,0.207,60.643,-4.045,2.21,291.185,83.054,93008.649,49.636,121.171
内蒙古,呼和浩特市,23.347,43.306,6.942,20.261,0.481,103.568,-0.271,1.18,298.9,36.067,85590.1,40.578,111.513
内蒙古,巴彦淖尔市,24.449,28.826,4.933,4.937,0.195,90.659,2.314,1.809,301.358,25.784,86453.502,41.446,107.582
内蒙古,赤峰市,21.669,26.345,6.027,4.275,0.248,78.235,-1.114,-3.934,295.227,63.723,91074.031,43.226,118.892
内蒙古,通辽市,22.217,29.559,6.681,5.899,0.254,90.328,-3.15,-3.074,296.476,71.772,96699.594,43.814,121.591
内蒙古,鄂尔多斯市,27.55,41.05,9.443,10.182,0.367,107.135,0.095,1.228,300.078,34.628,86201.384,39.407,108.63
内蒙古,锡林郭勒盟,14.215,15.407,2.679,1.48,0.19,68.194,-2.988,-0.28,296.26,49.636,88328.776,44.179,115.482
内蒙古,阿拉善盟,23.633,28.763,5.981,2.573,0.199,90.599,0.912,0.111,299.202,35.2,86687.151,40.473,102.467
北京,北京市,52.562,77.652,5.978,19.206,0.817,144.149,-1.515,-0.73,301.859,50.366,96409.192,40.158,116.395
台湾,台湾省,6.603,9.047,3.893,15.168,0.138,42.92,3.5,2.182,297.89,72.622,92117.649,23.757,120.975
吉林,吉林市,16.678,23.39,3.935,7.993,0.308,63.494,-4.247,0.551,292.703,82.455,96082.448,43.573,126.859
吉林,四平市,19.924,32.531,3.512,20.874,0.353,67.126,-3.004,-2.326,296.481,74.552,98121.642,43.472,124.386
吉林,延边朝鲜族自治州,12.167,17.965,2.948,3.992,0.222,50.721,-3.766,0.788,287.291,93.508,93513.784,43.141,129.147
吉林,松原市,16.927,26.285,4.574,6.809,0.271,58.614,-3.755,-3.189,294.735,78.786,98615.035,44.785,124.496
吉林,白城市,17.521,25.962,5.979,5.535,0.232,66.72,-3.762,-3.784,294.866,78.374,98790.272,45.35,123.031
吉林,白山市,20.565,29.462,6.849,7.625,0.544,65.449,0.0,1.961,291.531,88.69,91453.101,42.063,127.256
吉林,辽源市,18.987,30.17,4.701,19.47,0.445,71.707,-1.632,-0.757,295.85,75.53,96332.308,42.836,125.32
吉林,通化市,18.965,29.294,6.332,9.247,0.625,68.091,0.258,2.321,294.28,83.237,94673.471,41.939,125.927
吉林,长春市,16.936,28.161,3.676,14.175,0.331,54.558,-3.646,-2.162,294.336,80.687,98142.617,44.268,125.611
四川,乐山市,21.269,32.144,7.161,11.449,0.533,71.85,0.598,-1.379,296.201,75.551,88386.247,29.218,103.569
四川,内江市,10.485,21.52,8.237,12.115,0.625,55.022,1.923,-2.204,299.515,74.456,95081.235,29.62,104.95
四川,凉山彝族自治州,17.927,25.092,6.871,4.532,0.387,68.277,-0.438,0.974,289.895,81.424,73623.06,27.883,102.065
四川,南充市,8.636,21.374,10.669,12.574,0.615,45.463,-1.068,-2.807,300.085,74.206,95035.451,31.19,106.199
四川,宜宾市,17.354,33.218,8.606,13.237,0.65,75.393,1.191,-0.415,298.875,74.582,93557.995,28.573,104.621
四川,巴中市,17.144,32.738,10.801,7.918,0.587,48.245,-5.626,-3.664,297.252,77.233,91036.818,32.033,107.031
四川,广元市,15.845,30.591,13.965,8.958,0.603,52.548,-3.364,-4.55,296.762,73.549,90249.498,32.261,105.788
四川,广安市,18.259,31.089,5.898,14.153,0.704,45.079,2.475,0.639,299.964,80.056,95054.73,30.43,106.628
四川,德阳市,13.148,26.827,7.915,9.205,0.568,70.838,-1.962,-3.222,298.582,68.638,91729.165,31.13,104.436
四川,成都市,14.948,28.1,8.721,14.522,0.646,71.98,-0.474,-1.652,298.822,68.342,91872.27,30.64,103.929
四川,攀枝花市,13.775,23.288,18.486,11.514,0.605,57.65,0.292,2.209,296.568,58.841,80595.993,26.791,101.734
四川,泸州市,18.864,32.522,9.09,10.727,0.575,66.601,2.298,-0.526,297.591,82.453,92013.36,28.424,105.675
四川,甘孜藏族自治州,12.282,13.916,2.191,1.267,0.173,92.688,1.725,2.91,283.565,77.298,61108.662,30.936,100.009
四川,眉山市,14.845,27.511,7.795,13.983,0.628,63.377,0.665,-0.98,298.748,69.604,92311.987,29.912,103.766
四川,绵阳市,21.265,34.534,11.36,5.36,0.457,72.721,-2.471,-3.3,295.374,74.784,86821.19,31.86,104.704
四川,自贡市,15.654,28.318,8.733,15.867,0.714,57.553,1.45,-1.789,299.733,72.762,95071.506,29.307,104.659
四川,资阳市,9.375,20.245,7.659,8.146,0.563,55.55,1.477,-2.3,299.576,75.184,95298.866,30.102,105.149
四川,达州市,17.198,31.525,10.827,15.018,0.636,57.447,-1.684,-0.71,298.931,79.76,92506.444,31.335,107.636
四川,遂宁市,9.123,21.687,9.045,10.895,0.58,51.648,0.343,-2.998,299.831,74.676,95499.894,30.642,105.457
四川,阿坝藏族羌族自治州,27.121,34.322,6.862,1.719,0.268,65.595,-1.815,2.841,283.756,89.287,65342.027,32.406,102.61
四川,雅安市,21.053,30.364,7.278,4.447,0.34,86.677,-0.749,0.443,291.053,84.595,79313.54,29.932,102.689
天津,天津市,51.52,85.808,13.798,34.304,1.234,140.389,-0.733,1.332,303.338,49.343,99851.921,39.315,117.308
宁夏,中卫市,22.537,47.047,13.342,7.196,0.61,96.238,-3.411,3.982,294.925,52.23,82891.446,37.018,105.509
宁夏,吴忠市,28.08,49.428,12.915,5.736,0.47,108.933,-2.212,3.21,296.407,49.344,84396.734,37.454,106.577
宁夏,固原市,26.902,48.447,10.925,10.833,0.507,88.678,-3.604,1.465,291.266,70.345,80436.914,35.905,106.183
宁夏,石嘴山市,25.888,51.129,13.165,18.45,0.561,130.886,-0.31,2.827,299.874,36.445,85956.635,39.013,106.499
宁夏,银川市,25.072,50.16,11.307,16.39,0.528,126.128,-1.387,2.292,298.873,41.953,86241.69,38.287,106.342
安徽,亳州市,20.221,33.622,8.352,13.528,0.487,79.571,-5.636,-4.187,298.925,86.504,99529.072,33.44,116.162
安徽,六安市,20.918,34.256,6.635,15.071,0.492,58.825,1.659,1.548,300.347,85.302,97086.537,31.617,116.209
安徽,合肥市,19.361,33.211,5.743,17.538,0.635,52.505,-0.506,2.404,302.029,81.063,99320.35,31.766,117.359
安徽,安庆市,26.276,44.204,8.335,17.991,0.569,49.39,2.977,2.979,301.487,79.837,97542.098,30.557,116.473
安徽,宣城市,20.255,33.189,6.583,10.543,0.484,52.461,1.671,2.737,301.89,77.809,97529.912,30.676,118.846
安徽,宿州市,21.72,33.557,7.121,14.45,0.513,72.818,-6.849,-3.181,298.438,88.602,99534.523,33.844,117.23
安徽,池州市,24.048,37.617,7.731,11.27,0.48,55.809,2.514,4.548,302.292,75.96,97729.293,30.296,117.379
安徽,淮北市,20.602,33.037,8.039,15.731,0.524,75.069,-7.063,-4.133,298.08,89.827,99553.897,33.722,116.747
安徽,淮南市,17.959,32.632,7.994,16.177,0.587,62.383,-2.239,-0.688,301.141,84.677,99464.174,32.463,116.746
安徽,滁州市,22.932,37.8,7.759,21.466,0.654,55.432,-5.179,0.836,300.588,88.493,99265.155,32.55,118.076
安徽,芜湖市,22.511,36.444,7.634,17.872,0.637,45.726,1.392,2.472,302.587,78.208,99522.471,31.167,118.162
安徽,蚌埠市,17.338,27.673,7.989,17.687,0.458,64.353,-5.419,-2.825,299.451,91.287,99495.806,33.121,117.263
安徽,铜陵市,25.899,43.383,9.308,23.689,0.664,48.105,2.377,3.459,302.494,77.963,99378.678,30.883,117.531
安徽,阜阳市,15.927,32.216,9.266,12.471,0.519,74.757,-4.201,-4.647,299.572,84.976,99464.44,32.937,115.723
安徽,马鞍山市,19.576,33.669,5.268,18.821,0.719,39.175,-1.439,1.946,301.932,82.432,99525.132,31.622,118.386
安徽,黄山市,22.612,36.793,7.955,8.232,0.477,51.067,2.983,3.589,300.775,80.292,95712.451,29.869,118.09
山东,东营市,46.328,84.276,17.522,24.514,0.794,138.24,-1.886,0.09,302.001,54.357,99998.509,37.57,118.572
山东,临沂市,33.021,62.1,9.466,20.378,0.662,87.194,-3.784,-0.332,299.649,66.804,98311.705,35.289,118.27
山东,威海市,20.372,33.714,6.477,9.71,0.312,63.86,-0.338,2.138,297.387,89.0,99520.469,37.148,122.028
山东,德州市,49.523,83.952,10.111,18.074,0.68,173.935,-0.632,1.029,304.05,47.6,99818.468,37.233,116.679
山东,日照市,28.031,48.796,7.97,18.963,0.483,67.96,-2.296,0.823,298.62,76.774,98457.732,35.566,119.108
山东,枣庄市,35.206,64.162,10.988,17.84,0.706,94.428,-5.368,-0.812,300.784,59.69,98945.477,34.925,117.383
山东,泰安市,47.592,92.889,13.218,26.85,0.812,142.633,-2.677,-0.272,301.531,56.128,98180.538,35.993,117.04
山东,济南市,53.433,101.367,12.344,28.11,0.871,158.235,-1.589,-0.191,302.193,52.786,98170.834,36.639,117.254
山东,济宁市,44.168,76.908,12.681,22.55,0.811,125.441,-3.582,-0.57,301.56,58.048,99359.507,35.375,116.697
山东,淄博市,58.993,107.463,16.503,30.485,1.205,140.522,-1.218,-0.457,301.345,55.383,97612.62,36.623,118.062
